segments,segments
0,6
1,260
2,292
3,155
4,64
5,173
6,156
7,120
8,17
9,246
10,268
11,3
12,132
13,165
14,152
15,4
16,369
17,289
18,247
19,38
20,227
22,175
23,229
24,299
25,220
26,26
27,41
28,222
29,147
30,70
31,6
32,136
33,176
34,12
35,194
36,160
37,34
38,257
39,301
