segments,segments
0,1
2,1
3,2
5,1
8,1
15,1
16,7
17,2
19,2
30,1
31,5
32,1
35,1
36,35
41,40
44,3
47,22
52,1
53,1
55,18
57,14
59,1
65,35
66,2
67,2
68,46
70,1
71,1
73,1
74,1
76,1
81,8
82,2
85,24
86,7
88,69
90,13
93,1
95,2
98,4
104,172
107,1
108,1
109,35
110,6
114,1
116,1
117,2
118,3
121,1
122,2
123,27
124,1
125,44
126,31
129,90
135,1
136,1
137,1
138,1
143,1
144,4
145,7
148,1
151,65
155,15
156,1
157,2
158,1
160,1
163,135
164,101
167,11
168,38
169,5
171,1
174,17
175,2
177,27
178,1
179,4
181,1
187,1
189,8
190,4
195,7
197,1
199,2
200,1
203,70
205,5
210,2
211,1
213,82
215,4
217,3
225,1
226,12
227,1
231,26
233,1
235,1
237,2
239,3
240,1
241,2
244,1
246,35
255,2
257,14
261,1
266,1
268,11
269,3
270,1
271,2
278,18
279,2
281,1
282,21
285,2
287,15
291,3
295,1
297,4
298,1
