#{"t_start": 1682659451.3612108, "env_id": null}
r,l,t
-2.1,21,1.491181
-2.1,21,2.89804
6.744661,19,4.255813
-2.1,21,5.636786
-6.1,21,7.034368
-2.1,21,8.441434
-2.1,21,9.804123
-4.1,21,11.215403
-2.1,21,12.611309
-10.1,21,14.007066
-2.1,21,15.402026
-12.1,21,16.769731
-4.1,21,18.152739
-6.1,21,19.633733
-2.1,21,21.013257
-6.1,21,22.384996
-2.1,21,23.76017
-14.1,21,25.1234
-4.1,21,26.496479
-2.1,21,27.852125
-2.1,21,29.202348
-8.1,21,30.557049
-2.1,21,31.928265
-4.1,21,33.321148
-8.1,21,34.702175
7.644661,10,35.570466
-6.1,21,36.954918
-2.1,21,38.333028
-2.1,21,39.793225
-4.1,21,41.176775
-2.1,21,42.584696
-6.1,21,43.985945
-2.1,21,45.360571
-7.0,21,46.833037
-2.1,21,48.213029
-2.1,21,49.603373
-8.1,21,51.014656
-2.1,21,52.401133
-2.1,21,53.791067
-2.1,21,55.182946
-2.1,21,56.551038
-4.1,21,57.933494
-2.1,21,59.361688
-2.1,21,60.759392
6.544661,21,62.254661
-4.1,21,63.608563
-2.1,21,64.984616
-4.1,21,66.381452
-2.1,21,67.782988
-2.1,21,69.167863
-2.1,21,70.560552
-2.1,21,71.966238
-4.1,21,73.348748
-8.1,21,74.734421
-4.1,21,76.149666
-6.1,21,77.568373
-2.1,21,78.968286
-2.1,21,80.346346
-4.1,21,81.75166
-2.1,21,83.111995
-6.1,21,84.479728
-2.1,21,85.86212
-2.1,21,87.216717
-8.1,21,88.586776
-6.1,21,89.99416
-10.1,21,91.382098
-2.1,21,92.786721
-8.1,21,94.148913
-6.1,21,95.564771
-2.1,21,96.945871
-2.1,21,98.363921
-2.1,21,99.785065
-6.1,21,101.179932
-2.1,21,102.555273
-2.1,21,103.927769
-8.1,21,105.341738
-2.1,21,106.743493
-2.1,21,108.163663
-6.1,21,109.559977
-2.1,21,110.946939
-2.1,21,112.323467
-6.1,21,113.694224
-6.1,21,115.112505
-2.1,21,116.505308
-6.1,21,117.902349
-2.1,21,119.297371
-4.1,21,120.695434
-6.1,21,122.072599
-2.1,21,123.465676
7.844661,8,124.177376
-2.1,21,125.573513
-4.1,21,126.99491
-2.1,21,128.379299
-2.1,21,129.84506
-8.1,21,131.251675
-2.1,21,132.637171
-2.1,21,134.02143
-2.1,21,135.444486
-2.1,21,136.806109
-2.1,21,138.191202
-6.1,21,139.578659
-6.1,21,140.951114
-2.1,21,142.344725
-6.1,21,143.723259
-2.1,21,145.163182
7.744661,9,145.931605
-4.1,21,147.319214
-2.1,21,148.695024
-6.1,21,150.112927
-4.1,21,151.491396
-2.1,21,152.901479
-2.1,21,154.324091
-2.1,21,155.710622
5.444661,12,156.663641
-2.1,21,158.071829
-4.1,21,159.515248
-2.1,21,160.916938
-6.1,21,162.290583
-2.1,21,163.724176
-4.1,21,165.124693
-6.1,21,166.515371
-6.1,21,167.93263
-2.1,21,169.319541
-2.1,21,170.690934
-2.1,21,172.096557
-4.1,21,173.503701
-2.1,21,174.875592
-14.1,21,176.258684
-6.1,21,177.661527
-2.1,21,179.028546
4.644661,20,180.447754
-2.1,21,181.854378
-2.1,21,183.23128
-2.1,21,184.630593
-6.1,21,186.034509
-2.1,21,187.434088
-2.1,21,188.824046
-6.1,21,190.219001
-2.1,21,191.615166
-4.1,21,193.006021
-2.1,21,194.400789
-2.1,21,195.792997
-2.1,21,197.222922
-2.1,21,198.59522
-2.1,21,200.013959
-2.1,21,201.406048
-1.7,8,202.095182
-4.1,21,203.457829
-4.1,21,204.848549
-10.1,21,206.18581
-6.1,21,207.553363
-2.1,21,208.951001
-10.1,21,210.375602
-6.1,21,211.755928
-2.1,21,213.176221
-6.1,21,214.546935
-12.1,21,215.933664
-2.1,21,217.326724
-4.1,21,218.704842
-2.1,21,220.139601
7.344661,13,221.148476
-2.1,21,222.557985
-4.1,21,223.949204
-2.1,21,225.300113
-2.1,21,226.702075
-2.1,21,228.083734
-4.1,21,229.485368
-4.1,21,230.896567
-4.1,21,232.293747
-2.1,21,233.67223
-2.1,21,235.071311
-6.1,21,236.46402
-2.1,21,237.872923
-2.1,21,239.273471
-6.1,21,240.646747
-2.1,21,242.021012
-1.9,10,242.835644
-6.1,21,244.201154
-10.1,21,245.584084
-2.1,21,247.001404
-2.1,21,248.394125
-4.1,21,249.801856
-4.1,21,251.217866
-4.1,21,252.649105
-6.1,21,254.033034
-2.1,21,255.419289
-4.1,21,256.814252
-4.1,21,258.199643
-6.1,21,259.559796
-6.1,21,260.942469
-2.1,21,262.315192
-2.1,21,263.701899
-4.1,21,265.073664
-2.1,21,266.417556
-2.1,21,267.800533
-2.1,21,269.217671
-2.1,21,270.593327
-4.1,21,271.982775
-4.1,21,273.438171
-4.1,21,274.832813
-2.1,21,276.231858
-6.1,21,277.628981
-6.1,21,279.078637
-2.1,21,280.479151
-2.1,21,281.874898
-6.1,21,283.274303
-10.1,21,284.68912
-4.1,21,286.06565
-4.1,21,287.436066
-6.1,21,288.845523
-2.1,21,290.231445
-2.1,21,291.644611
-2.1,21,293.058271
-2.1,21,294.456306
-10.1,21,295.89635
-4.1,21,297.313409
-4.1,21,298.702096
-12.1,21,300.102127
-2.1,21,301.485316
-4.1,21,302.887154
-8.1,21,304.286188
-6.1,21,305.682144
-2.1,21,307.112438
-2.1,21,308.516538
-2.1,21,309.91989
-8.1,21,311.300165
-2.1,21,312.707113
7.744661,9,313.469836
-4.1,21,314.857144
-2.1,21,316.233134
-2.1,21,317.63227
-4.1,21,319.020038
-2.1,21,320.428557
-2.1,21,321.798332
-2.1,21,323.178053
-10.1,21,324.571781
-2.1,21,325.96586
-6.1,21,327.349617
-4.1,21,328.737785
-8.1,21,330.149697
-2.1,21,331.559895
-2.1,21,332.974004
-2.1,21,334.424105
-2.1,21,335.834769
-2.1,21,337.247983
-4.1,21,338.63478
-2.1,21,340.09409
-2.1,21,341.497289
-6.1,21,342.875825
-4.1,21,344.278282
-6.1,21,345.688341
-8.1,21,347.067291
-4.1,21,348.429326
-6.1,21,349.822203
-2.1,21,351.229907
-2.1,21,352.642017
-2.1,21,354.067791
-10.1,21,355.47411
-2.1,21,356.869247
-2.1,21,358.263385
-6.1,21,359.646653
-10.1,21,361.02696
-10.1,21,362.415363
-4.1,21,363.8242
-4.1,21,365.211417
-2.1,21,366.61217
-4.1,21,368.028969
-8.1,21,369.424314
-4.1,21,370.836856
-2.1,21,372.223103
-2.1,21,373.651161
-4.1,21,375.039119
-2.1,21,376.468629
7.144661,15,377.577023
-2.1,21,378.961577
-6.1,21,380.406723
-6.1,21,381.78388
-2.1,21,383.165184
-4.1,21,384.553657
-2.1,21,385.919598
-2.1,21,387.290804
-2.1,21,388.651804
-6.1,21,390.027087
-4.1,21,391.423617
-8.1,21,392.836033
-2.1,21,394.241714
-2.1,21,395.61681
-4.1,21,397.011294
7.844661,8,397.724764
-2.1,21,399.255931
-2.1,21,400.663458
-10.1,21,402.049362
-2.1,21,403.439294
-4.1,21,404.827782
-2.1,21,406.253306
-4.1,21,407.67946
-4.1,21,409.062514
-6.1,21,410.435093
-8.1,21,411.835284
-2.1,21,413.258536
6.944661,17,414.521653
-2.1,21,415.940511
-2.1,21,417.326833
-2.1,21,418.726296
-2.1,21,420.166893
-4.1,21,421.506902
-2.1,21,422.951436
-2.1,21,424.344995
-2.1,21,425.749474
-4.1,21,427.121818
-2.1,21,428.529381
-2.1,21,429.899606
-0.7,18,431.19204
-2.1,21,432.561957
-2.1,21,433.971863
-4.1,21,435.362545
-2.1,21,436.769762
-4.1,21,438.157886
-2.1,21,439.536027
-6.1,21,440.917517
-4.1,21,442.306174
-4.1,21,443.691509
3.344661,13,444.677653
7.444661,12,445.625597
-4.1,21,447.012779
-2.1,21,448.373457
-4.1,21,449.782055
6.544661,21,451.264503
-2.1,21,452.670213
-8.1,21,454.076085
-2.1,21,455.462058
-2.1,21,456.824194
-2.1,21,458.223917
-16.1,21,459.678688
-6.1,21,461.086488
-6.1,21,462.509769
-2.1,21,463.911233
-6.1,21,465.310564
-6.1,21,466.706233
-8.1,21,468.109352
-2.1,21,469.490742
-6.1,21,470.877259
-6.1,21,472.299702
0.3,8,473.017997
-4.1,21,474.457017
-2.1,21,475.853232
-2.1,21,477.253379
-4.1,21,478.650923
-2.1,21,480.033256
-2.1,21,481.423128
-4.1,21,482.782095
-2.1,21,484.147334
-2.1,21,485.536724
-8.1,21,486.957881
-10.1,21,488.391079
-2.1,21,489.797783
-2.1,21,491.193577
-2.1,21,492.575234
-2.1,21,493.978867
-8.1,21,495.349091
-8.1,21,496.754007
-2.1,21,498.135355
-10.1,21,499.495093
-6.1,21,500.883086
-4.1,21,502.252074
-2.1,21,503.621506
-2.1,21,504.996683
-6.1,21,506.373358
-4.1,21,507.721509
-6.1,21,509.094031
-6.1,21,510.478257
-4.1,21,511.875279
-2.1,21,513.277589
-2.1,21,514.663727
-6.1,21,516.049541
-2.1,21,517.454463
-2.1,21,518.844198
-2.1,21,520.293162
-2.1,21,521.704347
-2.1,21,523.124626
-2.1,21,524.533841
-2.1,21,525.906236
-2.1,21,527.318094
-2.1,21,528.724043
-10.1,21,530.136616
-6.1,21,531.558243
-2.1,21,532.928177
-2.1,21,534.317986
-2.1,21,535.732197
-6.1,21,537.129237
-10.1,21,538.509581
-2.1,21,539.878159
-4.1,21,541.287939
7.544661,11,542.172254
-8.1,21,543.557382
-2.1,21,544.971419
-2.1,21,546.352326
-6.1,21,547.731988
-4.1,21,549.127725
-10.1,21,550.515603
-2.1,21,551.887073
-4.1,21,553.276505
-2.1,21,554.682384
-6.1,21,556.07373
-4.1,21,557.448677
-2.1,21,558.844471
-8.1,21,560.211651
-4.1,21,561.659179
-2.1,21,563.077567
-2.1,21,564.448246
-2.1,21,565.846439
-2.1,21,567.242969
-6.1,21,568.658458
-6.1,21,570.046518
-4.1,21,571.433969
-8.1,21,572.835708
-4.1,21,574.225849
-6.1,21,575.65882
-2.1,21,577.030424
-2.1,21,578.431736
-6.1,21,579.875271
-2.1,21,581.283615
-6.1,21,582.675369
-2.1,21,584.062359
-4.1,21,585.449366
-6.1,21,586.82728
-6.1,21,588.193199
-8.1,21,589.603513
-6.1,21,590.986362
-6.1,21,592.392159
-0.7,18,593.699317
-2.1,21,595.102053
-2.1,21,596.472442
-2.1,21,597.891266
-2.1,21,599.260885
-18.1,21,600.665137
-2.1,21,602.065062
-2.1,21,603.457736
-6.1,21,604.857756
-2.1,21,606.224881
-2.1,21,607.644813
-2.1,21,609.065913
-2.1,21,610.467348
-6.1,21,611.852124
-2.1,21,613.23303
-2.1,21,614.644656
-2.1,21,616.051009
7.044661,16,617.222775
-10.1,21,618.608366
-2.1,21,620.003007
-2.1,21,621.353501
-2.1,21,622.727694
-2.1,21,624.095445
-2.1,21,625.460789
-4.1,21,626.823403
-2.1,21,628.229568
-4.1,21,629.664417
-2.1,21,631.062965
-4.1,21,632.45949
-2.1,21,633.872469
-2.1,21,635.27577
-2.1,21,636.674045
-12.1,21,638.054071
-8.1,21,639.477486
-2.1,21,640.84928
-2.1,21,642.24571
-2.1,21,643.662315
-4.1,21,645.082721
-2.1,21,646.448003
-2.1,21,647.85708
7.644661,10,648.676637
