reward,is_done_success,entropy,experience_bonus,entropy_map,done_penalty,agent,done_bonus,counter_changes,changes_penalty,bonus_factor,historical,counter_done_max_changes,counter_done,representation,discount_rewards,rewards_sum,reward_game,discount_reward,piece_penalty,segments,counter_done_interations,reward_experience_bonus
3.0,True,2.25,1.0142,1.0314136431896277,,,0.0,17,,1.1114378604524227,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([69], dtype=int64), array([27], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([12], dtype=int64), array([4], dtype=int64), array([28], dtype=int64), array([4], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([35], dtype=int64), array([35], dtype=int64), array([27], dtype=int64), array([60], dtype=int64)]}",2,20,narrow-puzzle,1.8937257375651166,1.1999999999999995,3.0,,0,[35 27 60 36  9 36  9 35],0,3.0426
3.0,True,2.1556390622295662,1.0144,1.044029891352379,,,0.0,20,,1.0246950765959597,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([4], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([28], dtype=int64), array([1], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([28], dtype=int64), array([69], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([9], dtype=int64), array([62], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([9], dtype=int64)]}",2,21,narrow-puzzle,1.6652796201412088,0.7999999999999994,3.0,,0,[36 27  9 62 36 36  9 69],0,3.0431999999999997
3.0,True,2.5,1.0146,1.0307564933366784,,,0.0,10,,1.4491376746189437,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([36], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([69], dtype=int64), array([9], dtype=int64), array([14], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([9], dtype=int64)]}",2,22,narrow-puzzle,2.4303302488554155,2.1,3.0,,0,[ 4  9 36 27 69  9 14 36],0,3.0438
3.0,True,2.75,1.0148,1.0301764888081681,,,10.0,16,,1.1456439237389602,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([27], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([9], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([74], dtype=int64), array([27], dtype=int64), array([14], dtype=int64), array([6], dtype=int64), array([4], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([62], dtype=int64), array([4], dtype=int64)]}",2,23,narrow-puzzle,2.0102263882879434,1.3999999999999997,3.0,,0,[ 4 27 14  6  4 36  9 62],0,3.0443999999999996
3.0,True,2.0,1.0150000000000001,1.0438285760866894,,,0.0,9,,1.5275252316519468,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([36], dtype=int64), array([63], dtype=int64), array([36], dtype=int64), array([69], dtype=int64), array([13], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([27], dtype=int64)]}",2,24,narrow-puzzle,2.4919531412518694,2.2,3.0,,0,[27 63 36 69 13 36 36 36],0,3.0450000000000004
3.0,True,1.5487949406953985,1.0152,1.044215704122686,,,0.0,18,,1.0801234497346435,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([27], dtype=int64), array([36], dtype=int64), array([28], dtype=int64), array([28], dtype=int64), array([9], dtype=int64), array([4], dtype=int64), array([66], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([27], dtype=int64), array([27], dtype=int64), array([36], dtype=int64), array([69], dtype=int64), array([67], dtype=int64), array([36], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([36], dtype=int64)]}",2,25,narrow-puzzle,1.8937257375651166,1.1999999999999995,3.0,,0,[36 36 36 36 69 67 36 28],0,3.0456000000000003
3.0,True,2.75,1.0154,1.0316223430027769,,,10.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([1], dtype=int64), array([12], dtype=int64), array([36], dtype=int64), array([35], dtype=int64), array([9], dtype=int64), array([1], dtype=int64), array([27], dtype=int64), array([49], dtype=int64)]}",2,26,narrow-puzzle,2.553987155462983,2.3,3.0,,0,[ 1 12 36 35  9  1 27 49],0,3.0462000000000002
3.0,True,2.75,1.0156,1.044029891352379,,,10.0,10,,1.4491376746189437,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([69], dtype=int64), array([36], dtype=int64), array([75], dtype=int64), array([9], dtype=int64), array([15], dtype=int64), array([14], dtype=int64), array([63], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([27], dtype=int64)]}",2,27,narrow-puzzle,2.4303302488554155,2.1,3.0,,0,[36 27 75  9 15 14 63 36],0,3.0468
3.0,True,2.4056390622295662,1.0158,1.031660988900251,,,0.0,8,,1.620185174601965,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([9], dtype=int64), array([62], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([1], dtype=int64), array([36], dtype=int64), array([12], dtype=int64)]}",2,28,narrow-puzzle,2.553987155462983,2.3,0.0,,0,[ 9 62 28 36 36  1 36 12],0,3.0474
3.0,True,2.75,1.016,1.04341039959807,,,10.0,9,,1.5275252316519468,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 3.0], 'action': [array([54], dtype=int64), array([28], dtype=int64), array([36], dtype=int64), array([9], dtype=int64), array([60], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([67], dtype=int64), array([47], dtype=int64)]}",2,29,narrow-puzzle,2.4919531412518694,2.2,4.0,,0,[47 28 36  9 60 36  4 67],0,3.048
