#{"t_start": 1682901963.7840385, "env_id": null}
r,l,t
-6.1,21,1.334809
-4.1,21,2.578518
6.482359,16,3.584635
6.782359,13,4.485537
7.282359,8,5.088535
-4.1,21,6.366138
-2.1,21,7.621248
-2.1,21,8.875516
-2.1,21,10.095293
-2.1,21,11.340045
7.182359,9,12.038831
-2.1,21,13.286242
-2.1,21,14.528991
-2.1,21,15.753243
-2.1,21,17.010375
-6.1,21,18.325383
-4.1,21,19.595019
7.382359,7,20.129468
-8.1,21,21.403476
6.382359,17,22.485977
-10.1,21,23.729944
-2.1,21,25.01454
-2.1,21,26.22299
-8.1,21,27.494953
-2.1,21,28.707012
-10.1,21,29.965567
7.482359,6,30.506242
-2.1,21,31.77774
7.282359,8,32.391788
-6.1,21,33.620059
7.182359,9,34.272105
-2.1,21,35.509953
2.082359,20,36.782634
7.482359,6,37.282485
-2.1,21,38.577917
-2.1,21,39.805146
-2.1,21,41.050512
-2.1,21,42.276833
-4.1,21,43.545828
-2.1,21,44.757857
-2.1,21,46.004167
-2.1,21,47.247873
-8.1,21,48.518015
-2.1,21,49.769893
-6.1,21,50.995635
6.782359,13,51.852333
-10.1,21,53.083353
-6.1,21,54.313548
-10.1,21,55.574499
-2.1,21,56.829844
-4.1,21,58.08008
-6.1,21,59.291233
-6.1,21,60.547899
-4.1,21,61.834857
6.982359,11,62.60898
-2.1,21,63.85657
-4.1,21,65.076662
-6.1,21,66.359226
2.682359,14,67.29638
-4.1,21,68.518441
-2.1,21,69.781351
-2.1,21,71.003629
-4.1,21,72.285174
-2.1,21,73.535265
-2.1,21,74.769401
-2.1,21,75.991128
-2.1,21,77.22737
-2.1,21,78.544909
-2.1,21,79.779491
-2.1,21,81.014083
-2.1,21,82.255868
-6.1,21,83.490835
-2.1,21,84.715444
-6.1,21,85.942521
-6.1,21,87.176458
-2.1,21,88.401054
-2.1,21,89.620764
-6.1,21,90.847885
-6.1,21,92.09073
-2.1,21,93.295276
-2.1,21,94.536871
-2.1,21,95.762711
6.982359,11,96.50536
-2.1,21,97.923839
-2.1,21,99.157664
-2.1,21,100.40118
-6.1,21,101.667901
-6.1,21,102.938083
6.982359,11,103.702771
-2.1,21,104.945784
-4.1,21,106.198112
-2.1,21,107.424287
-2.1,21,108.64768
-2.1,21,109.89197
6.382359,17,110.985326
-2.1,21,112.254926
-2.1,21,113.467393
-2.1,21,114.701635
-2.1,21,115.933396
-6.1,21,117.160155
-6.1,21,118.408334
0.382359,17,119.508986
-2.1,21,120.760194
-2.1,21,122.015252
-2.1,21,123.27569
-6.1,21,124.50548
-2.1,21,125.758492
-4.1,21,127.023185
-6.1,21,128.294764
-2.1,21,129.549943
-2.1,21,130.793041
-2.1,21,132.049749
-2.1,21,133.302052
-4.1,21,134.54794
6.682359,14,135.468602
-2.1,21,136.696045
-8.1,21,138.002981
-2.1,21,139.260565
-2.1,21,140.501041
-2.1,21,141.745431
-4.1,21,142.979959
-2.1,21,144.225382
-4.1,21,145.47631
-6.1,21,146.715871
