segments,segments
0,364
1,526
2,2
3,521
4,176
6,2
7,4
9,485
11,1
12,441
14,262
15,104
16,1
17,108
21,2
22,2
23,83
25,4
26,2
27,909
28,18
29,4
30,2
34,24
35,98
36,144
37,2
38,9
40,1
41,33
42,1
43,1
45,1
46,8
47,42
48,67
49,169
51,52
52,5
53,1
54,2
57,33
58,2
60,211
62,78
63,90
66,95
67,7
68,7
69,16
71,2
73,1
74,27
75,78
76,297
78,7
