segments,segments
0,4
1,168
2,245
5,263
6,290
7,11
8,14
9,366
10,307
11,11
12,3
13,82
14,352
15,3
16,413
17,457
18,431
19,39
20,136
22,12
23,91
24,447
25,88
26,1
27,12
28,76
29,398
30,68
31,1
32,48
33,8
34,2
35,264
36,2
37,2
38,398
39,487
