#{"t_start": 1668903519.200531, "env_id": null}
r,l,t
2.3,8,0.721663
2.3,8,1.366721
2.3,8,1.950146
2.3,8,2.595051
2.3,8,3.179595
2.3,8,3.761463
2.3,8,4.335078
2.3,8,4.946122
2.3,8,5.532631
2.3,8,6.183566
2.3,8,6.783112
2.3,8,7.357387
2.3,8,7.908468
2.3,8,8.464441
2.3,8,9.055633
2.3,8,9.611026
2.3,8,10.195204
2.3,8,10.782692
2.3,8,11.354129
2.3,8,11.938203
2.3,8,12.485354
2.3,8,13.06218
2.3,8,13.630861
2.3,8,14.18729
2.3,8,14.743559
2.3,8,15.30179
2.3,8,15.868671
2.3,8,16.48154
2.3,8,17.036651
2.3,8,17.600271
2.3,8,18.175468
2.3,8,18.766448
2.3,8,19.310716
2.3,8,19.875849
2.3,8,20.47349
2.3,8,21.036117
2.3,8,21.617475
2.3,8,22.173497
2.3,8,22.751769
2.3,8,23.312026
2.3,8,23.880021
2.3,8,24.443532
2.3,8,25.007035
2.3,8,25.591354
2.3,8,26.139766
2.3,8,26.751633
2.3,8,27.318155
2.3,8,27.874982
2.3,8,28.442343
2.3,8,29.025217
2.3,8,29.599372
2.3,8,30.165549
2.3,8,30.738239
2.3,8,31.303222
2.3,8,31.865651
2.3,8,32.4237
2.3,8,32.964697
2.3,8,33.51799
2.3,8,34.082364
2.3,8,34.734499
2.3,8,35.31154
2.3,8,35.888938
2.3,8,36.4629
2.3,8,37.054272
2.3,8,37.629818
2.3,8,38.223137
2.3,8,38.790121
2.3,8,39.35927
2.3,8,39.920514
2.3,8,40.490581
2.3,8,41.104899
2.3,8,41.673298
2.3,8,42.310994
2.3,8,42.910754
2.3,8,43.506521
2.3,8,44.103075
2.3,8,44.669145
2.3,8,45.239849
2.3,8,45.835989
2.3,8,46.426382
2.3,8,47.033681
2.3,8,47.648662
2.3,8,48.223377
2.3,8,48.814777
2.3,8,49.373218
2.3,8,49.936007
2.3,8,50.50435
2.3,8,51.076413
2.3,8,51.647385
2.3,8,52.213446
2.3,8,52.798296
2.3,8,53.354236
2.3,8,53.914655
2.3,8,54.465204
2.3,8,55.042172
2.3,8,55.617824
2.3,8,56.160116
