#{"t_start": 1682692292.7608142, "env_id": null}
r,l,t
6.844661,18,1.40061
-6.1,61,5.138921
-6.1,61,8.879262
-6.1,61,12.629264
-1.1,22,14.158546
-6.1,61,18.028625
6.444661,22,19.562259
-6.1,61,23.346889
-6.1,61,27.088548
-6.1,61,30.818658
-6.1,61,34.56936
5.144661,35,36.890511
-6.1,61,40.636746
-6.1,61,44.34744
-3.8,49,47.477339
-6.1,61,51.249932
3.544661,51,54.555096
-6.1,61,58.274173
-6.1,61,62.009838
6.044661,26,63.815595
-6.1,61,67.649682
-4.9,60,71.401642
5.644661,30,73.386071
5.944661,27,75.209062
-6.1,61,78.953428
-6.1,61,82.775692
3.744661,49,85.956919
-6.1,61,89.718681
-6.1,61,93.458714
-4.4,55,96.968324
-8.810052,17,98.208194
-6.1,61,101.913882
3.644661,50,105.109138
-6.1,61,108.83792
0.1,10,109.668837
-6.1,61,113.463833
-6.1,61,117.181824
-1.5,26,118.936301
-6.1,61,122.72974
-6.1,61,126.511763
-6.1,61,130.327373
-6.1,61,134.069468
4.044661,46,137.046368
-6.1,61,140.830352
3.444661,52,144.21994
4.644661,40,146.827624
3.944661,47,149.845767
-6.1,61,153.60146
-1.9,30,155.571793
-6.1,61,159.338398
-6.1,61,163.160389
-6.1,61,166.951994
-6.1,61,170.707217
6.344661,23,172.290665
-6.1,61,175.986841
-6.1,61,179.733819
4.844661,38,182.191273
-6.1,61,185.955353
7.644661,10,186.796973
5.944661,27,188.644648
-6.1,61,192.386257
-6.1,61,196.146811
-6.1,61,199.88884
-6.1,61,203.765296
-6.1,61,207.555669
-6.1,61,211.320582
-6.1,61,215.081805
-6.1,61,218.859385
-6.1,61,222.590423
6.544661,21,224.048821
-6.1,61,227.792975
-6.1,61,231.542271
-6.1,61,235.241477
-6.1,61,238.98946
7.844661,8,239.741762
-6.1,61,243.458511
-1.1,22,245.036863
-4.5,56,248.698935
-4.9,60,252.446408
-0.9,20,253.873566
-6.1,61,257.646776
-6.1,61,261.374727
-6.1,61,265.287565
7.344661,13,266.2998
-6.1,61,270.112523
-6.1,61,273.856946
-6.1,61,277.60994
-0.7,18,278.922412
-6.1,61,282.715941
-6.1,61,286.36466
-6.1,61,290.174421
-6.1,61,293.897012
5.044661,36,296.22992
-6.1,61,299.937655
-6.1,61,303.707683
6.344661,23,305.32276
-4.0,51,308.5462
6.144661,25,310.229516
-6.1,61,314.065608
-6.1,61,317.859231
-6.1,61,321.61566
-6.1,61,325.491452
6.444661,22,327.053696
-6.1,61,330.808546
-6.1,61,334.604445
6.144661,25,336.294598
-6.1,61,340.051742
5.544661,31,342.088256
-1.4,25,343.808508
-6.1,61,347.526798
4.544661,41,350.194257
-6.1,61,353.936488
3.944661,47,356.899666
-6.1,61,360.563993
3.244661,54,363.936776
-6.1,61,367.708895
6.644661,20,369.149519
-3.4,45,372.032156
3.744661,49,375.130844
-6.1,61,378.934538
-6.1,61,382.826561
-6.1,61,386.620565
-6.1,61,390.383612
-3.7,48,393.470006
-6.1,61,397.220763
5.244661,34,399.473426
-6.1,61,403.182393
-6.1,61,406.959127
-6.1,61,410.788441
-6.1,61,414.527144
-6.1,61,418.251581
-6.1,61,421.968557
-6.1,61,425.852819
6.644661,20,427.324202
-6.1,61,431.036119
-6.1,61,434.813328
-6.1,61,438.553954
-6.1,61,442.369735
-6.1,61,446.133928
6.344661,23,447.708238
-0.8,19,449.075391
-6.1,61,452.928247
3.244661,54,456.332954
0.3,8,457.042101
-6.1,61,460.795827
-4.7,58,464.473709
-2.1,32,466.631207
-6.1,61,470.423128
-6.1,61,474.15743
-4.6,57,477.651926
6.744661,19,479.003624
-6.1,61,482.738711
-6.1,61,486.539117
-6.1,61,490.300165
-2.8,39,492.836258
6.144661,25,494.561347
7.544661,11,495.475019
7.244661,14,496.563769
3.444661,52,499.877378
-4.7,58,503.565772
7.544661,11,504.441796
-6.1,61,508.270361
-6.1,61,512.139181
6.144661,25,513.83876
-6.1,61,517.674222
-0.6,17,518.942555
-1.0,21,520.428852
2.644661,60,524.22495
-6.1,61,527.975353
-6.1,61,531.723439
-2.3,34,533.978389
7.644661,10,534.806447
5.444661,32,536.893937
-6.1,61,540.712437
-6.1,61,544.427147
-6.1,61,548.194293
-6.1,61,551.948001
-6.1,61,555.754408
-6.1,61,559.521121
-6.1,61,563.394352
6.144661,25,565.126253
0.0,11,566.01819
-6.1,61,569.772357
-6.1,61,573.576278
6.944661,17,574.839321
-6.1,61,578.598984
5.544661,31,580.705389
3.644661,50,583.841754
-6.1,61,587.547815
-12.810052,57,591.155601
5.044661,36,593.5133
-6.1,61,597.263251
-6.1,61,601.060594
3.744661,49,604.225212
5.544661,31,606.367884
-6.1,61,610.28192
-6.1,61,613.982391
4.444661,42,616.674867
-6.1,61,620.416889
-6.1,61,624.320209
-1.2,23,625.930094
-6.1,61,629.677805
-6.1,61,633.370708
-6.1,61,637.10603
-6.1,61,640.901905
2.644661,60,644.672912
-6.1,61,648.442633
-0.2,13,649.473647
-6.1,61,653.243243
-6.1,61,656.99818
2.844661,58,660.611634
-6.1,61,664.404449
-6.1,61,668.171279
-6.1,61,671.908955
-6.1,61,675.622472
3.244661,54,679.043674
-6.1,61,682.900919
-6.1,61,686.709654
-6.1,61,690.459087
5.244661,34,692.721279
5.244661,34,694.973999
6.344661,23,696.583943
2.544661,61,700.332118
-6.1,61,704.094937
-6.1,61,707.841962
-1.0,21,709.307839
-3.6,47,712.32489
-6.1,61,715.963027
-4.0,51,719.226565
-3.1,42,721.962416
-6.1,61,725.771678
7.544661,11,726.675964
5.444661,32,728.823281
7.144661,15,729.909082
-6.1,61,733.603009
-6.1,61,737.355253
-3.5,46,740.327586
7.144661,15,741.472668
5.544661,31,743.57134
-6.1,61,747.354277
4.444661,42,750.069229
-6.1,61,753.824514
-6.1,61,757.562649
4.544661,41,760.221765
-2.5,36,762.58463
-6.1,61,766.311929
-6.1,61,770.057559
-6.1,61,773.799966
-6.1,61,777.549487
-6.1,61,781.294051
-6.1,61,785.085913
-6.1,61,788.879573
-6.1,61,792.58629
-6.1,61,796.318303
-6.1,61,800.088715
5.744661,29,802.082005
-6.1,61,805.893803
-6.1,61,809.658396
-6.1,61,813.462137
7.644661,10,814.30259
-6.1,61,817.988278
3.444661,52,821.290951
-6.1,61,825.013079
-6.1,61,828.853997
-6.1,61,832.651932
-6.1,61,836.304871
-2.5,36,838.662011
-6.1,61,842.380251
-6.1,61,846.197962
2.944661,57,849.776078
3.544661,51,853.10603
-1.4,25,854.825404
-6.1,61,858.583308
0.0,11,859.494586
-6.1,61,863.317665
-6.1,61,867.145953
3.944661,47,870.223694
5.544661,31,872.307895
-6.1,61,876.104165
6.344661,23,877.682118
-6.1,61,881.510952
-6.1,61,885.253024
-6.1,61,889.041751
-6.1,61,892.779842
-6.1,61,896.590702
-6.1,61,900.381349
-6.1,61,904.116671
-6.1,61,907.883131
-6.1,61,911.661614
-6.1,61,915.470429
-2.7,38,918.037369
-6.1,61,921.852325
-6.1,61,925.756719
7.744661,9,926.564384
-6.1,61,930.316301
-1.1,22,931.882567
-6.1,61,935.586502
-6.1,61,939.337263
4.344661,43,942.09557
-6.1,61,945.864249
6.944661,17,947.109234
-6.1,61,950.893021
-0.1,12,951.830807
3.144661,55,955.274107
-6.1,61,959.024543
-13.73546,46,961.950838
-6.1,61,965.749578
7.744661,9,966.52165
-6.1,61,970.307396
-10.73546,16,971.522467
-2.3,34,973.805898
-6.1,61,977.560457
-6.1,61,981.357186
-6.1,61,985.246265
-6.1,61,988.973442
-2.1,32,991.122546
-6.1,61,994.872262
7.744661,9,995.647921
-6.1,61,999.372288
-6.1,61,1003.116326
2.744661,59,1006.864291
-6.1,61,1010.649103
-6.1,61,1014.307624
-6.1,61,1018.055489
-6.1,61,1021.736399
4.044661,46,1024.725419
-6.1,61,1028.439086
-6.1,61,1032.159154
-6.1,61,1035.890841
-3.2,43,1038.683203
-6.1,61,1042.493095
-0.3,14,1043.555914
-6.1,61,1047.440719
-6.1,61,1051.214939
-6.1,61,1054.996466
-6.1,61,1058.749413
6.144661,25,1060.445742
6.444661,22,1061.962381
-6.1,61,1065.691355
-6.1,61,1069.497183
-6.1,61,1073.255092
-6.1,61,1076.989438
-3.5,46,1079.898335
-6.1,61,1083.712388
-6.1,61,1087.442855
-2.9,40,1090.028233
-6.1,61,1093.793296
-6.1,61,1097.543054
-6.1,61,1101.353205
-6.1,61,1105.201203
-6.1,61,1108.974312
3.444661,52,1112.339484
-6.1,61,1116.072102
-6.1,61,1119.799266
