#{"t_start": 1668469072.0421221, "env_id": null}
r,l,t
2.08,6,0.376339
1.98,7,0.697984
0.08,26,1.612077
1.68,10,2.00904
1.38,13,2.519827
2.08,6,2.817332
0.18,25,3.763842
2.08,6,4.106771
2.08,6,4.398438
0.48,22,5.207054
1.98,7,5.559069
1.88,8,5.909913
0.88,18,6.611041
2.08,6,6.908782
0.98,17,7.551893
2.08,6,7.854306
2.08,6,8.15691
1.78,9,8.554832
1.98,7,8.883075
1.48,12,9.358281
2.08,6,9.626771
1.98,7,9.953251
2.08,6,10.255058
1.88,8,10.612933
0.88,18,11.297362
1.48,12,11.787777
1.18,15,12.373062
0.58,21,13.148504
1.58,11,13.602334
2.08,6,13.908143
1.88,8,14.269978
2.08,6,14.570055
2.08,6,14.867527
1.18,15,15.454558
1.78,9,15.845008
1.78,9,16.228522
2.08,6,16.526479
1.88,8,16.887808
1.38,13,17.404996
0.18,25,18.300172
0.78,19,19.006809
1.78,9,19.398504
2.08,6,19.690061
2.08,6,19.984116
1.18,15,20.565162
2.08,6,20.85849
1.28,14,21.400042
0.58,21,22.167154
1.98,7,22.494621
1.78,9,22.884982
1.18,15,23.474984
-2.62,53,25.232308
1.28,14,25.774665
1.28,14,26.323246
2.08,6,26.623226
2.08,6,26.922516
1.48,12,27.406229
1.78,9,27.790508
2.08,6,28.090845
1.68,10,28.508756
0.78,19,29.210728
1.98,7,29.537903
1.88,8,29.889923
1.98,7,30.23441
1.58,11,30.695717
1.78,9,31.090672
2.08,6,31.381411
1.38,13,31.908206
2.08,6,32.201698
1.78,9,32.581902
2.08,6,32.852395
1.68,10,33.269406
1.88,8,33.619774
2.08,6,33.914366
1.18,15,34.490208
2.08,6,34.7775
1.38,13,35.284439
0.38,23,36.122369
1.58,11,36.575546
2.08,6,36.872399
1.88,8,37.24069
1.38,13,37.771641
1.98,7,38.097204
1.98,7,38.421934
1.88,8,38.779087
1.78,9,39.170286
1.78,9,39.555228
1.68,10,39.984827
2.08,6,40.289134
1.88,8,40.646409
1.88,8,40.984678
1.98,7,41.313297
1.78,9,41.712628
1.98,7,42.036161
2.08,6,42.323239
1.88,8,42.676833
1.68,10,43.101379
1.88,8,43.4685
2.08,6,43.75887
1.48,12,44.235
0.88,18,44.905582
1.98,7,45.234471
2.08,6,45.531656
1.78,9,45.918764
0.88,18,46.577641
-0.32,30,47.632892
0.58,21,48.394974
2.08,6,48.69111
2.08,6,48.98555
2.08,6,49.280302
2.08,6,49.572425
2.08,6,49.862081
2.08,6,50.169174
1.88,8,50.525087
2.08,6,50.825918
1.88,8,51.180497
1.18,15,51.761905
0.88,18,52.427702
1.88,8,52.792761
1.98,7,53.125091
1.18,15,53.719746
1.88,8,54.069916
2.08,6,54.367752
2.08,6,54.63466
1.68,10,55.051968
1.58,11,55.517361
1.98,7,55.84678
1.38,13,56.358727
1.28,14,56.914039
1.78,9,57.305105
1.58,11,57.761727
1.58,11,58.209402
1.68,10,58.624764
1.88,8,58.989932
1.48,12,59.472626
1.88,8,59.828668
1.28,14,60.420519
1.98,7,60.743473
0.78,19,61.453022
1.68,10,61.881379
1.78,9,62.290567
2.08,6,62.583766
1.88,8,62.941853
1.68,10,63.376743
1.28,14,63.915225
1.88,8,64.269364
1.38,13,64.785008
1.98,7,65.114062
2.08,6,65.407081
1.88,8,65.769731
1.88,8,66.128713
1.58,11,66.584466
1.98,7,66.905659
1.78,9,67.308522
1.88,8,67.666964
1.98,7,68.002115
1.08,16,68.600364
0.58,21,69.36947
1.98,7,69.70088
0.88,18,70.391254
2.08,6,70.683679
2.08,6,70.983164
1.88,8,71.340844
-0.22,29,72.351385
1.78,9,72.748535
2.08,6,73.041051
1.88,8,73.399052
2.08,6,73.671567
0.78,19,74.373025
2.08,6,74.667042
1.78,9,75.030928
0.98,17,75.672615
0.28,24,76.513187
2.08,6,76.813791
1.78,9,77.204009
1.28,14,77.760827
0.08,26,78.691866
1.98,7,79.022659
2.08,6,79.31483
2.08,6,79.608901
2.08,6,79.904096
2.08,6,80.198759
2.08,6,80.494235
1.58,11,80.943094
1.88,8,81.299393
0.98,17,81.942283
1.68,10,82.354121
2.08,6,82.650699
2.08,6,82.94046
1.38,13,83.454605
1.98,7,83.778685
2.08,6,84.077314
1.98,7,84.403805
1.98,7,84.73467
2.08,6,85.029074
1.18,15,85.605874
0.78,19,86.311603
2.08,6,86.61977
1.98,7,86.943246
-1.02,37,88.220637
2.08,6,88.51167
2.08,6,88.805404
1.78,9,89.199069
0.68,20,89.934202
2.08,6,90.225245
1.68,10,90.653226
1.88,8,91.010174
2.08,6,91.30675
1.48,12,91.787535
1.18,15,92.359862
2.08,6,92.653194
1.58,11,93.113723
1.98,7,93.433913
1.98,7,93.762801
1.98,7,94.088215
1.98,7,94.409693
0.58,21,95.172251
1.98,7,95.497016
1.78,9,95.886753
1.68,10,96.310022
1.98,7,96.636185
2.08,6,96.908394
1.88,8,97.265404
1.78,9,97.650236
2.08,6,97.94326
2.08,6,98.214724
1.98,7,98.537617
2.08,6,98.826039
1.28,14,99.369798
1.08,16,99.972797
1.08,16,100.579168
0.98,17,101.221097
1.58,11,101.671202
1.98,7,102.002032
1.88,8,102.361053
0.58,21,103.135367
2.08,6,103.428396
1.88,8,103.788353
2.08,6,104.075817
2.08,6,104.372359
1.98,7,104.700583
1.98,7,105.021255
2.08,6,105.320285
2.08,6,105.611411
2.08,6,105.904128
1.98,7,106.225357
1.98,7,106.54869
2.08,6,106.837976
1.88,8,107.19777
1.58,11,107.648004
1.48,12,108.127901
1.88,8,108.486547
0.38,23,109.326069
2.08,6,109.622531
1.08,16,110.23189
2.08,6,110.524415
1.18,15,111.106378
1.78,9,111.488636
2.08,6,111.784407
2.08,6,112.078635
0.58,21,112.851565
0.48,22,113.637272
1.88,8,114.000185
1.98,7,114.323047
1.38,13,114.830752
1.18,15,115.406724
2.08,6,115.698841
2.08,6,115.999446
1.68,10,116.420587
1.88,8,116.779064
1.68,10,117.199844
2.08,6,117.492733
2.08,6,117.79529
1.48,12,118.274549
1.68,10,118.689923
1.48,12,119.172325
1.68,10,119.595904
1.78,9,119.97997
1.88,8,120.39717
1.28,14,120.950907
2.08,6,121.24811
1.38,13,121.759794
1.88,8,122.118818
1.28,14,122.673207
2.08,6,122.967066
2.08,6,123.262734
2.08,6,123.561671
2.08,6,123.85368
1.98,7,124.154871
-0.12,28,125.150279
1.78,9,125.540047
2.08,6,125.835892
1.98,7,126.16793
0.58,21,126.946376
2.08,6,127.244508
2.08,6,127.542255
2.08,6,127.846136
2.08,6,128.161563
1.48,12,128.661562
1.98,7,128.994944
1.98,7,129.31971
1.88,8,129.684242
1.98,7,130.0127
2.08,6,130.310652
1.58,11,130.754067
1.08,16,131.347594
1.78,9,131.7419
2.08,6,132.040816
1.28,14,132.592518
1.68,10,133.014193
1.58,11,133.481868
0.78,19,134.192749
1.88,8,134.551212
-0.32,30,135.598282
1.98,7,135.925834
0.18,25,136.813444
1.78,9,137.233676
1.78,9,137.62001
1.78,9,138.010023
1.88,8,138.3676
1.88,8,138.745111
2.08,6,139.037722
