#{"t_start": 1668914778.1960793, "env_id": null}
r,l,t
-2.3,34,1.757176
0.3,8,2.327233
7.844661,8,2.907335
0.3,8,3.485603
-0.5,16,4.403672
6.444661,22,5.520335
-0.2,13,6.284683
-7.910052,8,6.853122
-0.5,16,7.76017
0.0,11,8.466875
7.844661,8,9.049336
7.244661,14,9.875524
-8.310052,12,10.59276
-9.510052,24,11.802132
7.844661,8,12.37791
7.444661,12,13.11015
0.3,8,13.767739
-1.0,21,14.860648
-3.1,42,16.79823
-0.1,12,17.519192
7.544661,11,18.221658
0.2,9,18.837947
-11.63546,25,20.068206
-0.8,19,21.120692
7.844661,8,21.705284
-3.6,47,23.851549
7.844661,8,24.423077
-2.0,31,25.904978
-2.5,36,27.636717
7.044661,16,28.556793
6.644661,20,29.633934
0.3,8,30.22154
0.3,8,30.818161
-2.6,37,32.522075
-2.5,36,34.200878
-3.1,42,36.160089
-0.1,12,36.90786
-1.1,22,38.036555
-1.8,29,39.484082
-0.1,12,40.219792
5.844661,28,41.605486
-8.510052,14,42.435209
-8.210052,11,43.134264
-2.0,31,44.653625
0.3,8,45.295633
7.744661,9,45.90477
-0.8,19,46.936163
-0.6,17,47.902075
7.744661,9,48.517494
0.1,10,49.176395
-0.1,12,49.901094
-16.732015,30,51.385321
-4.8,59,54.098622
2.244661,64,56.95644
7.744661,9,57.557762
-11.1,122,62.792634
-1.0,21,63.89671
-8.310052,12,64.642913
-7.0,81,68.177194
-8.010052,9,68.815009
7.844661,8,69.387911
-10.010052,29,70.827047
0.3,8,71.384336
-14.223058,21,72.485162
7.744661,9,73.083701
0.3,8,73.646262
-12.53546,34,75.275205
5.344661,33,76.889919
0.3,8,77.465148
-0.1,12,78.223531
-0.2,13,78.981238
7.644661,10,79.635637
-8.610052,15,80.538586
-8.210052,11,81.253574
-0.3,14,82.095611
7.444661,12,82.835096
-16.132015,24,84.086489
6.844661,18,85.084315
-0.4,15,85.949379
6.644661,20,87.041335
7.344661,13,87.846681
-0.5,16,88.756618
-12.810052,57,91.350434
-13.43546,43,93.352955
-8.010052,9,93.959646
0.3,8,94.541955
0.3,8,95.107472
7.844661,8,95.684212
0.0,11,96.380302
-1.3,24,97.608475
7.244661,14,98.417049
7.844661,8,98.978974
0.3,8,99.556996
-10.13546,10,100.225895
7.844661,8,100.816275
0.3,8,101.385733
-3.3,44,103.394765
-8.810052,17,104.384069
7.044661,16,105.303048
6.344661,23,106.477524
-6.4,75,109.867074
-10.43546,13,110.645401
7.844661,8,111.227997
-1.6,27,112.569059
7.844661,8,113.141348
0.3,8,113.709698
7.844661,8,114.292345
-7.910052,8,114.855195
-1.9,30,116.344015
-0.1,12,117.105411
-12.810052,57,119.666884
6.144661,25,120.941875
-10.43546,13,121.703638
6.644661,20,122.800461
-1.3,24,124.016312
0.3,8,124.593353
-2.4,35,126.298959
-0.8,19,127.336399
7.844661,8,127.899895
-0.9,20,128.958206
-1.7,28,130.37166
6.244661,24,131.608379
-15.632015,19,132.648453
7.444661,12,133.388647
3.544661,51,135.743579
7.444661,12,136.477033
-0.1,12,137.200841
7.244661,14,138.051359
7.544661,11,138.736913
-9.010052,19,139.78287
-0.4,15,140.649199
-10.110052,30,142.145473
-1.5,26,143.467218
7.044661,16,144.367592
-0.1,12,145.110327
7.544661,11,145.813388
-8.710052,16,146.703801
-0.9,20,147.786545
-0.5,16,148.676806
-3.2,43,150.733358
-0.5,16,151.66393
-1.3,24,152.876511
-1.0,21,153.97583
-0.9,20,155.040613
7.844661,8,155.596058
7.844661,8,156.188682
-12.73546,36,157.93248
-8.710052,16,158.81667
7.244661,14,159.666337
-4.1,52,162.020671
0.3,8,162.607464
0.3,8,163.200803
-1.2,23,164.379993
-15.232015,15,165.271772
-0.1,12,166.060932
-0.9,20,167.166212
6.644661,20,168.237515
0.3,8,168.816382
0.3,8,169.369966
7.744661,9,169.994634
3.444661,52,172.483274
-13.123058,10,173.154964
7.644661,10,173.832359
3.644661,50,176.13911
7.444661,12,176.871932
-3.3,44,178.929668
7.344661,13,179.724382
4.844661,38,181.501282
-2.6,37,183.270169
-0.8,19,184.31558
0.3,8,184.899952
7.444661,12,185.657226
-0.1,12,186.415837
-0.5,16,187.32731
-9.710052,26,188.685197
-1.0,21,189.816823
4.644661,40,191.694095
-10.810052,37,193.457953
7.544661,11,194.149227
7.344661,13,194.938245
0.3,8,195.509455
-0.5,16,196.416775
7.644661,10,197.135625
6.944661,17,198.079902
-10.310052,32,199.58753
-10.33546,12,200.335922
-7.910052,8,200.915243
-11.73546,26,202.233921
7.344661,13,203.007208
-0.5,16,203.916027
-3.2,43,205.937271
-0.2,13,206.725367
-10.010052,29,208.142832
-1.8,29,209.566547
-3.0,41,211.456259
-11.410052,43,213.49049
-0.1,12,214.216755
0.3,8,214.78796
-1.0,21,215.898453
-8.410052,13,216.672354
-0.9,20,217.744307
7.644661,10,218.403524
7.844661,8,218.988155
-11.53546,24,220.222511
0.3,8,220.787829
-13.623058,15,221.655767
-9.210052,21,222.753351
0.0,11,223.447734
-0.9,20,224.515468
6.544661,21,225.575564
7.444661,12,226.380664
0.0,11,227.074037
6.644661,20,228.124453
7.844661,8,228.696853
7.144661,15,229.537739
7.244661,14,230.332481
-3.2,43,232.322824
7.644661,10,232.969436
4.944661,37,234.735156
-0.4,15,235.586774
0.1,10,236.253534
0.0,11,236.954966
7.844661,8,237.533048
7.744661,9,238.136203
-2.4,35,239.797938
-1.9,30,241.255667
-1.0,21,242.382316
-0.2,13,243.160719
-8.110052,10,243.826014
-1.1,22,244.932642
6.344661,23,246.09063
-8.710052,16,246.986101
6.244661,24,248.220919
6.344661,23,249.397306
7.444661,12,250.154763
7.744661,9,250.751421
-10.610052,35,252.470254
0.3,8,253.056388
-0.7,18,254.084184
-1.5,26,255.350582
-1.4,25,256.61017
-8.610052,15,257.488603
-8.810052,17,258.417455
-9.810052,27,259.778714
-0.2,13,260.565823
5.944661,27,261.924887
6.744661,19,262.930761
-0.1,12,263.667409
0.1,10,264.333522
0.1,10,264.979664
4.944661,37,266.699647
-1.6,27,268.066917
0.2,9,268.697675
5.844661,28,270.072111
0.0,11,270.757317
0.3,8,271.345364
4.444661,42,273.365254
-8.310052,12,274.092137
-8.010052,9,274.702467
