#{"t_start": 1668600632.7670922, "env_id": null}
r,l,t
2.084963,6,0.313207
1.318296,7,0.643827
-2.5,25,1.486472
0.851629,15,2.084248
1.784963,9,2.470918
0.751629,16,3.083022
1.084963,16,3.718474
1.451629,9,4.142644
1.284963,14,4.754573
2.084963,6,5.050296
2.084963,6,5.334771
1.751629,6,5.627598
1.984963,7,5.949158
0.551629,18,6.628453
2.084963,6,6.935864
0.551629,18,7.617103
1.551629,8,7.97883
1.484963,12,8.461405
1.292481,6,8.751105
1.384963,13,9.264609
2.084963,6,9.533487
1.451629,9,9.911539
1.784963,9,10.305871
-2.2,22,11.076823
1.784963,9,11.471552
1.151629,12,11.997317
-2.1,21,12.722944
1.484963,12,13.219071
1.151629,12,13.713037
1.192481,7,14.014675
1.651629,7,14.34564
1.651629,7,14.681455
1.351629,10,15.112339
0.351629,20,15.892521
1.284963,14,16.461007
1.051629,13,16.981654
1.151629,12,17.472441
1.551629,8,17.862701
1.192481,7,18.194944
-0.148371,25,19.063932
2.084963,6,19.348328
1.984963,7,19.668838
0.518296,15,20.263396
0.684963,20,21.028393
1.284963,14,21.583411
1.984963,7,21.927711
1.751629,6,22.226223
1.751629,6,22.534384
1.884963,8,22.887202
1.584963,11,23.356431
1.551629,8,23.723674
-2.2,22,24.478268
1.484963,12,24.971779
1.784963,9,25.363356
1.984963,7,25.678139
1.451629,9,26.0819
0.584963,21,26.86604
2.084963,6,27.169487
1.684963,10,27.596815
1.351629,10,28.036971
2.084963,6,28.336817
1.351629,10,28.761198
1.784963,9,29.153864
1.351629,10,29.593192
1.751629,6,29.892091
1.751629,6,30.196588
1.551629,8,30.57813
1.384963,13,31.100467
1.784963,9,31.511343
1.251629,11,31.952765
1.551629,8,32.324111
1.751629,6,32.611162
0.451629,19,33.310609
1.751629,6,33.597712
-2.2,22,34.342839
1.651629,7,34.661101
1.451629,9,35.055244
1.751629,6,35.358568
0.884963,18,36.05127
1.484963,12,36.538116
2.084963,6,36.831788
0.784963,19,37.550416
1.584963,11,38.004918
1.418296,6,38.298003
1.551629,8,38.655368
1.684963,10,39.072879
-2.1,21,39.785825
0.751629,16,40.399197
1.984963,7,40.732655
2.084963,6,41.0293
1.051629,13,41.547251
1.651629,7,41.879416
2.084963,6,42.178515
1.884963,8,42.546196
0.551629,18,43.23642
1.751629,6,43.54196
1.484963,12,44.023355
-2.4,24,44.839664
-2.1,21,45.561314
0.918296,11,46.024835
1.651629,7,46.350769
1.551629,8,46.709483
0.751629,16,47.338212
1.284963,14,47.897848
1.884963,8,48.266395
1.751629,6,48.554118
1.551629,8,48.928563
0.984963,17,49.592126
1.351629,10,50.00911
1.284963,14,50.569978
1.751629,6,50.871541
1.484963,12,51.349779
0.751629,16,51.963189
1.751629,6,52.264591
2.084963,6,52.56762
1.751629,6,52.866958
0.951629,14,53.408677
1.551629,8,53.776308
1.651629,7,54.109892
1.751629,6,54.398474
0.992481,9,54.803395
1.251629,11,55.258778
1.651629,7,55.59685
1.384963,13,56.119852
1.984963,7,56.447893
1.651629,7,56.772794
1.451629,9,57.18065
1.684963,10,57.613282
1.884963,8,57.988648
1.184963,15,58.565391
1.551629,8,58.932847
1.484963,12,59.4404
1.984963,7,59.769502
0.884963,18,60.461237
1.651629,7,60.780131
1.384963,13,61.287018
0.251629,21,62.076022
1.751629,6,62.381026
1.484963,12,62.862431
0.751629,16,63.500774
1.751629,6,63.795955
1.751629,6,64.076342
0.651629,17,64.732374
2.084963,6,65.030151
2.084963,6,65.325188
2.084963,6,65.624698
1.651629,7,65.951789
1.384963,13,66.464013
1.418296,6,66.764767
2.084963,6,67.059566
1.884963,8,67.416915
1.751629,6,67.719147
-0.207519,21,68.492705
0.451629,19,69.215231
1.192481,7,69.540775
1.984963,7,69.864272
1.451629,9,70.254169
1.751629,6,70.564532
1.551629,8,70.940618
1.551629,8,71.308033
1.451629,9,71.703824
1.884963,8,72.081697
2.084963,6,72.375246
2.084963,6,72.669795
1.884963,8,73.018488
2.084963,6,73.331606
1.118296,9,73.737671
1.984963,7,74.065359
0.884963,18,74.746843
1.751629,6,75.05041
1.318296,7,75.383714
1.751629,6,75.673435
1.384963,13,76.216084
0.651629,17,76.867767
1.651629,7,77.192031
1.651629,7,77.529499
0.484963,22,78.332215
-2.1,21,79.03899
1.551629,8,79.4052
2.084963,6,79.709762
1.651629,7,80.041087
1.784963,9,80.428358
2.084963,6,80.736001
1.551629,8,81.112058
1.684963,10,81.551752
1.651629,7,81.889235
1.684963,10,82.308771
0.851629,15,82.94159
1.984963,7,83.268513
1.192481,7,83.614494
1.384963,13,84.162453
1.292481,6,84.441212
1.984963,7,84.77953
1.984963,7,85.116621
1.651629,7,85.456731
2.084963,6,85.757139
1.284963,14,86.300347
1.051629,13,86.811833
1.984963,7,87.146777
1.751629,6,87.449128
1.984963,7,87.793775
-2.1,21,88.530757
1.651629,7,88.861493
1.784963,9,89.270213
1.751629,6,89.574302
0.784963,19,90.279682
1.418296,6,90.576927
0.851629,15,91.183469
0.451629,19,91.908173
1.884963,8,92.275636
1.684963,10,92.686583
0.451629,19,93.401201
2.084963,6,93.700682
2.084963,6,93.999024
1.151629,12,94.501461
1.784963,9,94.906331
1.551629,8,95.26169
0.918296,11,95.720901
2.084963,6,96.014729
1.251629,11,96.468516
1.884963,8,96.823911
1.584963,11,97.30347
1.884963,8,97.668188
1.751629,6,97.982695
1.318296,7,98.316722
0.951629,14,98.876496
0.584963,21,99.647443
1.484963,12,100.148171
0.984963,17,100.832402
1.884963,8,101.197045
1.884963,8,101.555482
-0.307519,22,102.358379
1.984963,7,102.701777
2.084963,6,103.001962
1.884963,8,103.365048
0.584963,21,104.169119
1.651629,7,104.500021
1.292481,6,104.815217
0.518296,15,105.427873
1.751629,6,105.730235
1.751629,6,106.033128
1.884963,8,106.400707
2.084963,6,106.696484
0.892481,10,107.122617
