reward_game,done_penalty,agent,piece_penalty,reward_experience_bonus,segments,rewards_sum,is_done_success,discount_reward,done_bonus,experience_bonus,counter_done_interations,counter_done_max_changes,counter_changes,entropy,counter_done,historical,representation,changes_penalty,bonus_factor,entropy_map,reward,discount_rewards
6.0,,,0,1.0233999999999999,[151 129 123 151 163 104  55 213],1.1102230246251565e-16,True,,10.0,1.0233999999999999,0,195,11,2.75,66,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([104], dtype=int64), array([104], dtype=int64), array([287], dtype=int64), array([151], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([55], dtype=int64), array([213], dtype=int64), array([151], dtype=int64), array([129], dtype=int64), array([123], dtype=int64)]}",narrow-puzzle,,1.381698559415515,1.1893085880494094,1.0,0.4661745741283555
3.0,,,0,8.746314800699993,[ 90 126  41 163 129 104 203 164],7.344660805685808,True,,50.0,1.0236,0,202,13,3.0,67,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([129], dtype=int64), array([41], dtype=int64), array([104], dtype=int64), array([190], dtype=int64), array([104], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([164], dtype=int64), array([90], dtype=int64), array([126], dtype=int64), array([41], dtype=int64), array([163], dtype=int64), array([129], dtype=int64)]}",narrow-puzzle,,1.2709778186044849,1.1668070116939224,8.544660805685808,7.471777571627171
3.0,,,0,8.748023732861132,[104 169 268 177  90 203 164 205],6.544660805685808,True,,50.0,1.0238,0,205,21,3.0,68,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([213], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([125], dtype=int64), array([89], dtype=int64), array([213], dtype=int64), array([257], dtype=int64), array([3], dtype=int64), array([164], dtype=int64), array([85], dtype=int64), array([164], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([164], dtype=int64), array([205], dtype=int64), array([104], dtype=int64), array([169], dtype=int64), array([268], dtype=int64), array([177], dtype=int64), array([90], dtype=int64)]}",narrow-puzzle,,1.0,1.172067619675994,8.544660805685808,6.8025340219595805
10.0,,,0,8.749732665022268,[237 125 168  55  68 129 177 104],7.144660805685808,True,,50.0,1.024,0,218,15,3.0,69,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([129], dtype=int64), array([226], dtype=int64), array([95], dtype=int64), array([41], dtype=int64), array([129], dtype=int64), array([174], dtype=int64), array([270], dtype=int64), array([104], dtype=int64), array([237], dtype=int64), array([125], dtype=int64), array([168], dtype=int64), array([55], dtype=int64), array([68], dtype=int64), array([129], dtype=int64), array([177], dtype=int64)]}",narrow-puzzle,,1.1832159566199232,1.1701609351880915,8.544660805685808,7.301135638445869
3.0,,,0,8.751441597183405,[246 104  85  41 203 233 282  86],7.844660805685808,True,,50.0,1.0242,0,221,8,3.0,70,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([246], dtype=int64), array([104], dtype=int64), array([85], dtype=int64), array([41], dtype=int64), array([203], dtype=int64), array([233], dtype=int64), array([282], dtype=int64), array([86], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.205594859510126,8.544660805685808,7.908417965922883
3.0,,,0,-7.385976910516604,[ 41   0 164 164 129  88  88 121],-8.110051650250492,True,,0.0,1.0244,0,221,10,2.5,71,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([37], dtype=int64), array([88], dtype=int64), array([164], dtype=int64), array([164], dtype=int64), array([129], dtype=int64), array([88], dtype=int64), array([88], dtype=int64), array([121], dtype=int64), array([41], dtype=int64), array([0], dtype=int64)]}",narrow-puzzle,,1.4491376746189437,1.1588112116422145,-7.210051650250492,-7.332309279643416
6.0,,,0,8.754859461505678,[ 65 164 287 104 163 151  93  36],6.644660805685808,True,,50.0,1.0246,0,235,20,3.0,72,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([103], dtype=int64), array([41], dtype=int64), array([168], dtype=int64), array([73], dtype=int64), array([104], dtype=int64), array([278], dtype=int64), array([163], dtype=int64), array([257], dtype=int64), array([47], dtype=int64), array([292], dtype=int64), array([57], dtype=int64), array([204], dtype=int64), array([163], dtype=int64), array([151], dtype=int64), array([93], dtype=int64), array([36], dtype=int64), array([65], dtype=int64), array([164], dtype=int64), array([287], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.1761675093426869,8.544660805685808,6.884270386639668
3.0,,,0,8.756568393666816,[129 268  36 163 155 278  16 125],7.144660805685808,True,,50.0,1.0248,0,250,14,3.0,73,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([36], dtype=int64), array([41], dtype=int64), array([177], dtype=int64), array([163], dtype=int64), array([129], dtype=int64), array([264], dtype=int64), array([36], dtype=int64), array([125], dtype=int64), array([129], dtype=int64), array([268], dtype=int64), array([36], dtype=int64), array([163], dtype=int64), array([155], dtype=int64), array([278], dtype=int64), array([16], dtype=int64)]}",narrow-puzzle,,1.224744871391589,1.1442196946505034,8.544660805685808,7.301135638445869
0.0,,,0,-7.390302941506754,[104 231 231 163 203 164 213 203],-7.910051650250492,True,,0.0,1.025,0,251,8,2.5,74,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([104], dtype=int64), array([231], dtype=int64), array([231], dtype=int64), array([163], dtype=int64), array([203], dtype=int64), array([164], dtype=int64), array([213], dtype=int64), array([203], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.1688109804836693,-7.210051650250492,-7.30577109637227
6.0,,,0,8.75998625798909,[278 109 203 257 174  41 163 104],7.344660805685808,True,,50.0,1.0252,0,266,13,3.0,75,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([47], dtype=int64), array([213], dtype=int64), array([129], dtype=int64), array([282], dtype=int64), array([82], dtype=int64), array([41], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([278], dtype=int64), array([109], dtype=int64), array([203], dtype=int64), array([257], dtype=int64), array([174], dtype=int64)]}",narrow-puzzle,,1.2709778186044849,1.1745252472435195,8.544660805685808,7.471777571627171
6.0,,,0,8.761695190150226,[123 163 109 151 168 287 104 126],6.644660805685808,True,,50.0,1.0253999999999999,0,267,20,3.0,76,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([242], dtype=int64), array([163], dtype=int64), array([95], dtype=int64), array([47], dtype=int64), array([174], dtype=int64), array([213], dtype=int64), array([163], dtype=int64), array([231], dtype=int64), array([104], dtype=int64), array([213], dtype=int64), array([88], dtype=int64), array([163], dtype=int64), array([168], dtype=int64), array([287], dtype=int64), array([104], dtype=int64), array([126], dtype=int64), array([123], dtype=int64), array([163], dtype=int64), array([109], dtype=int64), array([151], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.1711862172126262,8.544660805685808,6.884270386639668
9.0,,,0,8.763404122311364,[213  88 167 163 104 164   8  47],7.344660805685808,True,,50.0,1.0255999999999998,0,271,13,3.0,77,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([163], dtype=int64), array([85], dtype=int64), array([41], dtype=int64), array([213], dtype=int64), array([164], dtype=int64), array([8], dtype=int64), array([47], dtype=int64), array([213], dtype=int64), array([88], dtype=int64), array([167], dtype=int64), array([163], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.2709778186044849,1.1747038610381988,8.544660805685808,7.471777571627171
0.0,,,0,8.765113054472502,[190 163  85 104 213 167  88 278],7.844660805685808,True,,50.0,1.0258,0,271,8,3.0,78,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([190], dtype=int64), array([163], dtype=int64), array([85], dtype=int64), array([104], dtype=int64), array([213], dtype=int64), array([167], dtype=int64), array([88], dtype=int64), array([278], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.178273126049243,8.544660805685808,7.908417965922883
6.0,,,0,8.766821986633639,[231 125 203 104 129  68 157 177],7.444660805685809,True,,50.0,1.026,0,273,12,3.0,79,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([81], dtype=int64), array([104], dtype=int64), array([88], dtype=int64), array([255], dtype=int64), array([129], dtype=int64), array([68], dtype=int64), array([157], dtype=int64), array([177], dtype=int64), array([231], dtype=int64), array([125], dtype=int64), array([203], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.3228756555322954,1.1757522789336181,8.544660805685808,7.557950136823856
0.0,,,0,8.768530918794776,[ 95 282  15 163 168 217 117  88],7.844660805685808,True,,50.0,1.0262,0,276,8,3.0,80,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([95], dtype=int64), array([282], dtype=int64), array([15], dtype=int64), array([163], dtype=int64), array([168], dtype=int64), array([217], dtype=int64), array([117], dtype=int64), array([88], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.1744792893410059,8.544660805685808,7.908417965922883
3.0,,,0,8.770239850955914,[ 68  41 104 203 151 129 231 164],6.7446608056858075,True,,50.0,1.0264,0,281,19,3.0,81,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([172], dtype=int64), array([104], dtype=int64), array([246], dtype=int64), array([231], dtype=int64), array([273], dtype=int64), array([33], dtype=int64), array([85], dtype=int64), array([118], dtype=int64), array([1], dtype=int64), array([90], dtype=int64), array([203], dtype=int64), array([151], dtype=int64), array([129], dtype=int64), array([231], dtype=int64), array([164], dtype=int64), array([68], dtype=int64), array([41], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.0513149660756935,1.1838502175368761,8.544660805685808,6.966546886076954
6.0,,,0,8.77194878311705,[129  85 213 110  88  68 104 261],7.444660805685809,True,,50.0,1.0266,0,284,12,3.0,82,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([125], dtype=int64), array([213], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([88], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([261], dtype=int64), array([129], dtype=int64), array([85], dtype=int64), array([213], dtype=int64), array([110], dtype=int64)]}",narrow-puzzle,,1.3228756555322954,1.1996222312603404,8.544660805685808,7.557950136823856
12.0,,,0,1.0268,[203 123 177 163 104 174 203 129],1.1102230246251565e-16,True,,10.0,1.0268,0,288,10,2.75,83,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([203], dtype=int64), array([213], dtype=int64), array([163], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([174], dtype=int64), array([203], dtype=int64), array([129], dtype=int64), array([203], dtype=int64), array([123], dtype=int64), array([177], dtype=int64)]}",narrow-puzzle,,1.4491376746189437,1.188354865689908,1.0,0.4661745741283555
6.0,,,0,8.775366647439323,[ 88  57 104 164 213 163 151 158],7.444660805685809,True,,50.0,1.027,0,300,12,3.0,84,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([41], dtype=int64), array([88], dtype=int64), array([269], dtype=int64), array([163], dtype=int64), array([213], dtype=int64), array([163], dtype=int64), array([151], dtype=int64), array([158], dtype=int64), array([88], dtype=int64), array([57], dtype=int64), array([104], dtype=int64), array([164], dtype=int64)]}",narrow-puzzle,,1.3228756555322954,1.2005320450621573,8.544660805685808,7.557950136823856
3.0,,,0,8.777075579600462,[ 74  68 104 129 126  31 125 203],7.444660805685809,True,,50.0,1.0272,0,301,12,3.0,85,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([98], dtype=int64), array([151], dtype=int64), array([47], dtype=int64), array([268], dtype=int64), array([126], dtype=int64), array([31], dtype=int64), array([125], dtype=int64), array([203], dtype=int64), array([74], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([129], dtype=int64)]}",narrow-puzzle,,1.3228756555322954,1.1895621778976857,8.544660805685808,7.557950136823856
6.0,,,0,1.0273999999999999,[109 203 203 164  68 104 213 129],-0.19999999999999996,True,,10.0,1.0273999999999999,0,302,12,2.75,86,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([246], dtype=int64), array([156], dtype=int64), array([203], dtype=int64), array([282], dtype=int64), array([90], dtype=int64), array([104], dtype=int64), array([213], dtype=int64), array([129], dtype=int64), array([109], dtype=int64), array([203], dtype=int64), array([203], dtype=int64), array([164], dtype=int64), array([68], dtype=int64)]}",narrow-puzzle,,1.3228756555322954,1.1696604921414986,1.0,0.36360574624117026
3.0,,,0,8.780493443922735,[104 213 163 151  85 110 109 168],7.744660805685808,True,,50.0,1.0275999999999998,0,302,9,3.0,87,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([164], dtype=int64), array([213], dtype=int64), array([163], dtype=int64), array([151], dtype=int64), array([85], dtype=int64), array([110], dtype=int64), array([109], dtype=int64), array([168], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.5275252316519468,1.1459627025872423,8.544660805685808,7.81992567731056
6.0,,,0,8.782202376083873,[104 151 213  76 167 164 163 168],6.844660805685808,True,,50.0,1.0278,0,324,18,3.0,88,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([168], dtype=int64), array([47], dtype=int64), array([68], dtype=int64), array([65], dtype=int64), array([88], dtype=int64), array([68], dtype=int64), array([129], dtype=int64), array([47], dtype=int64), array([203], dtype=int64), array([163], dtype=int64), array([213], dtype=int64), array([76], dtype=int64), array([167], dtype=int64), array([164], dtype=int64), array([163], dtype=int64), array([168], dtype=int64), array([104], dtype=int64), array([151], dtype=int64)]}",narrow-puzzle,,1.0801234497346435,1.1687910983904537,8.544660805685808,7.049367566205181
6.0,,,0,8.783911308245012,[ 86 282 205 164 278  90  16 213],7.144660805685808,True,,50.0,1.028,0,328,14,3.0,89,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([104], dtype=int64), array([203], dtype=int64), array([205], dtype=int64), array([129], dtype=int64), array([164], dtype=int64), array([68], dtype=int64), array([86], dtype=int64), array([213], dtype=int64), array([86], dtype=int64), array([282], dtype=int64), array([205], dtype=int64), array([164], dtype=int64), array([278], dtype=int64), array([90], dtype=int64), array([16], dtype=int64)]}",narrow-puzzle,,1.224744871391589,1.168047644975735,8.544660805685808,7.301135638445869
6.0,,,0,-7.413375106787556,[203 126 203  68 151 213 151 104],-8.210051650250492,True,,0.0,1.0282,0,328,11,2.5,90,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([104], dtype=int64), array([163], dtype=int64), array([68], dtype=int64), array([68], dtype=int64), array([151], dtype=int64), array([213], dtype=int64), array([151], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([126], dtype=int64), array([203], dtype=int64)]}",narrow-puzzle,,1.381698559415515,1.2167817404842838,-7.210051650250492,-7.345446683520029
9.0,,,0,8.787329172567285,[187 155 164 282  65  86 104 168],7.644660805685808,True,,50.0,1.0284,0,339,10,3.0,91,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([104], dtype=int64), array([199], dtype=int64), array([164], dtype=int64), array([282], dtype=int64), array([65], dtype=int64), array([86], dtype=int64), array([104], dtype=int64), array([168], dtype=int64), array([187], dtype=int64), array([155], dtype=int64)]}",narrow-puzzle,,1.4491376746189437,1.179080966408077,8.544660805685808,7.732019859052291
3.0,,,0,1.0286,[297 104 129 163 109 129  47  41],-0.7000000000000004,True,,10.0,1.0286,0,343,18,2.75,92,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([109], dtype=int64), array([86], dtype=int64), array([104], dtype=int64), array([145], dtype=int64), array([104], dtype=int64), array([123], dtype=int64), array([168], dtype=int64), array([163], dtype=int64), array([151], dtype=int64), array([278], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([109], dtype=int64), array([129], dtype=int64), array([47], dtype=int64), array([41], dtype=int64), array([297], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.0801234497346435,1.1569305456180285,1.0,0.11304791138353469
9.0,,,0,1.0288,[ 36 151 129 163 213 129 164 104],0.30000000000000004,True,,10.0,1.0288,0,344,8,2.75,93,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([36], dtype=int64), array([151], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([213], dtype=int64), array([129], dtype=int64), array([164], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.155170392541769,1.0,0.6226045161609863
6.0,,,0,1.029,[151 246 246 163 125 177 104 282],-0.19999999999999996,True,,10.0,1.029,0,345,13,2.75,94,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([163], dtype=int64), array([36], dtype=int64), array([125], dtype=int64), array([81], dtype=int64), array([163], dtype=int64), array([177], dtype=int64), array([104], dtype=int64), array([282], dtype=int64), array([151], dtype=int64), array([246], dtype=int64), array([246], dtype=int64), array([163], dtype=int64), array([125], dtype=int64)]}",narrow-puzzle,,1.2709778186044849,1.179147863682991,1.0,0.36360574624117026
3.0,,,0,8.794164901211833,[125 104 213 278 129 163  55 203],7.744660805685808,True,,50.0,1.0292,0,345,9,3.0,95,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([169], dtype=int64), array([104], dtype=int64), array([213], dtype=int64), array([278], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([55], dtype=int64), array([203], dtype=int64), array([125], dtype=int64)]}",narrow-puzzle,,1.5275252316519468,1.1588112116422145,8.544660805685808,7.81992567731056
10.0,,,0,1.0293999999999999,[104 125 282 163 177 164 109 109],-0.6000000000000003,True,,10.0,1.0293999999999999,0,349,17,2.75,96,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([285], dtype=int64), array([129], dtype=int64), array([104], dtype=int64), array([88], dtype=int64), array([226], dtype=int64), array([257], dtype=int64), array([203], dtype=int64), array([151], dtype=int64), array([205], dtype=int64), array([125], dtype=int64), array([282], dtype=int64), array([163], dtype=int64), array([177], dtype=int64), array([164], dtype=int64), array([109], dtype=int64), array([109], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.1114378604524227,1.1317549635031967,1.0,0.1624992516282605
3.0,,,0,8.797582765534107,[ 36 287  88  68 217 203 164  16],7.044660805685808,True,,50.0,1.0295999999999998,0,352,16,3.0,97,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([165], dtype=int64), array([129], dtype=int64), array([282], dtype=int64), array([104], dtype=int64), array([164], dtype=int64), array([213], dtype=int64), array([203], dtype=int64), array([36], dtype=int64), array([287], dtype=int64), array([88], dtype=int64), array([68], dtype=int64), array([217], dtype=int64), array([203], dtype=int64), array([164], dtype=int64), array([16], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.195446861279562,8.544660805685808,7.216657814787935
6.0,,,0,8.799291697695244,[203 163 109 282 123 213 104  65],6.544660805685808,True,,50.0,1.0297999999999998,0,353,21,3.0,98,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([88], dtype=int64), array([68], dtype=int64), array([203], dtype=int64), array([213], dtype=int64), array([36], dtype=int64), array([163], dtype=int64), array([41], dtype=int64), array([163], dtype=int64), array([126], dtype=int64), array([168], dtype=int64), array([55], dtype=int64), array([129], dtype=int64), array([41], dtype=int64), array([213], dtype=int64), array([104], dtype=int64), array([65], dtype=int64), array([203], dtype=int64), array([163], dtype=int64), array([109], dtype=int64), array([282], dtype=int64), array([123], dtype=int64)]}",narrow-puzzle,,1.0,1.1802882786158546,8.544660805685808,6.8025340219595805
22.0,,,0,8.801000629856382,[282 167 213 123 104 129 210 164],6.7446608056858075,True,,50.0,1.03,0,360,19,3.0,99,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([3], dtype=int64), array([104], dtype=int64), array([213], dtype=int64), array([81], dtype=int64), array([47], dtype=int64), array([104], dtype=int64), array([104], dtype=int64), array([104], dtype=int64), array([151], dtype=int64), array([89], dtype=int64), array([123], dtype=int64), array([104], dtype=int64), array([129], dtype=int64), array([210], dtype=int64), array([164], dtype=int64), array([282], dtype=int64), array([167], dtype=int64), array([213], dtype=int64)]}",narrow-puzzle,,1.0513149660756935,1.2103492451189621,8.544660805685808,6.966546886076954
9.0,,,0,1.0302,[213 164  55 203 104  55 163 282],-0.6000000000000003,True,,10.0,1.0302,0,361,17,2.75,100,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([163], dtype=int64), array([278], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([163], dtype=int64), array([55], dtype=int64), array([164], dtype=int64), array([205], dtype=int64), array([164], dtype=int64), array([55], dtype=int64), array([203], dtype=int64), array([104], dtype=int64), array([55], dtype=int64), array([163], dtype=int64), array([282], dtype=int64), array([213], dtype=int64)]}",narrow-puzzle,,1.1114378604524227,1.1770149707242192,1.0,0.1624992516282605
9.0,,,0,8.804418494178657,[ 85 266 177 246 151 257 129 163],7.544660805685808,True,,50.0,1.0304,0,369,11,3.0,101,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([20], dtype=int64), array([164], dtype=int64), array([104], dtype=int64), array([246], dtype=int64), array([151], dtype=int64), array([257], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([85], dtype=int64), array([266], dtype=int64), array([177], dtype=int64)]}",narrow-puzzle,,1.381698559415515,1.1885331929522613,8.544660805685808,7.644696128209407
0.0,,,0,8.806127426339794,[  3 164 225 163 168 177 203 125],7.844660805685808,True,,50.0,1.0306,0,369,8,3.0,102,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([3], dtype=int64), array([164], dtype=int64), array([225], dtype=int64), array([163], dtype=int64), array([168], dtype=int64), array([177], dtype=int64), array([203], dtype=int64), array([125], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.1566623215118674,8.544660805685808,7.908417965922883
3.0,,,0,8.80783635850093,[164  68 104 226 203  88  41  85],7.044660805685808,True,,50.0,1.0308,0,377,15,3.0,103,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([164], dtype=int64), array([109], dtype=int64), array([254], dtype=int64), array([85], dtype=int64), array([123], dtype=int64), array([36], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([164], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([226], dtype=int64), array([203], dtype=int64), array([88], dtype=int64), array([41], dtype=int64), array([85], dtype=int64)]}",narrow-puzzle,,1.1832159566199232,1.1696604921414988,8.544660805685808,7.216657814787935
9.0,,,0,8.809545290662067,[177 163 126 231 104  65 125 151],6.544660805685808,True,,50.0,1.031,0,381,21,3.0,104,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([31], dtype=int64), array([282], dtype=int64), array([125], dtype=int64), array([177], dtype=int64), array([129], dtype=int64), array([104], dtype=int64), array([129], dtype=int64), array([78], dtype=int64), array([231], dtype=int64), array([269], dtype=int64), array([129], dtype=int64), array([55], dtype=int64), array([41], dtype=int64), array([65], dtype=int64), array([125], dtype=int64), array([151], dtype=int64), array([177], dtype=int64), array([163], dtype=int64), array([126], dtype=int64), array([231], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.0,1.1761675093426869,8.544660805685808,6.8025340219595805
