reward_game,done_penalty,agent,piece_penalty,reward_experience_bonus,segments,rewards_sum,is_done_success,discount_reward,done_bonus,experience_bonus,counter_done_interations,counter_done_max_changes,counter_changes,entropy,counter_done,historical,representation,changes_penalty,bonus_factor,entropy_map,reward,discount_rewards
6.0,,,0,8.683084310737918,[282 164  41  68 104 246 123 129],6.644660805685808,True,,50.0,1.0162,0,88,19,3.0,30,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([282], dtype=int64), array([213], dtype=int64), array([164], dtype=int64), array([231], dtype=int64), array([109], dtype=int64), array([129], dtype=int64), array([129], dtype=int64), array([36], dtype=int64), array([264], dtype=int64), array([88], dtype=int64), array([164], dtype=int64), array([282], dtype=int64), array([104], dtype=int64), array([246], dtype=int64), array([123], dtype=int64), array([129], dtype=int64), array([282], dtype=int64), array([164], dtype=int64), array([41], dtype=int64), array([68], dtype=int64)]}",narrow-puzzle,,1.0513149660756935,1.1977091748467157,8.544660805685808,6.884270386639668
6.0,,,0,8.684793242899055,[257  85 213 205 175  65  88 200],6.644660805685808,True,,50.0,1.0164,0,96,20,3.0,31,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([104], dtype=int64), array([164], dtype=int64), array([91], dtype=int64), array([231], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([280], dtype=int64), array([242], dtype=int64), array([129], dtype=int64), array([297], dtype=int64), array([203], dtype=int64), array([104], dtype=int64), array([175], dtype=int64), array([65], dtype=int64), array([88], dtype=int64), array([200], dtype=int64), array([257], dtype=int64), array([85], dtype=int64), array([213], dtype=int64), array([205], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.2108975814027887,8.544660805685808,6.884270386639668
15.0,,,0,1.0166,[ 65  88  65  16 129 269  41 169],-0.5000000000000002,True,,10.0,1.0166,0,96,16,2.75,32,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([104], dtype=int64), array([125], dtype=int64), array([104], dtype=int64), array([65], dtype=int64), array([47], dtype=int64), array([164], dtype=int64), array([151], dtype=int64), array([269], dtype=int64), array([65], dtype=int64), array([88], dtype=int64), array([65], dtype=int64), array([16], dtype=int64), array([129], dtype=int64), array([269], dtype=int64), array([41], dtype=int64), array([169], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.179794833425655,1.0,0.21227823722729977
3.0,,,0,8.68821110722133,[268  88 125  59  86 205  41 104],7.544660805685808,True,,50.0,1.0168,0,96,11,3.0,33,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([129], dtype=int64), array([213], dtype=int64), array([169], dtype=int64), array([59], dtype=int64), array([86], dtype=int64), array([205], dtype=int64), array([41], dtype=int64), array([104], dtype=int64), array([268], dtype=int64), array([88], dtype=int64), array([125], dtype=int64)]}",narrow-puzzle,,1.381698559415515,1.155170392541769,8.544660805685808,7.644696128209407
6.0,,,0,1.017,[129 126 104 189 163 246 129 213],0.30000000000000004,True,,10.0,1.017,0,97,8,2.75,34,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([129], dtype=int64), array([126], dtype=int64), array([104], dtype=int64), array([189], dtype=int64), array([163], dtype=int64), array([246], dtype=int64), array([129], dtype=int64), array([213], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.1817334355129596,1.0,0.6226045161609863
3.0,,,0,1.0172,[ 36 155  88  55 104 163  36 164],-0.40000000000000013,True,,10.0,1.0172,0,103,15,2.75,35,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([268], dtype=int64), array([88], dtype=int64), array([268], dtype=int64), array([65], dtype=int64), array([177], dtype=int64), array([203], dtype=int64), array([104], dtype=int64), array([164], dtype=int64), array([36], dtype=int64), array([155], dtype=int64), array([88], dtype=int64), array([55], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([36], dtype=int64)]}",narrow-puzzle,,1.1832159566199232,1.169591066112043,1.0,0.26238732630550815
6.0,,,0,8.693337903704743,[213 151 164 126 104  44 278  57],7.044660805685808,True,,50.0,1.0174,0,108,15,3.0,36,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([104], dtype=int64), array([145], dtype=int64), array([125], dtype=int64), array([287], dtype=int64), array([104], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([287], dtype=int64), array([213], dtype=int64), array([151], dtype=int64), array([164], dtype=int64), array([126], dtype=int64), array([104], dtype=int64), array([44], dtype=int64), array([278], dtype=int64), array([57], dtype=int64)]}",narrow-puzzle,,1.1832159566199232,1.2069052744083901,8.544660805685808,7.216657814787935
6.0,,,0,8.69504683586588,[203  65 215 129 135 246 163 213],7.644660805685808,True,,50.0,1.0176,0,118,10,3.0,37,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([123], dtype=int64), array([163], dtype=int64), array([215], dtype=int64), array([129], dtype=int64), array([135], dtype=int64), array([246], dtype=int64), array([163], dtype=int64), array([213], dtype=int64), array([203], dtype=int64), array([65], dtype=int64)]}",narrow-puzzle,,1.4491376746189437,1.2287823540879041,8.544660805685808,7.732019859052291
6.0,,,0,8.696755768027016,[213 109 129  55 246 163 104  47],6.544660805685808,True,,50.0,1.0178,0,127,21,3.0,38,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([213], dtype=int64), array([164], dtype=int64), array([123], dtype=int64), array([163], dtype=int64), array([276], dtype=int64), array([68], dtype=int64), array([135], dtype=int64), array([177], dtype=int64), array([164], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([68], dtype=int64), array([41], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([47], dtype=int64), array([213], dtype=int64), array([109], dtype=int64), array([129], dtype=int64), array([55], dtype=int64), array([246], dtype=int64)]}",narrow-puzzle,,1.0,1.1527238124984571,8.544660805685808,6.8025340219595805
3.0,,,0,1.018,[163 104 203 129 129 213 174 151],-0.5000000000000002,True,,10.0,1.018,0,136,16,2.75,39,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([104], dtype=int64), array([68], dtype=int64), array([125], dtype=int64), array([213], dtype=int64), array([215], dtype=int64), array([88], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([129], dtype=int64), array([129], dtype=int64), array([213], dtype=int64), array([174], dtype=int64), array([151], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.1716555432992541,1.0,0.21227823722729977
9.0,,,0,8.70017363234929,[163  88 104 203 195 123 213 189],6.344660805685807,True,,50.0,1.0182,0,137,21,3.0,40,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([285], dtype=int64), array([57], dtype=int64), array([168], dtype=int64), array([104], dtype=int64), array([123], dtype=int64), array([213], dtype=int64), array([104], dtype=int64), array([125], dtype=int64), array([68], dtype=int64), array([88], dtype=int64), array([213], dtype=int64), array([88], dtype=int64), array([192], dtype=int64), array([205], dtype=int64), array([104], dtype=int64), array([189], dtype=int64), array([163], dtype=int64), array([88], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([195], dtype=int64), array([123], dtype=int64), array([213], dtype=int64)]}",narrow-puzzle,,1.0,1.2057333568376725,8.544660805685808,6.64066567376909
6.0,,,0,8.701882564510427,[ 90 123 213 164 163  47 104  88],6.444660805685808,True,,50.0,1.0184,0,139,21,3.0,41,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([57], dtype=int64), array([125], dtype=int64), array([282], dtype=int64), array([287], dtype=int64), array([244], dtype=int64), array([32], dtype=int64), array([164], dtype=int64), array([94], dtype=int64), array([41], dtype=int64), array([278], dtype=int64), array([213], dtype=int64), array([274], dtype=int64), array([104], dtype=int64), array([155], dtype=int64), array([104], dtype=int64), array([88], dtype=int64), array([90], dtype=int64), array([123], dtype=int64), array([213], dtype=int64), array([164], dtype=int64), array([163], dtype=int64), array([47], dtype=int64)]}",narrow-puzzle,,1.0,1.1663522278033867,8.544660805685808,6.721333778282979
14.0,,,0,8.703591496671564,[ 65 168  68  31  36 123 104 213],7.644660805685808,True,,50.0,1.0186,0,140,10,3.0,42,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([68], dtype=int64), array([68], dtype=int64), array([31], dtype=int64), array([36], dtype=int64), array([123], dtype=int64), array([104], dtype=int64), array([213], dtype=int64), array([65], dtype=int64), array([168], dtype=int64)]}",narrow-puzzle,,1.4491376746189437,1.2030641619091373,8.544660805685808,7.732019859052291
0.0,,,0,1.0188,[109 104 163 155 167  36  36  85],0.30000000000000004,True,,10.0,1.0188,0,144,8,2.75,43,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([109], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([155], dtype=int64), array([167], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([85], dtype=int64)]}",narrow-puzzle,,1.620185174601965,1.1919809279569256,1.0,0.6226045161609863
6.0,,,0,8.707009360993839,[195 129  44  47 104  57 155 174],6.944660805685808,True,,50.0,1.019,0,145,17,3.0,44,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([126], dtype=int64), array([57], dtype=int64), array([226], dtype=int64), array([129], dtype=int64), array([164], dtype=int64), array([164], dtype=int64), array([210], dtype=int64), array([151], dtype=int64), array([68], dtype=int64), array([129], dtype=int64), array([44], dtype=int64), array([47], dtype=int64), array([104], dtype=int64), array([57], dtype=int64), array([155], dtype=int64), array([174], dtype=int64), array([195], dtype=int64)]}",narrow-puzzle,,1.1114378604524227,1.1993935491319239,8.544660805685808,7.132736505407453
3.0,,,0,8.708718293154977,[164 129 157 110 163 126 104  41],6.444660805685808,True,,50.0,1.0192,0,146,21,3.0,45,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([110], dtype=int64), array([36], dtype=int64), array([55], dtype=int64), array([164], dtype=int64), array([57], dtype=int64), array([47], dtype=int64), array([129], dtype=int64), array([278], dtype=int64), array([177], dtype=int64), array([287], dtype=int64), array([41], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([104], dtype=int64), array([41], dtype=int64), array([164], dtype=int64), array([129], dtype=int64), array([157], dtype=int64), array([110], dtype=int64), array([163], dtype=int64), array([126], dtype=int64)]}",narrow-puzzle,,1.0,1.1527947288765719,8.544660805685808,6.721333778282979
6.0,,,0,1.0194,[ 47 125 104 163 125 164  41 109],0.10000000000000009,True,,10.0,1.0194,0,148,10,2.75,46,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([213], dtype=int64), array([287], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([125], dtype=int64), array([164], dtype=int64), array([41], dtype=int64), array([109], dtype=int64), array([47], dtype=int64), array([125], dtype=int64)]}",narrow-puzzle,,1.4491376746189437,1.1172820498717564,1.0,0.5179717490315061
3.0,,,0,8.71213615747725,[178  86 125 246 268 104  41 129],7.244660805685808,True,,50.0,1.0196,0,153,14,3.0,47,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([110], dtype=int64), array([231], dtype=int64), array([163], dtype=int64), array([129], dtype=int64), array([164], dtype=int64), array([126], dtype=int64), array([41], dtype=int64), array([129], dtype=int64), array([178], dtype=int64), array([86], dtype=int64), array([125], dtype=int64), array([246], dtype=int64), array([268], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.224744871391589,1.1516475898421932,8.544660805685808,7.386174153751964
3.0,,,0,8.713845089638388,[155 163 110 126 104 203 257 129],6.544660805685808,True,,50.0,1.0198,0,154,20,3.0,48,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([85], dtype=int64), array([287], dtype=int64), array([129], dtype=int64), array([189], dtype=int64), array([36], dtype=int64), array([287], dtype=int64), array([165], dtype=int64), array([90], dtype=int64), array([85], dtype=int64), array([226], dtype=int64), array([163], dtype=int64), array([24], dtype=int64), array([65], dtype=int64), array([203], dtype=int64), array([257], dtype=int64), array([129], dtype=int64), array([155], dtype=int64), array([163], dtype=int64), array([110], dtype=int64), array([126], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.1657802245892184,8.544660805685808,6.8025340219595805
3.0,,,0,8.715554021799525,[ 41  68  85 164 239 282 203  88],6.644660805685808,True,,50.0,1.02,0,154,20,3.0,49,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([123], dtype=int64), array([104], dtype=int64), array([195], dtype=int64), array([123], dtype=int64), array([129], dtype=int64), array([72], dtype=int64), array([104], dtype=int64), array([41], dtype=int64), array([36], dtype=int64), array([36], dtype=int64), array([213], dtype=int64), array([192], dtype=int64), array([239], dtype=int64), array([282], dtype=int64), array([203], dtype=int64), array([88], dtype=int64), array([41], dtype=int64), array([68], dtype=int64), array([85], dtype=int64), array([164], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.1768966896355297,8.544660805685808,6.884270386639668
3.0,,,0,8.717262953960661,[164 203 125  65 278  68 213 239],7.044660805685808,True,,50.0,1.0202,0,156,16,3.0,50,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([174], dtype=int64), array([268], dtype=int64), array([85], dtype=int64), array([0], dtype=int64), array([126], dtype=int64), array([151], dtype=int64), array([68], dtype=int64), array([126], dtype=int64), array([164], dtype=int64), array([203], dtype=int64), array([125], dtype=int64), array([65], dtype=int64), array([278], dtype=int64), array([68], dtype=int64), array([213], dtype=int64), array([239], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.1611353241703712,8.544660805685808,7.216657814787935
3.0,,,0,8.718971886121798,[179  41  68 104 164 244 168 282],6.444660805685808,True,,50.0,1.0204,0,157,20,3.0,51,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([287], dtype=int64), array([297], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([68], dtype=int64), array([129], dtype=int64), array([278], dtype=int64), array([104], dtype=int64), array([287], dtype=int64), array([255], dtype=int64), array([68], dtype=int64), array([168], dtype=int64), array([169], dtype=int64), array([104], dtype=int64), array([168], dtype=int64), array([282], dtype=int64), array([179], dtype=int64), array([41], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([164], dtype=int64), array([244], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.168392909339239,8.544660805685808,6.721333778282979
4.0,,,0,8.720680818282936,[ 73  55 151 164 282 213 278 163],6.544660805685808,True,,50.0,1.0206,0,157,20,3.0,52,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([174], dtype=int64), array([104], dtype=int64), array([177], dtype=int64), array([126], dtype=int64), array([166], dtype=int64), array([163], dtype=int64), array([145], dtype=int64), array([125], dtype=int64), array([65], dtype=int64), array([177], dtype=int64), array([287], dtype=int64), array([164], dtype=int64), array([151], dtype=int64), array([213], dtype=int64), array([278], dtype=int64), array([163], dtype=int64), array([73], dtype=int64), array([55], dtype=int64), array([151], dtype=int64), array([164], dtype=int64), array([282], dtype=int64)]}",narrow-puzzle,,1.0246950765959597,1.1808756296280902,8.544660805685808,6.8025340219595805
3.0,,,0,8.722389750444073,[163  85 213  31 168 123 151 104],7.044660805685808,True,,50.0,1.0208,0,159,16,3.0,53,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([249], dtype=int64), array([164], dtype=int64), array([104], dtype=int64), array([282], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([151], dtype=int64), array([163], dtype=int64), array([85], dtype=int64), array([213], dtype=int64), array([31], dtype=int64), array([168], dtype=int64), array([123], dtype=int64), array([151], dtype=int64), array([104], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.183746856734522,8.544660805685808,7.216657814787935
6.0,,,0,8.72409868260521,[287 231 164 271  68  36 241 145],6.7446608056858075,True,,50.0,1.021,0,160,19,3.0,54,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([164], dtype=int64), array([88], dtype=int64), array([174], dtype=int64), array([164], dtype=int64), array([203], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([65], dtype=int64), array([129], dtype=int64), array([259], dtype=int64), array([68], dtype=int64), array([271], dtype=int64), array([68], dtype=int64), array([36], dtype=int64), array([241], dtype=int64), array([145], dtype=int64), array([287], dtype=int64), array([231], dtype=int64), array([164], dtype=int64)]}",narrow-puzzle,,1.0513149660756935,1.1824334988257355,8.544660805685808,6.966546886076954
6.0,,,0,8.725807614766346,[ 41 129  88 126  17 104 203 163],6.944660805685808,True,,50.0,1.0211999999999999,0,162,17,3.0,55,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([88], dtype=int64), array([205], dtype=int64), array([164], dtype=int64), array([91], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([163], dtype=int64), array([36], dtype=int64), array([129], dtype=int64), array([129], dtype=int64), array([88], dtype=int64), array([126], dtype=int64), array([17], dtype=int64), array([104], dtype=int64), array([203], dtype=int64), array([163], dtype=int64), array([41], dtype=int64)]}",narrow-puzzle,,1.1114378604524227,1.1870150532643644,8.544660805685808,7.132736505407453
10.0,,,0,8.727516546927486,[213 129 104 174  98  90 163 125],6.944660805685808,True,,50.0,1.0214,0,162,16,3.0,56,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([163], dtype=int64), array([123], dtype=int64), array([189], dtype=int64), array([223], dtype=int64), array([86], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([123], dtype=int64), array([278], dtype=int64), array([129], dtype=int64), array([104], dtype=int64), array([174], dtype=int64), array([98], dtype=int64), array([90], dtype=int64), array([163], dtype=int64), array([125], dtype=int64), array([213], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.1687788884899017,8.544660805685808,7.132736505407453
6.0,,,0,1.0216,[ 65 129  47 129  41 104  68 126],0.20000000000000007,True,,10.0,1.0216,0,167,9,2.75,57,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([177], dtype=int64), array([129], dtype=int64), array([47], dtype=int64), array([129], dtype=int64), array([41], dtype=int64), array([104], dtype=int64), array([68], dtype=int64), array([126], dtype=int64), array([65], dtype=int64)]}",narrow-puzzle,,1.5275252316519468,1.1794555017700428,1.0,0.5701141964438902
3.0,,,0,8.730934411249759,[109 104  81  35  90 129 269  36],7.744660805685808,True,,50.0,1.0218,0,167,9,3.0,58,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([104], dtype=int64), array([104], dtype=int64), array([81], dtype=int64), array([35], dtype=int64), array([90], dtype=int64), array([129], dtype=int64), array([269], dtype=int64), array([36], dtype=int64), array([109], dtype=int64)]}",narrow-puzzle,,1.5275252316519468,1.1551907651199065,8.544660805685808,7.81992567731056
3.0,,,0,8.732643343410896,[195 125  81  88 114 163 129 211],7.044660805685808,True,,50.0,1.022,0,167,16,3.0,59,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([164], dtype=int64), array([104], dtype=int64), array([185], dtype=int64), array([125], dtype=int64), array([163], dtype=int64), array([213], dtype=int64), array([94], dtype=int64), array([151], dtype=int64), array([195], dtype=int64), array([125], dtype=int64), array([81], dtype=int64), array([88], dtype=int64), array([114], dtype=int64), array([163], dtype=int64), array([129], dtype=int64), array([211], dtype=int64)]}",narrow-puzzle,,1.1456439237389602,1.1461136884344283,8.544660805685808,7.216657814787935
3.0,,,0,1.0222,[151  88 240 169 164 213  88 199],-0.8000000000000005,True,,10.0,1.0222,0,169,18,2.75,60,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([104], dtype=int64), array([246], dtype=int64), array([36], dtype=int64), array([163], dtype=int64), array([164], dtype=int64), array([145], dtype=int64), array([257], dtype=int64), array([47], dtype=int64), array([164], dtype=int64), array([177], dtype=int64), array([282], dtype=int64), array([169], dtype=int64), array([164], dtype=int64), array([213], dtype=int64), array([88], dtype=int64), array([199], dtype=int64), array([151], dtype=int64), array([88], dtype=int64), array([240], dtype=int64)]}",narrow-puzzle,,1.0801234497346435,1.1900341225993532,1.0,0.06392177793971517
6.0,,,0,1.0224,[ 65 109 163 129  85  65 291 104],-0.40000000000000013,True,,10.0,1.0224,0,174,14,2.75,61,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([81], dtype=int64), array([104], dtype=int64), array([16], dtype=int64), array([41], dtype=int64), array([163], dtype=int64), array([65], dtype=int64), array([174], dtype=int64), array([104], dtype=int64), array([65], dtype=int64), array([109], dtype=int64), array([163], dtype=int64), array([129], dtype=int64), array([85], dtype=int64), array([65], dtype=int64), array([291], dtype=int64)]}",narrow-puzzle,,1.224744871391589,1.1611462715435734,1.0,0.26238732630550815
6.0,,,0,8.737770139894307,[268  88 123 104 231 285 177 163],7.744660805685808,True,,50.0,1.0226,0,176,9,3.0,62,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([41], dtype=int64), array([88], dtype=int64), array([123], dtype=int64), array([104], dtype=int64), array([231], dtype=int64), array([285], dtype=int64), array([177], dtype=int64), array([163], dtype=int64), array([268], dtype=int64)]}",narrow-puzzle,,1.5275252316519468,1.1694636522847632,8.544660805685808,7.81992567731056
6.0,,,0,8.739479072055444,[163 104 177 164 231 268 109 282],7.144660805685808,True,,50.0,1.0228,0,178,15,3.0,63,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([151], dtype=int64), array([126], dtype=int64), array([68], dtype=int64), array([104], dtype=int64), array([129], dtype=int64), array([163], dtype=int64), array([163], dtype=int64), array([282], dtype=int64), array([163], dtype=int64), array([104], dtype=int64), array([177], dtype=int64), array([164], dtype=int64), array([231], dtype=int64), array([268], dtype=int64), array([109], dtype=int64)]}",narrow-puzzle,,1.1832159566199232,1.149361669792371,8.544660805685808,7.301135638445869
6.0,,,0,8.74118800421658,[125 104 163 164  55 231  41  88],7.244660805685808,True,,50.0,1.023,0,189,14,3.0,64,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([36], dtype=int64), array([88], dtype=int64), array([37], dtype=int64), array([125], dtype=int64), array([129], dtype=int64), array([177], dtype=int64), array([41], dtype=int64), array([88], dtype=int64), array([125], dtype=int64), array([104], dtype=int64), array([163], dtype=int64), array([164], dtype=int64), array([55], dtype=int64), array([231], dtype=int64)]}",narrow-puzzle,,1.224744871391589,1.151708272107596,8.544660805685808,7.386174153751964
6.0,,,0,8.742896936377718,[163 213  47  88 195  65  82 125],6.644660805685808,True,,50.0,1.0231999999999999,0,192,19,3.0,65,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([268], dtype=int64), array([104], dtype=int64), array([81], dtype=int64), array([189], dtype=int64), array([205], dtype=int64), array([109], dtype=int64), array([88], dtype=int64), array([203], dtype=int64), array([104], dtype=int64), array([104], dtype=int64), array([126], dtype=int64), array([68], dtype=int64), array([195], dtype=int64), array([65], dtype=int64), array([82], dtype=int64), array([125], dtype=int64), array([163], dtype=int64), array([213], dtype=int64), array([47], dtype=int64), array([88], dtype=int64)]}",narrow-puzzle,,1.0513149660756935,1.157734424200793,8.544660805685808,6.884270386639668
