Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"8,00$-$8,00$-$0,04","14,59$-$12,00$-$7,66","33,02$-$32,00$-$15,50","30,37$-$28,00$-$15,52",S
"8,39$-$8,00$-$1,32","15,18$-$12,00$-$8,13","33,04$-$32,00$-$15,37","28,29$-$25,00$-$14,96",H
"19,38$-$16,00$-$11,93","23,03$-$19,00$-$13,55","31,30$-$31,00$-$15,76","32,72$-$32,00$-$15,98",HQ
"13,86$-$11,00$-$8,04","33,04$-$31,00$-$15,12","31,82$-$31,00$-$15,93","33,11$-$32,00$-$15,80",HQEX
