Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
8.0,12.0,32.0,28.0,S
8.0,12.0,32.0,25.0,H
16.0,19.0,31.0,32.0,HQ
11.0,31.0,31.0,32.0,HQEX
