Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
17.0,12.0,180.0,65.0,S
17.0,27.0,182.0,85.0,H
20.0,26.0,156.0,90.0,HQ
17.0,28.0,140.0,83.5,HQEX
