Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"0,00(0,10)$-$2,75(0,40)","1,06(0,60)$-$3,00(2,30)","2,16(0,27)$-$3,00(61,33)","1,55(0,22)$-$3,00(39,29)",S
"1,50(0,10)$-$3,00(17,30)","1,55(0,20)$-$3,00(15,52)","2,16(0,34)$-$3,00(52,40)","1,55(0,72)$-$3,00(9,93)",H
"1,55(0,10)$-$3,00(36,14)","1,55(0,11)$-$3,00(37,83)","2,41(0,51)$-$3,00(73,86)","2,00(0,73)$-$3,00(57,38)",HQ
"1,75(0,30)$-$3,00(27,03)","2,41(1,08)$-$3,00(52,15)","2,75(11,35)$-$3,00(88,65)","2,75(21,99)$-$3,00(78,01)",HQEX
