Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1,20","0,00","0,00","0,00",S
"0,00","0,00","0,00","0,00",H
"0,00","0,00","0,00","0,00",HQ
"0,00","0,00","0,00","0,00",HQEX
