Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1000$-$8,00$-$0,04","999$-$14,59$-$7,66","375$-$33,02$-$15,50","448$-$30,37$-$15,52",S
"1000$-$8,39$-$1,32","999$-$15,18$-$8,13","292$-$33,04$-$15,37","695$-$28,29$-$14,96",H
"974$-$19,38$-$11,93","941$-$23,03$-$13,55","394$-$31,30$-$15,76","413$-$32,72$-$15,98",HQ
"999$-$13,86$-$8,04","186$-$33,04$-$15,12","229$-$31,82$-$15,93","191$-$33,11$-$15,80",HQEX
