#{"t_start": 1682730700.0103374, "env_id": null}
r,l,t
1.3,18,1.412882
1.4,17,2.659464
-2.25,51,5.963704
0.7,14,7.040752
-2.5,46,10.009226
-0.5,36,12.392771
-0.15,30,14.466767
1.605639,9,15.267764
-0.25,31,17.358133
-0.394361,29,19.351725
-0.75,36,21.838693
-6.594361,91,27.672279
0.805639,17,28.93727
-5.65,85,34.377218
-0.494361,30,36.463771
-1.15,40,39.113616
-1.3,34,41.36539
-8.8,114,48.527309
0.705639,18,49.82823
-2.644361,49,52.994201
2.1,10,53.834123
1.85,10,54.67157
1.75,11,55.560057
-10.5,126,63.451683
0.55,23,65.063098
-5.55,84,70.4016
-4.45,73,75.057508
-1.394361,39,77.656926
-3.4,65,81.927665
-1.594361,41,84.609511
0.2,19,86.008351
-0.85,37,88.48556
-18.0,180,99.398979
-2.3,44,102.343195
-4.05,69,106.791201
-5.6,82,112.070731
1.85,10,112.908046
1.605639,9,113.693036
-1.894361,44,116.591134
0.105639,24,118.280993
-5.1,82,123.47371
-0.7,28,125.375134
-6.3,84,130.645292
-1.294361,38,133.139302
1.55,13,134.175864
-4.194361,67,138.592822
-0.794361,33,140.872827
0.85,20,142.346322
2.05,8,143.108555
-1.3,44,145.99941
1.85,10,146.816457
-3.15,60,150.694316
-1.85,47,153.752691
-4.6,67,158.019085
-0.15,30,160.090268
0.305639,22,161.630304
-4.644361,69,166.040882
-1.994361,45,168.951395
-1.85,47,172.067988
-3.7,63,176.148931
-2.0,46,179.208416
0.005639,25,180.958797
-0.694361,32,183.12005
-15.7,178,194.097373
-2.2,53,197.514849
0.85,20,198.942162
-14.0,161,208.964199
-1.894361,44,211.850417
-0.5,26,213.702934
-0.2,23,215.349945
-5.1,72,219.975266
-18.0,180,230.929457
-3.15,60,234.830111
-5.15,80,239.946935
-2.5,56,243.53396
-6.244361,85,248.933561
-3.6,67,253.227512
1.305639,12,254.21489
-3.794361,63,258.300633
-18.0,180,269.404963
-18.0,180,280.457854
-1.994361,45,283.463264
-4.8,74,288.175842
-2.75,56,291.817873
-1.65,45,294.82187
-2.8,49,297.961713
0.8,13,298.981972
2.0,11,299.882656
-3.0,61,303.773916
1.8,13,304.802695
1.205639,13,305.851172
-2.45,53,309.254119
-11.25,141,318.118589
-1.65,45,321.123668
2.3,8,321.85675
0.5,21,323.357297
-10.2,128,331.357142
-0.75,36,333.757495
1.6,15,334.925097
-18.0,180,345.888822
0.45,24,347.638241
1.75,11,348.546631
-5.594361,81,353.643812
