segments,segments
0,7
1,1
2,1
3,3
4,1
5,5
6,10
7,10
9,4
10,23
12,2
13,4
14,3
15,11
17,8
19,6
24,1
26,5
27,4
29,13
30,12
31,100
32,10
33,6
35,2
36,3
37,1
38,12
40,84
41,2
42,113
47,3
48,6
49,16
50,4
51,1
52,26
53,1
57,61
58,16
60,2
62,10
64,5
65,1
68,4
69,26
70,10
71,3
72,1
73,1
74,22
75,1
76,12
79,1
80,1
82,2
84,10
85,512
87,14
88,2
89,1
90,1
92,2
93,2
94,2
95,7
97,237
98,16
99,5
101,3
102,14
106,1
107,1
108,9
109,9
111,2
114,2
115,1
116,4
117,2
118,2
119,4
120,1
121,20
123,202
124,21
125,19
126,41
128,10
129,1
130,20
132,5
133,2
134,1
136,1
137,2
138,4
140,1
141,1
142,1
143,2
145,6
146,3
147,3
149,1
150,1
151,8
153,2
154,4
155,8
156,1
158,11
159,2
161,1
164,8
165,1
166,3
167,8
168,1
169,26
170,283
172,93
173,6
174,50
175,1
176,2
178,1
179,10
180,11
181,2
182,6
183,50
184,1
187,17
188,399
190,126
191,2
192,3
193,28
194,4
195,58
196,14
198,1
199,58
201,18
202,7
203,26
204,15
205,16
206,19
209,1
210,3
211,3
214,4
215,2
217,20
218,3
219,2
220,1
222,2
225,14
226,6
227,10
228,10
229,1
230,22
232,2
233,7
234,8
235,3
236,16
237,2
238,1
239,2
240,37
242,1
246,22
248,1
250,2
252,15
254,4
255,2
256,6
257,10
258,1
259,37
260,1
261,23
262,2
263,2
266,2
268,5
269,6
272,3
273,2
274,25
275,10
276,2
277,4
278,10
280,1
281,5
282,3
283,1
284,2
286,1
287,3
289,6
292,4
294,1
295,2
296,1
297,4
