#{"t_start": 1668819346.0785663, "env_id": null}
r,l,t
-2.8,59,2.994173
-6.3,63,5.990894
-6.1,61,8.968059
-6.3,63,12.194412
1.1,20,13.358614
-6.3,63,16.572204
1.1,20,17.807318
-6.3,63,20.854767
-6.4,64,23.780911
-6.1,61,26.695112
-6.4,64,30.07562
-6.4,64,33.555609
-1.4,45,35.939881
-6.2,62,39.173085
-6.4,64,42.442635
-6.2,62,45.521162
-6.2,62,48.536116
-6.3,63,51.424478
-6.6,66,54.467329
-6.1,61,57.286371
-6.2,62,60.304499
-0.5,36,62.710753
-6.7,67,66.29223
1.1,20,67.47081
-0.6,37,69.393361
-6.2,62,72.288592
-3.0,61,75.170796
-6.4,64,78.158252
2.3,8,78.78977
-2.9,60,81.753672
0.4,27,83.212768
-6.3,63,86.196631
-1.4,45,88.449254
-6.1,61,91.282327
-6.2,62,94.182068
-6.4,64,97.110928
-0.9,40,99.105665
-1.0,41,101.183191
-1.6,47,103.521289
-6.1,61,106.313209
1.9,12,107.094405
-1.3,44,109.249715
-6.5,65,112.331892
-6.3,63,115.223513
-6.2,62,118.169328
0.5,26,119.67102
-2.5,56,122.413569
-6.1,61,125.373178
-6.3,63,128.919131
-1.0,41,131.219999
-6.2,62,134.200219
-1.9,50,136.969493
-6.2,62,140.168332
-6.1,61,143.022329
-1.8,49,145.379066
-6.3,63,148.303934
-1.7,48,150.975095
-6.4,64,154.088739
-1.4,45,156.442585
-2.5,56,159.389904
-6.2,62,162.430854
-6.1,61,165.452367
-6.3,63,168.290516
-0.2,33,169.991392
-6.2,62,172.869741
-6.1,61,176.57873
-0.2,33,178.385979
-6.2,62,181.558842
-6.1,61,185.048487
-6.2,62,188.21691
-6.4,64,191.470781
-6.2,62,194.506083
-6.1,61,197.606291
-2.9,60,200.872531
-6.2,62,204.346361
-6.1,61,207.299505
-6.2,62,210.505919
-6.1,61,213.490454
-6.3,63,216.438305
-6.1,61,219.286334
-1.8,49,221.722866
-6.2,62,224.744873
-6.2,62,227.575226
-6.2,62,230.431091
-2.0,51,232.966542
1.0,21,234.178103
-6.2,62,237.01784
1.6,15,237.910537
-6.3,63,240.794754
-6.1,61,243.620769
-6.1,61,246.453779
-6.2,62,249.270476
-6.2,62,252.10826
-6.2,62,255.003793
-6.1,61,257.81345
-6.3,63,260.69804
-6.4,64,263.589565
-1.3,44,265.730428
-6.2,62,268.595558
-0.0,31,270.201865
-6.1,61,273.028456
-0.6,37,274.890473
-6.1,61,277.690336
-6.1,61,280.491193
0.7,24,281.795545
-6.1,61,284.574239
-6.1,61,287.395264
-6.2,62,290.270384
1.4,17,291.273232
-2.0,51,293.755624
1.8,13,294.579631
