segments,segments
0,32
1,49
2,33
3,33
4,28
5,16
6,5
7,53
8,4
9,68
10,6
11,12
12,100
14,29
15,64
16,8
17,15
18,6
19,17
21,10
22,10
24,2
25,11
26,27
27,45
28,80
29,11
30,10
32,2
33,33
34,30
35,61
36,93
37,22
38,33
39,1
40,17
41,53
42,5
43,19
44,5
45,14
46,19
47,44
48,9
49,10
50,1
51,24
52,1
53,1
54,14
55,9
56,2
57,27
59,4
60,6
61,3
62,20
63,14
64,5
65,2
66,1
67,31
68,5
69,5
71,3
73,23
74,12
75,1
76,10
77,6
78,4
