historical,done_penalty,bonus_factor,counter_done_max_changes,segments,rewards_sum,entropy_map,reward_game,agent,entropy,reward,is_done_success,changes_penalty,representation,counter_done_interations,discount_reward,done_bonus,reward_experience_bonus,discount_rewards,piece_penalty,experience_bonus,counter_changes,counter_done
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([4], dtype=int64), array([4], dtype=int64), array([54], dtype=int64), array([5], dtype=int64), array([34], dtype=int64), array([60], dtype=int64), array([14], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([12], dtype=int64), array([14], dtype=int64), array([15], dtype=int64), array([28], dtype=int64), array([75], dtype=int64), array([34], dtype=int64), array([17], dtype=int64), array([35], dtype=int64)]}",,1.1114378604524227,0,[35 12 14 15 28 75 34 17],6.944660805685808,1.0432400081016662,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.631816345903804,7.132736505407453,0,1.0102,17,0
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([44], dtype=int64), array([64], dtype=int64), array([35], dtype=int64), array([12], dtype=int64), array([67], dtype=int64), array([75], dtype=int64), array([68], dtype=int64), array([34], dtype=int64), array([75], dtype=int64), array([51], dtype=int64), array([28], dtype=int64), array([58], dtype=int64), array([35], dtype=int64), array([26], dtype=int64), array([47], dtype=int64), array([4], dtype=int64), array([35], dtype=int64), array([51], dtype=int64), array([15], dtype=int64), array([26], dtype=int64), array([3], dtype=int64), array([52], dtype=int64)]}",,1.0,1,[35 51 15 26  3 52 47  4],6.444660805685808,1.0379666885986893,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.63352527806494,6.721333778282979,0,1.0104,21,1
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([15], dtype=int64), array([35], dtype=int64), array([28], dtype=int64), array([54], dtype=int64), array([12], dtype=int64), array([66], dtype=int64), array([4], dtype=int64), array([35], dtype=int64)]}",,1.620185174601965,3,[15 35 28 54 12 66  4 35],0.30000000000000004,1.0424033449693637,0.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0106,0.6226045161609863,0,1.0106,8,2
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([14], dtype=int64), array([40], dtype=int64), array([69], dtype=int64), array([38], dtype=int64), array([27], dtype=int64), array([26], dtype=int64), array([28], dtype=int64), array([54], dtype=int64), array([26], dtype=int64), array([35], dtype=int64), array([28], dtype=int64), array([47], dtype=int64), array([14], dtype=int64), array([15], dtype=int64), array([14], dtype=int64), array([12], dtype=int64), array([60], dtype=int64)]}",,1.1114378604524227,6,[60 35 28 47 14 15 14 12],-0.6000000000000003,1.0311971924185719,9.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0108,0.1624992516282605,0,1.0108,17,3
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([12], dtype=int64), array([3], dtype=int64), array([17], dtype=int64), array([26], dtype=int64), array([12], dtype=int64), array([27], dtype=int64), array([78], dtype=int64), array([34], dtype=int64), array([0], dtype=int64), array([69], dtype=int64), array([60], dtype=int64), array([9], dtype=int64), array([4], dtype=int64), array([44], dtype=int64), array([28], dtype=int64)]}",,1.1832159566199232,11,[ 0 69 60  9  4 44 28 34],7.144660805685808,1.0392241552719612,10.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.638652074548352,7.301135638445869,0,1.011,15,4
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([0], dtype=int64), array([14], dtype=int64), array([26], dtype=int64), array([0], dtype=int64), array([35], dtype=int64), array([35], dtype=int64), array([76], dtype=int64), array([75], dtype=int64)]}",,1.620185174601965,11,[ 0 14 26  0 35 35 76 75],-7.910051650250492,1.040682514260047,0.0,,2.5,-7.210051650250492,True,,narrow-puzzle,0,,0.0,-7.290804228733298,-7.30577109637227,0,1.0112,8,5
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([75], dtype=int64), array([27], dtype=int64), array([28], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([47], dtype=int64), array([4], dtype=int64), array([16], dtype=int64), array([6], dtype=int64), array([29], dtype=int64), array([3], dtype=int64)]}",,1.381698559415515,11,[ 6 29  3 34 34 47  4 16],1.1102230246251565e-16,1.0251819868803838,6.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0114,0.4661745741283555,0,1.0114,11,6
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([28], dtype=int64), array([33], dtype=int64), array([76], dtype=int64), array([34], dtype=int64), array([28], dtype=int64), array([9], dtype=int64), array([65], dtype=int64), array([45], dtype=int64), array([47], dtype=int64), array([14], dtype=int64), array([36], dtype=int64), array([26], dtype=int64), array([34], dtype=int64), array([16], dtype=int64), array([76], dtype=int64), array([12], dtype=int64)]}",,1.1456439237389602,12,[47 14 36 26 34 16 76 12],7.044660805685808,1.0430541110796498,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.643778871031763,7.216657814787935,0,1.0116,16,7
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([26], dtype=int64), array([14], dtype=int64), array([60], dtype=int64), array([28], dtype=int64), array([49], dtype=int64), array([44], dtype=int64), array([0], dtype=int64), array([34], dtype=int64), array([14], dtype=int64), array([52], dtype=int64), array([28], dtype=int64), array([49], dtype=int64), array([14], dtype=int64)]}",,1.2709778186044849,15,[14 52 28 49 14 44  0 34],-0.19999999999999996,1.0396121134385912,4.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0118,0.36360574624117026,0,1.0118,13,8
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([75], dtype=int64), array([66], dtype=int64), array([14], dtype=int64), array([28], dtype=int64), array([51], dtype=int64), array([14], dtype=int64), array([9], dtype=int64), array([0], dtype=int64), array([1], dtype=int64)]}",,1.5275252316519468,16,[ 1 66 14 28 51 14  9  0],0.20000000000000007,1.041318296917377,4.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.012,0.5701141964438902,0,1.012,9,9
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([26], dtype=int64), array([51], dtype=int64), array([17], dtype=int64), array([35], dtype=int64), array([12], dtype=int64), array([28], dtype=int64), array([75], dtype=int64), array([12], dtype=int64), array([54], dtype=int64), array([4], dtype=int64), array([26], dtype=int64), array([36], dtype=int64), array([4], dtype=int64), array([76], dtype=int64), array([12], dtype=int64), array([27], dtype=int64), array([12], dtype=int64), array([15], dtype=int64), array([35], dtype=int64)]}",,1.0513149660756935,22,[12 15 35 36  4 76 12 27],-0.8000000000000005,1.0315682375829751,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0122,0.06392177793971517,0,1.0122,19,10
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([0], dtype=int64), array([75], dtype=int64), array([12], dtype=int64), array([51], dtype=int64), array([12], dtype=int64), array([12], dtype=int64), array([75], dtype=int64), array([36], dtype=int64), array([15], dtype=int64), array([14], dtype=int64), array([27], dtype=int64)]}",,1.381698559415515,24,[15 14 27 51 12 12 75 36],1.1102230246251565e-16,1.0441073152887042,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0124,0.4661745741283555,0,1.0124,11,11
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([34], dtype=int64), array([9], dtype=int64), array([4], dtype=int64), array([76], dtype=int64), array([26], dtype=int64), array([3], dtype=int64), array([15], dtype=int64), array([61], dtype=int64), array([41], dtype=int64)]}",,1.5275252316519468,25,[41  9  4 76 26  3 15 61],7.744660805685808,1.0403412849894935,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.65232353183745,7.81992567731056,0,1.0126,9,12
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([51], dtype=int64), array([46], dtype=int64), array([9], dtype=int64), array([26], dtype=int64), array([35], dtype=int64), array([12], dtype=int64), array([4], dtype=int64), array([14], dtype=int64), array([26], dtype=int64), array([12], dtype=int64), array([3], dtype=int64), array([14], dtype=int64), array([28], dtype=int64), array([41], dtype=int64), array([76], dtype=int64), array([35], dtype=int64), array([0], dtype=int64)]}",,1.1114378604524227,29,[ 0 12  3 14 28 41 76 35],6.944660805685808,1.0297123727433781,6.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.654032463998586,7.132736505407453,0,1.0128,17,13
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([69], dtype=int64), array([12], dtype=int64), array([14], dtype=int64), array([47], dtype=int64), array([34], dtype=int64), array([26], dtype=int64), array([14], dtype=int64), array([16], dtype=int64), array([1], dtype=int64), array([9], dtype=int64), array([47], dtype=int64), array([51], dtype=int64), array([76], dtype=int64), array([4], dtype=int64), array([15], dtype=int64), array([1], dtype=int64), array([28], dtype=int64)]}",,1.1114378604524227,31,[28  9 47 51 76  4 15  1],6.944660805685808,1.0424033449693637,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.655741396159723,7.132736505407453,0,1.013,17,14
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([28], dtype=int64), array([69], dtype=int64), array([66], dtype=int64), array([35], dtype=int64), array([28], dtype=int64), array([15], dtype=int64), array([27], dtype=int64), array([15], dtype=int64), array([9], dtype=int64), array([42], dtype=int64), array([75], dtype=int64), array([69], dtype=int64), array([34], dtype=int64)]}",,1.2709778186044849,34,[ 9 42 75 69 34 15 27 15],-0.19999999999999996,1.041318296917377,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0132,0.36360574624117026,0,1.0132,13,15
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([35], dtype=int64), array([28], dtype=int64), array([51], dtype=int64), array([48], dtype=int64), array([33], dtype=int64), array([22], dtype=int64), array([0], dtype=int64), array([0], dtype=int64), array([64], dtype=int64), array([35], dtype=int64), array([29], dtype=int64), array([14], dtype=int64), array([34], dtype=int64), array([35], dtype=int64), array([4], dtype=int64), array([34], dtype=int64), array([76], dtype=int64), array([41], dtype=int64)]}",,1.0801234497346435,34,[76 41 29 14 34 35  4 34],-0.7000000000000004,1.027947818739554,5.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0134,0.11304791138353469,0,1.0134,18,16
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([9], dtype=int64), array([36], dtype=int64), array([47], dtype=int64), array([78], dtype=int64), array([76], dtype=int64), array([34], dtype=int64), array([35], dtype=int64), array([3], dtype=int64), array([51], dtype=int64), array([35], dtype=int64), array([4], dtype=int64), array([26], dtype=int64)]}",,1.3228756555322954,35,[51 35  4 26 76 34 35  3],-0.09999999999999987,1.0399844873057045,10.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0136,0.4147200926881493,0,1.0136,12,17
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([1], dtype=int64), array([76], dtype=int64), array([17], dtype=int64), array([34], dtype=int64), array([9], dtype=int64), array([0], dtype=int64), array([14], dtype=int64), array([26], dtype=int64)]}",,1.620185174601965,36,[ 1 76 17 34  9  0 14 26],7.844660805685808,1.041318296917377,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.662577124804272,7.908417965922883,0,1.0138,8,18
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([47], dtype=int64), array([28], dtype=int64), array([61], dtype=int64), array([9], dtype=int64), array([39], dtype=int64), array([28], dtype=int64), array([34], dtype=int64), array([4], dtype=int64), array([9], dtype=int64), array([26], dtype=int64), array([47], dtype=int64), array([76], dtype=int64), array([9], dtype=int64), array([60], dtype=int64), array([41], dtype=int64)]}",,1.1832159566199232,39,[ 9 26 47 76  9 60 41  4],-0.40000000000000013,1.041891890554042,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.014,0.26238732630550815,0,1.014,15,19
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([60], dtype=int64), array([34], dtype=int64), array([15], dtype=int64), array([35], dtype=int64), array([34], dtype=int64), array([14], dtype=int64), array([57], dtype=int64), array([14], dtype=int64), array([27], dtype=int64)]}",,1.5275252316519468,42,[27 34 15 35 34 14 57 14],-8.010051650250492,1.0297123727433781,3.0,,2.5,-7.210051650250492,True,,narrow-puzzle,0,,0.0,-7.312434383684049,-7.319084303724318,0,1.0142,9,20
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([33], dtype=int64), array([15], dtype=int64), array([76], dtype=int64), array([75], dtype=int64), array([28], dtype=int64), array([35], dtype=int64), array([28], dtype=int64), array([35], dtype=int64), array([1], dtype=int64), array([42], dtype=int64), array([34], dtype=int64), array([69], dtype=int64), array([17], dtype=int64)]}",,1.2709778186044849,42,[ 1 42 34 69 17 35 28 35],-0.19999999999999996,1.0399844873057045,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0144,0.36360574624117026,0,1.0144,13,21
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -16.174642067435443], 'action': [array([26], dtype=int64), array([46], dtype=int64), array([26], dtype=int64), array([12], dtype=int64), array([75], dtype=int64), array([15], dtype=int64), array([15], dtype=int64), array([15], dtype=int64), array([15], dtype=int64)]}",,1.5275252316519468,42,[15 46 26 12 75 15 15 15],-16.974642067435443,1.0310657652773902,6.0,,2.0,-16.174642067435443,True,,narrow-puzzle,0,,0.0,-16.41079184162,-15.933333797723549,0,1.0146,9,22
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([51], dtype=int64), array([54], dtype=int64), array([60], dtype=int64), array([46], dtype=int64), array([17], dtype=int64), array([51], dtype=int64), array([67], dtype=int64), array([34], dtype=int64), array([30], dtype=int64), array([17], dtype=int64), array([23], dtype=int64), array([34], dtype=int64), array([54], dtype=int64), array([47], dtype=int64), array([54], dtype=int64), array([34], dtype=int64), array([15], dtype=int64), array([36], dtype=int64), array([17], dtype=int64), array([12], dtype=int64), array([28], dtype=int64)]}",,1.0246950765959597,48,[15 36 17 12 28 47 54 34],6.544660805685808,1.042852704511711,10.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.671121785609957,6.8025340219595805,0,1.0148,20,23
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([26], dtype=int64), array([9], dtype=int64), array([14], dtype=int64), array([34], dtype=int64), array([57], dtype=int64), array([34], dtype=int64), array([12], dtype=int64), array([60], dtype=int64), array([44], dtype=int64), array([34], dtype=int64), array([69], dtype=int64), array([33], dtype=int64), array([54], dtype=int64), array([4], dtype=int64), array([4], dtype=int64), array([14], dtype=int64), array([35], dtype=int64), array([26], dtype=int64), array([17], dtype=int64), array([35], dtype=int64), array([46], dtype=int64)]}",,1.0,50,[35 26 17 35 46  4  4 14],-9.210051650250492,1.027235395730275,3.0,,2.5,-7.210051650250492,True,,narrow-puzzle,0,,0.0,-7.31820242500425,-7.47214561876466,0,1.0150000000000001,21,24
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -13.832014705537482], 'action': [array([54], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([26], dtype=int64), array([33], dtype=int64), array([4], dtype=int64), array([51], dtype=int64), array([4], dtype=int64)]}",,1.4491376746189437,52,[51  4 34 34 34 26 33  4],-14.732014705537482,1.024251495004992,4.0,,2.1556390622295662,-13.832014705537482,True,,narrow-puzzle,0,,0.0,-14.042261329061652,-13.664092946792408,0,1.0152,10,25
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([41], dtype=int64), array([47], dtype=int64), array([54], dtype=int64), array([0], dtype=int64), array([76], dtype=int64), array([28], dtype=int64), array([28], dtype=int64), array([49], dtype=int64), array([42], dtype=int64), array([76], dtype=int64), array([74], dtype=int64), array([28], dtype=int64), array([51], dtype=int64), array([76], dtype=int64), array([38], dtype=int64), array([47], dtype=int64), array([27], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([0], dtype=int64)]}",,1.0246950765959597,52,[27 34 34  0 51 76 38 47],-0.9000000000000006,1.0384014518383964,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0154,0.015118432152302103,0,1.0154,20,26
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([77], dtype=int64), array([28], dtype=int64), array([49], dtype=int64), array([35], dtype=int64), array([14], dtype=int64), array([15], dtype=int64), array([47], dtype=int64), array([34], dtype=int64), array([41], dtype=int64)]}",,1.5275252316519468,54,[41 28 49 35 14 15 47 34],7.744660805685808,1.029457066273873,4.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.677957514254507,7.81992567731056,0,1.0156,9,27
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([35], dtype=int64), array([42], dtype=int64), array([51], dtype=int64), array([41], dtype=int64), array([76], dtype=int64), array([75], dtype=int64), array([75], dtype=int64), array([3], dtype=int64), array([35], dtype=int64), array([1], dtype=int64), array([15], dtype=int64), array([34], dtype=int64), array([33], dtype=int64), array([49], dtype=int64), array([6], dtype=int64), array([29], dtype=int64)]}",,1.1832159566199232,55,[35  1 15 34 33 49  6 29],7.044660805685808,1.0288999288801717,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.679666446415645,7.216657814787935,0,1.0158,15,28
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([26], dtype=int64), array([4], dtype=int64), array([12], dtype=int64), array([12], dtype=int64), array([56], dtype=int64), array([3], dtype=int64), array([9], dtype=int64), array([54], dtype=int64), array([46], dtype=int64), array([1], dtype=int64), array([33], dtype=int64), array([28], dtype=int64)]}",,1.3228756555322954,56,[46  1 33 28 56  3  9 54],7.444660805685809,1.0396121134385912,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.681375378576782,7.557950136823856,0,1.016,12,29
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([34], dtype=int64), array([1], dtype=int64), array([66], dtype=int64), array([34], dtype=int64), array([47], dtype=int64), array([14], dtype=int64), array([3], dtype=int64), array([34], dtype=int64), array([35], dtype=int64), array([54], dtype=int64), array([26], dtype=int64)]}",,1.381698559415515,56,[35 54 26 34 47 14  3 34],1.1102230246251565e-16,1.027235395730275,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0162,0.4661745741283555,0,1.0162,11,30
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([46], dtype=int64), array([51], dtype=int64), array([60], dtype=int64), array([42], dtype=int64), array([46], dtype=int64), array([26], dtype=int64), array([28], dtype=int64), array([3], dtype=int64), array([35], dtype=int64), array([21], dtype=int64), array([42], dtype=int64), array([47], dtype=int64), array([34], dtype=int64), array([1], dtype=int64)]}",,1.224744871391589,56,[35 21 42 47 34  1 28  3],7.244660805685808,1.026460755023481,6.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.684793242899055,7.386174153751964,0,1.0164,14,31
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([51], dtype=int64), array([4], dtype=int64), array([54], dtype=int64), array([76], dtype=int64), array([35], dtype=int64), array([74], dtype=int64), array([35], dtype=int64), array([14], dtype=int64), array([28], dtype=int64), array([76], dtype=int64), array([26], dtype=int64), array([58], dtype=int64), array([34], dtype=int64), array([34], dtype=int64), array([47], dtype=int64), array([27], dtype=int64), array([15], dtype=int64), array([41], dtype=int64), array([12], dtype=int64), array([14], dtype=int64), array([76], dtype=int64)]}",,1.0,57,[15 41 12 14 76 34 47 27],6.544660805685808,1.0303853084224066,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.686502175060193,6.8025340219595805,0,1.0166,21,32
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([51], dtype=int64), array([56], dtype=int64), array([26], dtype=int64), array([42], dtype=int64), array([76], dtype=int64), array([14], dtype=int64), array([35], dtype=int64), array([12], dtype=int64), array([15], dtype=int64), array([34], dtype=int64), array([15], dtype=int64), array([3], dtype=int64), array([4], dtype=int64), array([9], dtype=int64), array([4], dtype=int64), array([26], dtype=int64), array([14], dtype=int64), array([21], dtype=int64)]}",,1.0801234497346435,60,[14 21 15  3  4  9  4 26],-0.7000000000000004,1.027235395730275,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0168,0.11304791138353469,0,1.0168,18,33
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([28], dtype=int64), array([3], dtype=int64), array([41], dtype=int64), array([36], dtype=int64), array([42], dtype=int64), array([69], dtype=int64), array([12], dtype=int64), array([25], dtype=int64), array([15], dtype=int64), array([14], dtype=int64), array([33], dtype=int64), array([9], dtype=int64), array([41], dtype=int64)]}",,1.2709778186044849,60,[15 14 33  9 41 69 12 25],7.344660805685808,1.0282807181523559,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.689920039382466,7.471777571627171,0,1.017,13,34
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([39], dtype=int64), array([75], dtype=int64), array([9], dtype=int64), array([75], dtype=int64), array([4], dtype=int64), array([77], dtype=int64), array([9], dtype=int64), array([3], dtype=int64), array([4], dtype=int64), array([16], dtype=int64), array([26], dtype=int64), array([34], dtype=int64)]}",,1.3228756555322954,61,[ 4 16 26 34  4 77  9  3],-0.09999999999999987,1.0384014518383964,4.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0172,0.4147200926881493,0,1.0172,12,35
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0], 'action': [array([15], dtype=int64), array([30], dtype=int64), array([0], dtype=int64), array([66], dtype=int64), array([47], dtype=int64), array([17], dtype=int64), array([44], dtype=int64), array([12], dtype=int64), array([4], dtype=int64), array([35], dtype=int64), array([4], dtype=int64), array([66], dtype=int64), array([14], dtype=int64), array([12], dtype=int64), array([3], dtype=int64), array([28], dtype=int64)]}",,1.1832159566199232,62,[ 4 35  4 66 14 12  3 28],-0.5000000000000002,1.0288999288801717,3.0,,2.75,1.0,True,,narrow-puzzle,0,,10.0,1.0174,0.21227823722729977,0,1.0174,15,36
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -7.210051650250492], 'action': [array([34], dtype=int64), array([14], dtype=int64), array([4], dtype=int64), array([0], dtype=int64), array([54], dtype=int64), array([28], dtype=int64), array([28], dtype=int64), array([75], dtype=int64), array([14], dtype=int64), array([14], dtype=int64), array([47], dtype=int64), array([1], dtype=int64), array([1], dtype=int64), array([45], dtype=int64)]}",,1.2709778186044849,62,[14 14 47  1  1 45 28 75],-8.510051650250492,1.0307564933366784,3.0,,2.5,-7.210051650250492,True,,narrow-puzzle,0,,0.0,-7.336948559294901,-7.384339978122126,0,1.0176,13,37
"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 8.544660805685808], 'action': [array([51], dtype=int64), array([65], dtype=int64), array([26], dtype=int64), array([3], dtype=int64), array([45], dtype=int64), array([69], dtype=int64), array([35], dtype=int64), array([28], dtype=int64), array([15], dtype=int64), array([74], dtype=int64), array([1], dtype=int64), array([12], dtype=int64), array([47], dtype=int64)]}",,1.2709778186044849,64,[15 74  1 12 47 69 35 28],7.344660805685808,1.042852704511711,3.0,,3.0,8.544660805685808,True,,narrow-puzzle,0,,50.0,8.696755768027016,7.471777571627171,0,1.0178,13,38
