done_bonus,historical,entropy,bonus_factor,counter_changes,is_done_success,reward_distance,counter_done_interations,rewards_sum,representation,reward_experience_bonus,reward_game,experience_bonus,changes_penalty,reward,segments,reward_neighbors,agent,discount_reward,counter_done_max_changes,done_penalty,counter_done,entropy_map,discount_rewards,piece_penalty
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([199], dtype=int64), array([214], dtype=int64), array([179], dtype=int64), array([42], dtype=int64), array([95], dtype=int64), array([144], dtype=int64), array([84], dtype=int64), array([197], dtype=int64), array([146], dtype=int64), array([68], dtype=int64), array([102], dtype=int64), array([131], dtype=int64), array([38], dtype=int64), array([189], dtype=int64), array([148], dtype=int64), array([75], dtype=int64)]}",2.584962500721156,1.1456439237389602,16,True,0,0,6.482359239761056,narrow-puzzle,8.06377930400662,9.0,1.0102,,7.982359239761056,[ 38 189 148  75 102 131],0,,,2,,0,1.2125709013891814,6.694623265292282,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([282], dtype=int64), array([211], dtype=int64), array([259], dtype=int64), array([84], dtype=int64), array([237], dtype=int64), array([57], dtype=int64), array([167], dtype=int64), array([102], dtype=int64), array([181], dtype=int64), array([282], dtype=int64), array([236], dtype=int64), array([257], dtype=int64), array([153], dtype=int64)]}",2.584962500721156,1.2709778186044849,13,True,0,0,6.782359239761056,narrow-puzzle,8.065375775854571,6.0,1.0104,,7.982359239761056,[153 102 181 282 236 257],0,,,2,,1,1.2178731986116353,6.942007413469155,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([18], dtype=int64), array([196], dtype=int64), array([48], dtype=int64), array([167], dtype=int64), array([81], dtype=int64), array([278], dtype=int64), array([230], dtype=int64), array([256], dtype=int64)]}",2.584962500721156,1.620185174601965,8,True,0,0,7.282359239761056,narrow-puzzle,8.066972247702523,14.0,1.0106,,7.982359239761056,[230 256  48 167  81 278],0,,,2,,2,1.251736624908351,7.365408224683186,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([156], dtype=int64), array([236], dtype=int64), array([211], dtype=int64), array([269], dtype=int64), array([77], dtype=int64), array([196], dtype=int64), array([219], dtype=int64), array([259], dtype=int64), array([145], dtype=int64)]}",2.584962500721156,1.5275252316519468,9,True,0,0,7.182359239761056,narrow-puzzle,8.068568719550475,3.0,1.0108,,7.982359239761056,[219 259 145 269  77 196],0,,,7,,3,1.2585431163650957,7.279599153250209,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([122], dtype=int64), array([211], dtype=int64), array([228], dtype=int64), array([97], dtype=int64), array([186], dtype=int64), array([87], dtype=int64), array([217], dtype=int64)]}",2.584962500721156,1.7320508075688774,7,True,0,0,7.3823592397610565,narrow-puzzle,8.070165191398427,3.0,1.011,,7.982359239761056,[217 211 228  97 186  87],0,,,13,,4,1.2151166556656208,7.4517902680670165,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([189], dtype=int64), array([277], dtype=int64), array([170], dtype=int64), array([181], dtype=int64), array([95], dtype=int64), array([131], dtype=int64), array([295], dtype=int64), array([214], dtype=int64), array([189], dtype=int64), array([135], dtype=int64), array([280], dtype=int64), array([29], dtype=int64), array([65], dtype=int64), array([236], dtype=int64), array([256], dtype=int64), array([254], dtype=int64), array([214], dtype=int64)]}",2.584962500721156,1.1114378604524227,17,True,0,0,6.382359239761056,narrow-puzzle,8.071761663246381,3.0,1.0112,,7.982359239761056,[ 65 236 256 254 214  29],0,,,14,,5,1.228622146416197,6.613246574234754,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([292], dtype=int64), array([131], dtype=int64), array([102], dtype=int64), array([229], dtype=int64), array([156], dtype=int64), array([189], dtype=int64)]}",2.584962500721156,1.8708286933869707,6,True,0,0,7.482359239761056,narrow-puzzle,8.073358135094333,0.0,1.0114,,7.982359239761056,[292 131 102 229 156 189],0,,,20,,6,1.2704385440085986,7.538749602139404,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([2], dtype=int64), array([179], dtype=int64), array([169], dtype=int64), array([31], dtype=int64), array([172], dtype=int64), array([282], dtype=int64), array([156], dtype=int64), array([207], dtype=int64)]}",2.584962500721156,1.620185174601965,8,True,0,0,7.282359239761056,narrow-puzzle,8.074954606942285,6.0,1.0116,,7.982359239761056,[156 207 169  31 172 282],0,,,21,,7,1.2407620659952978,7.365408224683186,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([143], dtype=int64), array([96], dtype=int64), array([250], dtype=int64), array([135], dtype=int64), array([151], dtype=int64), array([189], dtype=int64), array([15], dtype=int64), array([295], dtype=int64), array([68], dtype=int64)]}",2.584962500721156,1.5275252316519468,9,True,0,0,7.182359239761056,narrow-puzzle,8.076551078790237,6.0,1.0118,,7.982359239761056,[ 15 295  68 135 151 189],0,,,22,,8,1.2789361499845473,7.279599153250209,0
50.0,"{'rewards': [-0.1, -4.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([135], dtype=int64), array([135], dtype=int64), array([38], dtype=int64), array([196], dtype=int64), array([189], dtype=int64), array([197], dtype=int64), array([93], dtype=int64), array([77], dtype=int64), array([0], dtype=int64), array([169], dtype=int64), array([67], dtype=int64), array([99], dtype=int64), array([68], dtype=int64), array([182], dtype=int64), array([172], dtype=int64), array([84], dtype=int64), array([18], dtype=int64), array([214], dtype=int64), array([209], dtype=int64), array([99], dtype=int64)]}",2.584962500721156,1.0,20,True,0,0,2.082359239761063,narrow-puzzle,8.078147550638189,3.0,1.012,,7.982359239761056,[209  99 172  84  18 214],0,,,23,,9,1.2649737493010103,5.974314315974113,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([189], dtype=int64), array([49], dtype=int64), array([92], dtype=int64), array([120], dtype=int64), array([97], dtype=int64), array([99], dtype=int64)]}",2.584962500721156,1.8708286933869707,6,True,0,0,7.482359239761056,narrow-puzzle,8.07974402248614,3.0,1.0122,,7.982359239761056,[189  49  92 120  97  99],0,,,23,,10,1.2765671239237764,7.538749602139404,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([52], dtype=int64), array([209], dtype=int64), array([84], dtype=int64), array([169], dtype=int64), array([177], dtype=int64), array([246], dtype=int64), array([219], dtype=int64), array([97], dtype=int64), array([24], dtype=int64), array([156], dtype=int64), array([213], dtype=int64), array([203], dtype=int64), array([288], dtype=int64)]}",2.584962500721156,1.2709778186044849,13,True,0,0,6.782359239761056,narrow-puzzle,8.081340494334093,12.0,1.0124,,7.982359239761056,[288  97  24 156 213 203],0,,,34,,11,1.222090364526934,6.942007413469155,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([68], dtype=int64), array([209], dtype=int64), array([78], dtype=int64), array([282], dtype=int64), array([102], dtype=int64), array([165], dtype=int64), array([52], dtype=int64), array([28], dtype=int64), array([254], dtype=int64), array([156], dtype=int64), array([131], dtype=int64)]}",2.584962500721156,1.381698559415515,11,True,0,0,6.982359239761056,narrow-puzzle,8.082936966182045,6.0,1.0126,,7.982359239761056,[ 52  28 254 156 131 165],0,,,42,,12,1.2522950622076532,7.109682823457207,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -4.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([236], dtype=int64), array([157], dtype=int64), array([48], dtype=int64), array([274], dtype=int64), array([203], dtype=int64), array([125], dtype=int64), array([235], dtype=int64), array([68], dtype=int64), array([219], dtype=int64), array([203], dtype=int64), array([187], dtype=int64), array([167], dtype=int64), array([151], dtype=int64), array([228], dtype=int64)]}",2.584962500721156,1.224744871391589,14,True,0,0,2.682359239761057,narrow-puzzle,8.084533438029997,3.0,1.0128,,7.982359239761056,[151 228 219 203 187 167],0,,,45,,13,1.2591803537803188,4.127058903902204,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([156], dtype=int64), array([84], dtype=int64), array([210], dtype=int64), array([219], dtype=int64), array([256], dtype=int64), array([209], dtype=int64), array([42], dtype=int64), array([278], dtype=int64), array([68], dtype=int64), array([296], dtype=int64), array([145], dtype=int64)]}",2.584962500721156,1.381698559415515,11,True,0,0,6.982359239761056,narrow-puzzle,8.086129909877949,6.0,1.013,,7.982359239761056,[ 42 278  68 296 145 209],0,,,68,,14,1.2302888487245012,7.109682823457207,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([204], dtype=int64), array([79], dtype=int64), array([259], dtype=int64), array([199], dtype=int64), array([252], dtype=int64), array([151], dtype=int64), array([78], dtype=int64), array([129], dtype=int64), array([22], dtype=int64), array([219], dtype=int64), array([91], dtype=int64)]}",2.584962500721156,1.381698559415515,11,True,0,0,6.982359239761056,narrow-puzzle,8.087726381725902,3.0,1.0132,,7.982359239761056,[ 78 129  22 219  91 151],0,,,73,,15,1.1944619059929118,7.109682823457207,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([295], dtype=int64), array([156], dtype=int64), array([163], dtype=int64), array([91], dtype=int64), array([246], dtype=int64), array([111], dtype=int64), array([49], dtype=int64), array([235], dtype=int64), array([182], dtype=int64), array([209], dtype=int64), array([157], dtype=int64), array([20], dtype=int64), array([78], dtype=int64), array([131], dtype=int64), array([113], dtype=int64), array([80], dtype=int64), array([299], dtype=int64)]}",2.584962500721156,1.1114378604524227,17,True,0,0,6.382359239761056,narrow-puzzle,8.089322853573854,12.0,1.0134,,7.982359239761056,[ 78 131 113  80 299  20],0,,,78,,16,1.2423302248822505,6.613246574234754,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -2.1, -0.1, -0.1, -0.1, -0.1, -4.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([61], dtype=int64), array([211], dtype=int64), array([236], dtype=int64), array([85], dtype=int64), array([210], dtype=int64), array([144], dtype=int64), array([144], dtype=int64), array([210], dtype=int64), array([252], dtype=int64), array([167], dtype=int64), array([203], dtype=int64), array([84], dtype=int64), array([210], dtype=int64), array([250], dtype=int64), array([11], dtype=int64), array([259], dtype=int64), array([32], dtype=int64)]}",2.584962500721156,1.1114378604524227,17,True,0,0,0.38235923976105735,narrow-puzzle,8.090919325421806,3.0,1.0136,,7.982359239761056,[210 250  11 259  32  84],0,,,84,,17,1.2647811434276155,2.822502343950706,0
