#{"t_start": 1682943726.567793, "env_id": null}
r,l,t
7.382359,7,0.621534
-1.470914,6,1.087171
0.129086,10,1.770911
-3.570914,7,2.300159
0.529086,6,2.770442
5.282359,8,3.350026
7.482359,6,3.81507
-4.070914,12,4.564582
-29.121218,17,5.593884
7.482359,6,6.073541
-3.470914,6,6.545269
-27.221218,18,7.598791
-12.270914,34,9.509918
-5.670914,8,10.08695
-2.617641,27,11.700323
0.529086,6,12.162894
7.482359,6,12.632977
-5.670914,8,13.191279
7.482359,6,13.662106
2.582359,15,14.578398
6.482359,16,15.5467
-3.970914,11,16.303651
7.482359,6,16.785242
7.382359,7,17.316983
7.482359,6,17.784362
-3.470914,6,18.244131
-3.470914,6,18.706765
7.482359,6,19.177341
-10.535411,6,19.642179
6.582359,15,20.552187
0.529086,6,21.096592
7.082359,10,21.771839
7.482359,6,22.24715
5.182359,9,22.875731
-1.570914,7,23.418725
-6.970914,21,24.682228
-15.235411,13,25.509248
7.482359,6,25.990528
7.482359,6,26.457109
-4.270914,14,27.344814
7.382359,7,27.861408
7.482359,6,28.342429
0.429086,7,28.856695
7.482359,6,29.324318
4.582359,15,30.274745
0.529086,6,30.757611
6.882359,12,31.541201
7.482359,6,32.009478
2.482359,16,32.982256
-4.017641,21,34.219298
-31.835411,19,35.312264
-5.770914,9,35.980651
-14.970914,21,37.190043
6.982359,11,37.949533
7.482359,6,38.613525
-17.035411,31,40.351536
-1.770914,9,40.985168
7.482359,6,41.457747
7.382359,7,41.98424
-8.535411,6,42.439434
5.182359,9,43.054555
-2.770914,19,44.173035
-1.470914,6,44.651485
7.482359,6,45.114951
-6.470914,16,46.109844
-2.770914,19,47.223397
6.782359,13,48.037246
-1.770914,9,48.669241
-6.017641,21,49.910749
-2.070914,12,50.676079
7.082359,10,51.34664
7.482359,6,51.800078
1.782359,23,53.144838
7.482359,6,53.609566
0.529086,6,54.084993
7.482359,6,54.54625
7.482359,6,55.014302
7.182359,9,55.629144
3.082359,10,56.311512
0.529086,6,56.782694
7.082359,10,57.468522
-0.370914,15,58.389356
-3.470914,6,58.85101
7.482359,6,59.310514
7.482359,6,59.766907
-3.870914,10,60.426506
-8.535411,6,60.905783
-10.070914,12,61.679681
-8.535411,6,62.166158
7.482359,6,62.646763
4.382359,17,63.6949
-4.270914,14,64.557114
-2.070914,12,65.321664
7.482359,6,65.785863
7.482359,6,66.257036
7.482359,6,66.729681
7.482359,6,67.217182
-3.470914,6,67.686355
7.082359,10,68.380059
7.482359,6,68.836358
-1.470914,6,69.312116
3.182359,9,69.93785
7.482359,6,70.427093
7.482359,6,70.90743
-15.070914,22,72.18552
-1.470914,6,72.659966
3.282359,8,73.236375
-12.021218,6,73.724097
6.782359,13,74.563485
7.082359,10,75.246909
0.529086,6,75.719951
7.482359,6,76.182518
7.482359,6,76.649774
0.229086,9,77.273197
-41.570914,47,79.868917
-1.770914,9,80.49345
7.482359,6,81.05712
-1.670914,8,81.626299
6.882359,12,82.404031
-21.170914,23,83.697675
-3.470914,6,84.16967
-6.070914,12,84.974601
-3.470914,6,85.453252
-1.470914,6,85.912752
-10.570914,17,86.936672
6.782359,13,87.752716
7.482359,6,88.224687
7.482359,6,88.746106
-1.470914,6,89.211677
7.282359,8,89.777664
-4.470914,16,90.757281
-1.470914,6,91.22554
2.182359,19,92.361953
-4.670914,18,93.45649
0.529086,6,93.936221
6.982359,11,94.668858
-16.870914,20,95.866268
-4.770914,19,97.002059
7.082359,10,97.669183
-4.370914,15,98.612381
-3.770914,9,99.244022
7.482359,6,99.717664
-3.470914,6,100.183212
-18.870914,20,101.36714
7.482359,6,101.833355
2.882359,12,102.587052
7.482359,6,103.058695
-1.870914,10,103.733887
7.482359,6,104.213318
-28.221218,28,105.798987
7.482359,6,106.27811
7.382359,7,106.803057
7.482359,6,107.290456
-6.270914,14,108.170323
7.382359,7,108.696751
7.382359,7,109.21233
7.082359,10,109.870079
7.382359,7,110.386446
-1.470914,6,110.857207
6.782359,13,111.684036
-0.470914,16,112.669586
-0.317641,24,114.072602
-1.470914,6,114.545673
-16.821218,14,115.446781
7.482359,6,115.920152
-14.535411,6,116.399617
-6.070914,12,117.200732
-1.670914,8,117.76194
7.082359,10,118.431205
7.482359,6,118.91598
-4.570914,17,119.947191
-1.770914,9,120.580088
0.129086,10,121.261014
7.382359,7,121.781388
7.482359,6,122.252929
-3.970914,11,122.984388
-3.417641,15,123.904046
-13.335411,14,124.789308
6.882359,12,125.564313
-3.770914,9,126.181375
6.682359,14,127.054366
7.482359,6,127.521316
