segments,segments
0,8
1,3
2,12
4,2
6,26
8,1
10,1
11,7
12,5
13,2
15,29
18,2
19,16
20,3
21,2
22,2
23,9
24,3
25,3
26,23
27,2
28,3
30,1
31,85
32,85
34,4
35,1
36,15
37,11
38,1
39,4
40,46
41,1
43,1
44,20
47,3
48,73
49,2
50,2
51,1
53,7
54,8
55,8
58,3
59,3
60,3
63,3
64,1
65,3
66,1
68,1
69,6
70,1
71,198
72,1
74,3
76,34
77,1
78,3
80,47
81,6
84,2
85,46
86,633
87,1
88,2
89,91
90,1
91,13
92,9
93,24
94,4
95,50
97,2
100,7
101,46
102,48
104,22
105,3
108,1
109,2
110,29
111,132
112,4
113,23
114,3
116,2
117,1
119,1
120,1
121,2
122,46
123,2
125,10
126,4
128,39
129,2
130,236
133,2
135,1
136,29
137,43
138,4
139,27
141,3
142,1
143,13
144,3
145,54
146,2
148,1
149,3
150,12
151,117
153,3
155,115
156,18
157,7
158,2
159,1
161,1
162,7
163,1
164,1
165,2
167,1
168,15
169,1
171,3
172,3
175,7
176,3
177,52
178,32
179,54
180,3
181,9
183,1
184,1
185,236
186,2
188,14
189,1
190,10
191,4
192,14
195,193
196,13
198,1
199,1
201,1
203,399
204,5
205,1
207,1
208,1
209,63
212,17
213,5
214,1
216,3
217,65
218,4
219,36
221,7
222,2
223,20
224,4
225,2
226,1
227,1
228,3
229,188
230,3
231,212
232,1
233,128
235,29
236,1
237,6
238,1
239,3
240,19
241,9
242,52
243,1
244,1
245,19
246,1
248,1
249,3
251,6
252,28
253,4
254,1
255,1
257,137
258,1
259,6
261,8
262,5
264,1
265,21
266,180
267,4
268,11
269,2
271,17
272,1
274,2
275,18
279,1
280,4
281,1
282,26
284,2
286,2
287,7
288,9
289,6
290,1
291,3
292,27
293,10
295,43
297,3
298,1
