segments,segments
0,130
1,119
2,3
3,136
4,31
5,2
6,3
7,3
8,1
9,425
12,2046
13,1
14,38
15,8
16,5
17,4
19,2
21,1
22,1
23,140
25,20
26,14
27,860
28,98
29,7
30,1
33,38
34,8
35,176
36,91
40,7
41,115
43,1
46,8
47,123
48,8
49,21
51,107
52,22
53,5
54,4
55,2
57,205
60,417
62,60
63,83
66,5
67,2
68,55
69,4
71,2
73,2
74,2
75,305
76,21
77,2
