#{"t_start": 1668553840.2156441, "env_id": null}
r,l,t
-6.535411,6,0.32056
6.782359,13,0.8269
-4.770914,59,2.779623
6.882359,12,3.256119
6.682359,14,3.795808
7.082359,10,4.225895
5.982359,21,4.998199
6.582359,15,5.579134
6.982359,11,6.024174
7.282359,8,6.374654
7.382359,7,6.703661
0.129086,10,7.136349
7.482359,6,7.418824
-0.970914,21,8.177902
6.482359,16,8.75527
0.029086,11,9.181202
6.282359,18,9.847174
-0.570914,17,10.494376
6.882359,12,10.973105
6.782359,13,11.504924
7.482359,6,11.800627
7.382359,7,12.130748
6.482359,16,12.73515
7.282359,8,13.090543
0.529086,6,13.38378
7.182359,9,13.741709
4.182359,39,15.069949
7.082359,10,15.489938
6.982359,11,15.9372
2.082359,60,17.894801
7.082359,10,18.307831
6.482359,16,18.907597
6.382359,17,19.563307
6.682359,14,20.105424
7.482359,6,20.387145
6.782359,13,20.911237
6.382359,17,21.560233
6.082359,20,22.303231
4.282359,38,23.617823
7.382359,7,23.940778
6.482359,16,24.551789
7.282359,8,24.907306
6.582359,15,25.493036
6.482359,16,26.093891
0.229086,9,26.497343
4.682359,34,27.668576
-0.370914,15,28.246704
0.529086,6,28.540594
6.782359,13,29.049496
0.029086,11,29.497546
-0.070914,12,29.983623
-0.370914,15,30.55228
5.982359,21,31.310125
6.182359,19,32.030511
-0.470914,16,32.632667
-0.070914,12,33.117748
6.582359,15,33.700185
7.282359,8,34.059918
6.982359,11,34.505982
6.782359,13,35.020822
-1.070914,22,35.795443
0.529086,6,36.085285
6.882359,12,36.569309
6.482359,16,37.18615
7.482359,6,37.472292
7.382359,7,37.802568
0.129086,10,38.223302
0.129086,10,38.650548
6.682359,14,39.193321
-0.370914,15,39.782454
0.229086,9,40.159238
0.129086,10,40.576
0.129086,10,41.000253
6.982359,11,41.451143
5.382359,27,42.415374
-1.370914,25,43.312161
0.529086,6,43.60395
7.382359,7,43.939876
0.329086,8,44.274007
-0.170914,13,44.839892
7.382359,7,45.157744
0.529086,6,45.447826
0.229086,9,45.834968
6.882359,12,46.323
6.782359,13,46.828881
5.082359,30,47.854182
5.782359,23,48.708031
-8.021218,6,49.000418
7.082359,10,49.421039
-8.921218,15,49.993761
6.682359,14,50.547498
-13.252477,16,51.151541
5.282359,28,52.154087
6.782359,13,52.682426
4.682359,34,53.843453
6.782359,13,54.349509
6.782359,13,54.851106
4.282359,38,56.169983
7.182359,9,56.550035
0.529086,6,56.840177
7.082359,10,57.265511
-0.370914,15,57.848899
5.082359,30,58.902869
0.529086,6,59.197168
7.482359,6,59.489139
-0.470914,16,60.10503
-2.170914,33,61.235732
0.529086,6,61.566015
6.882359,12,62.066356
0.229086,9,62.45945
7.482359,6,62.762059
7.182359,9,63.166924
4.982359,31,64.293948
-8.021218,6,64.591482
6.082359,20,65.363232
6.482359,16,65.977108
6.182359,19,66.672558
7.082359,10,67.094673
7.182359,9,67.469022
6.082359,20,68.205534
0.429086,7,68.540694
7.482359,6,68.836664
5.382359,27,69.798579
6.382359,17,70.444231
7.082359,10,70.864878
7.182359,9,71.250853
6.682359,14,71.800578
-7.235411,13,72.342227
7.282359,8,72.708905
0.329086,8,73.080679
6.082359,20,73.839709
0.129086,10,74.258065
6.882359,12,74.744662
5.482359,26,75.643382
-1.870914,30,76.680869
-0.470914,16,77.293741
7.482359,6,77.586516
0.529086,6,77.884371
6.782359,13,78.405524
7.482359,6,78.710701
-0.470914,16,79.336092
6.382359,17,79.973333
7.282359,8,80.335895
0.429086,7,80.648415
7.482359,6,80.924871
3.982359,41,82.327242
0.529086,6,82.625856
6.782359,13,83.126168
0.129086,10,83.552388
-1.770914,29,84.566191
7.182359,9,84.966738
6.882359,12,85.457877
6.582359,15,86.038342
7.482359,6,86.331667
0.529086,6,86.610731
6.982359,11,87.059213
2.282359,58,88.986969
7.482359,6,89.272864
7.482359,6,89.574403
7.482359,6,89.87565
6.982359,11,90.356395
6.482359,16,90.983458
6.282359,18,91.653541
3.982359,41,93.057898
7.182359,9,93.446242
5.982359,21,94.193192
7.482359,6,94.491596
5.982359,21,95.241174
-1.170914,23,96.082323
5.982359,21,96.851191
7.282359,8,97.209239
4.582359,35,98.41992
6.382359,17,99.067509
0.329086,8,99.421999
6.782359,13,99.942185
7.482359,6,100.209951
0.529086,6,100.491601
-0.370914,15,101.054221
6.182359,19,101.774403
6.882359,12,102.253515
-1.270914,24,103.149187
-1.970914,31,104.245631
-1.170914,23,105.076648
0.229086,9,105.472882
7.482359,6,105.763218
7.482359,6,106.056125
-8.221218,8,106.408998
7.382359,7,106.735159
6.482359,16,107.339314
-1.970914,31,108.418341
-0.470914,16,108.997109
6.882359,12,109.470946
7.482359,6,109.801934
-0.170914,13,110.335781
0.529086,6,110.621758
5.982359,21,111.380084
7.482359,6,111.678628
6.382359,17,112.358349
0.129086,10,112.777433
0.329086,8,113.132203
5.682359,24,113.996708
7.082359,10,114.426866
6.382359,17,115.060807
7.382359,7,115.383311
7.482359,6,115.677831
-3.070914,42,117.112249
5.382359,27,118.118459
0.529086,6,118.414929
7.482359,6,118.70877
7.082359,10,119.120814
7.282359,8,119.48389
-2.670914,38,120.79589
6.482359,16,121.434484
7.482359,6,121.733717
0.429086,7,122.055892
6.682359,14,122.602352
0.129086,10,123.0249
7.382359,7,123.355933
5.682359,24,124.201406
5.982359,21,124.960002
5.482359,26,125.886001
6.682359,14,126.440334
7.382359,7,126.795106
7.182359,9,127.17927
7.382359,7,127.509573
3.982359,41,128.912242
6.382359,17,129.565551
7.482359,6,129.872047
5.282359,28,130.856355
0.529086,6,131.151608
6.682359,14,131.697815
5.482359,26,132.614629
5.082359,30,133.687698
0.429086,7,134.016025
6.182359,19,134.731637
0.129086,10,135.139069
6.282359,18,135.798
5.782359,23,136.622672
6.482359,16,137.223494
6.782359,13,137.729563
6.482359,16,138.339926
6.782359,13,138.871696
5.382359,27,139.817046
3.982359,41,141.247603
7.282359,8,141.604715
5.582359,25,142.519876
5.882359,22,143.32017
6.982359,11,143.768519
6.982359,11,144.240627
7.482359,6,144.53508
4.582359,35,145.822146
7.082359,10,146.25782
6.982359,11,146.709598
7.382359,7,147.046587
6.282359,18,147.739683
0.529086,6,148.045685
0.529086,6,148.335029
7.082359,10,148.770002
7.482359,6,149.072313
5.882359,22,149.890548
6.882359,12,150.377069
7.482359,6,150.68076
-0.270914,14,151.214369
6.882359,12,151.703189
-0.870914,20,152.450737
7.382359,7,152.77407
4.682359,34,153.950959
7.482359,6,154.247637
6.282359,18,154.91475
-6.635411,7,155.240542
0.529086,6,155.528897
-0.770914,19,156.233776
5.382359,27,157.190388
0.529086,6,157.483113
5.682359,24,158.371186
6.482359,16,159.001388
7.382359,7,159.328384
7.482359,6,159.6264
5.582359,25,160.522552
-0.470914,16,161.134326
7.382359,7,161.455945
6.882359,12,161.935887
5.182359,29,162.950079
7.482359,6,163.248736
6.782359,13,163.777824
7.482359,6,164.076725
3.682359,44,165.569119
7.382359,7,165.90068
7.482359,6,166.20334
0.129086,10,166.623006
6.782359,13,167.133332
7.282359,8,167.50709
5.782359,23,168.348978
7.182359,9,168.740209
6.982359,11,169.19587
6.382359,17,169.836612
5.882359,22,170.645581
6.382359,17,171.287484
7.382359,7,171.610843
6.782359,13,172.125754
6.482359,16,172.739775
6.082359,20,173.484962
0.429086,7,173.792382
-1.370914,25,174.722229
5.282359,28,175.712227
0.529086,6,176.000161
6.082359,20,176.740874
6.782359,13,177.269011
7.182359,9,177.655103
6.382359,17,178.292307
-8.835411,29,179.328525
5.982359,21,180.094875
6.082359,20,180.818262
7.482359,6,181.106484
5.882359,22,181.903389
0.529086,6,182.203052
7.482359,6,182.503582
7.182359,9,182.904532
3.982359,41,184.33163
-0.370914,15,184.914734
