#{"t_start": 1682582509.430492, "env_id": null}
r,l,t
1.88,8,0.720324
-0.62,33,2.65744
-6.1,61,6.104582
-6.1,61,9.508049
0.78,19,10.742702
1.18,15,11.731839
-6.1,61,15.131619
0.18,25,16.671657
-1.42,41,19.122932
1.58,11,19.949581
0.98,17,21.061635
-6.1,61,24.416874
1.18,15,25.389521
-0.92,36,27.523442
2.08,6,28.030859
1.88,8,28.639147
-1.52,42,31.072696
-2.52,52,34.08337
0.58,21,35.405991
-2.72,54,38.525587
0.78,19,39.723357
-1.72,44,42.282823
-6.1,61,45.731467
-6.1,61,49.176765
-1.52,42,51.678531
-1.82,45,54.307301
-6.1,61,57.803657
1.68,10,58.508763
-0.22,29,60.260561
0.88,18,61.398851
1.48,12,62.220817
0.48,22,63.580765
-0.72,34,65.557999
-2.92,56,68.785286
-0.12,28,70.465604
-6.1,61,73.854336
-6.1,61,77.284968
0.18,25,78.812458
1.88,8,79.42165
-1.82,45,82.008504
-6.1,61,85.375838
1.38,13,86.343919
1.18,15,87.354584
0.78,19,88.539839
-2.52,52,91.50888
1.38,13,92.399822
1.68,10,93.128823
-6.1,61,96.557157
-6.1,61,99.970452
2.08,6,100.473929
-6.1,61,103.87129
0.98,17,104.95603
-2.22,49,107.762491
-1.12,38,110.008509
-2.02,47,112.766083
-3.42,61,116.191417
-6.1,61,119.60008
-1.12,38,121.872567
1.38,13,122.764703
1.88,8,123.377488
-1.42,41,125.785052
0.28,24,127.264703
-0.32,30,129.047168
0.28,24,130.490798
-0.52,32,132.409959
0.48,22,133.789563
0.58,21,135.087271
1.38,13,135.963951
-6.1,61,139.391634
0.58,21,140.722822
0.38,23,142.127135
0.08,26,143.725007
0.88,18,144.886019
1.18,15,145.860428
-0.12,28,147.529621
1.28,14,148.459918
0.58,21,149.763341
-1.32,40,152.090714
1.68,10,152.825849
0.38,23,154.245209
-6.1,61,157.635603
-0.02,27,159.241016
-0.62,33,161.255545
0.68,20,162.50749
-3.42,61,165.998309
1.18,15,166.970416
1.28,14,167.896829
-6.1,61,171.428441
-0.62,33,173.38188
-2.42,51,176.320551
1.58,11,177.081201
-6.1,61,180.483281
1.68,10,181.198852
-0.22,29,182.936353
2.08,6,183.442607
-0.22,29,185.20536
1.68,10,185.937762
-6.1,61,189.351545
2.08,6,189.85934
0.48,22,191.235872
-0.82,35,193.2986
0.98,17,194.379984
0.28,24,195.819572
0.68,20,197.068879
0.78,19,198.271737
1.88,8,198.880021
1.58,11,199.650219
2.08,6,200.147948
-0.92,36,202.291785
-6.1,61,205.712885
-0.22,29,207.455125
0.48,22,208.805936
-6.1,61,212.243772
1.58,11,213.027565
-0.22,29,214.775748
-2.52,52,217.765675
0.88,18,218.91988
1.78,9,219.576543
-6.1,61,222.978537
1.78,9,223.642386
-1.12,38,225.882452
1.18,15,226.89521
-0.42,31,228.754681
-3.02,57,232.053513
-6.1,61,235.489728
1.58,11,236.284291
1.08,16,237.349894
-0.52,32,239.255353
0.78,19,240.478403
-6.1,61,243.892678
2.08,6,244.39838
-2.22,49,247.199368
-6.1,61,250.649885
-6.1,61,254.08774
1.38,13,254.955036
-1.12,38,257.14667
1.38,13,258.037731
1.38,13,258.921515
1.78,9,259.595043
-6.1,61,263.012265
-0.32,30,264.811852
1.38,13,265.704599
0.58,21,267.096858
1.08,16,268.101056
-2.52,52,271.055043
-6.1,61,274.503412
-6.1,61,277.893893
1.48,12,278.712332
1.68,10,279.44902
2.08,6,279.969297
1.28,14,280.894872
-3.22,59,284.22876
-6.1,61,287.677144
1.78,9,288.346382
-1.22,39,290.722706
-2.02,47,293.484936
1.88,8,294.092831
0.98,17,295.165276
1.88,8,295.768222
-1.32,40,298.136243
-0.72,34,300.153148
1.88,8,300.772144
1.38,13,301.643365
-6.1,61,305.062484
-6.1,61,308.487297
0.88,18,309.631737
1.78,9,310.29632
-2.62,53,313.336912
1.18,15,314.311693
-0.62,33,316.271547
-2.52,52,319.232471
0.38,23,320.643191
0.18,25,322.198888
1.78,9,322.859505
1.68,10,323.573736
1.38,13,324.477575
1.68,10,325.200017
-0.52,32,327.09665
0.58,21,328.40531
2.08,6,328.891775
-2.52,52,331.888648
-1.72,44,334.487667
-2.82,55,337.721839
1.38,13,338.603769
0.58,21,339.936461
1.58,11,340.702036
1.88,8,341.308235
1.58,11,342.077634
0.38,23,343.506728
-2.52,52,346.504187
1.18,15,347.513571
1.68,10,348.239371
-6.1,61,351.689352
-0.82,35,353.75541
-0.82,35,355.78356
1.28,14,356.722942
0.48,22,358.079389
1.78,9,358.740201
0.68,20,359.949117
1.68,10,360.660556
0.58,21,361.944278
0.88,18,363.08757
1.78,9,363.758758
-6.1,61,367.132525
1.78,9,367.781945
1.58,11,368.554897
-0.72,34,370.6031
-0.32,30,372.368523
0.28,24,373.841182
0.78,19,375.057661
-2.72,54,378.158529
-1.12,38,380.370135
-6.1,61,383.820998
1.88,8,384.428772
-1.52,42,386.879311
0.98,17,387.969498
1.98,7,388.520885
1.38,13,389.399809
-6.1,61,392.813097
-0.12,28,394.514446
1.48,12,395.346626
-0.22,29,397.075001
-2.32,50,399.982514
1.68,10,400.701804
-0.32,30,402.58411
0.28,24,404.070363
1.88,8,404.687243
2.08,6,405.18275
-6.1,61,408.582444
1.28,14,409.513912
1.98,7,410.063894
-0.32,30,411.831362
0.68,20,413.098093
1.38,13,413.962417
-0.32,30,415.779255
0.38,23,417.215729
0.58,21,418.531914
-2.22,49,421.369211
-0.72,34,423.388647
-3.32,60,426.824644
1.78,9,427.50678
0.68,20,428.756223
1.28,14,429.688683
-0.82,35,431.801259
-0.12,28,433.481859
-6.1,61,436.907154
-1.32,40,439.245449
0.78,19,440.427186
1.38,13,441.298516
1.18,15,442.27359
1.68,10,443.005614
-0.52,32,444.895563
-1.02,37,447.170673
1.38,13,448.053524
-6.1,61,451.452173
-1.72,44,453.984527
2.08,6,454.485173
1.18,15,455.479248
1.58,11,456.268728
1.68,10,456.991206
-0.52,32,458.931413
1.38,13,459.821509
1.28,14,460.758216
-6.1,61,464.140981
-2.72,54,467.205211
1.08,16,468.264868
2.08,6,468.779104
-0.02,27,470.498035
0.58,21,471.807077
1.58,11,472.58307
1.48,12,473.430064
2.08,6,473.936998
-6.1,61,477.260462
1.88,8,477.878738
-6.1,61,481.290284
2.08,6,481.7954
-0.62,33,483.680096
-0.82,35,485.735687
-1.22,39,488.040607
-1.72,44,490.602446
-2.02,47,493.313527
-0.92,36,495.40158
2.08,6,495.911147
0.88,18,497.089025
1.78,9,497.767331
-2.72,54,500.803898
-0.02,27,502.426755
1.38,13,503.306742
1.18,15,504.265253
1.48,12,505.098387
1.68,10,505.833197
-2.42,51,508.788624
1.88,8,509.378457
-1.72,44,511.871096
0.18,25,513.390306
1.68,10,514.112566
-0.02,27,515.797389
2.08,6,516.289307
1.68,10,517.007618
-6.1,61,520.380386
0.88,18,521.539715
-0.12,28,523.275118
-0.42,31,525.121284
2.08,6,525.617066
-0.32,30,527.408528
0.78,19,528.585464
-2.02,47,531.365014
0.78,19,532.578128
-0.02,27,534.180072
-3.22,59,537.518606
-0.12,28,539.203959
1.58,11,539.954348
-0.42,31,541.786349
-0.12,28,543.439232
-0.32,30,545.227753
-2.22,49,548.034149
0.78,19,549.248226
1.28,14,550.194669
-0.22,29,551.923507
-1.52,42,554.363845
