segments,segments
0,25
1,705
2,2
3,107
4,689
6,1
7,4
9,286
12,1060
14,335
15,17
16,1
17,69
19,4
21,3
22,4
23,105
25,15
26,17
27,540
28,363
29,1
30,3
33,1
34,8
35,36
36,48
37,1
38,1
40,2
41,21
43,4
47,39
48,59
49,51
51,119
52,15
53,2
55,5
56,2
57,19
58,1
59,2
60,222
62,39
63,27
64,1
66,49
67,27
68,11
69,119
73,3
74,6
75,152
76,170
77,15
78,1
