#{"t_start": 1668823236.002249, "env_id": null}
r,l,t
-6.1,61,3.107783
-6.6,66,6.302145
1.0,21,7.551507
-6.2,62,10.548521
-6.3,63,13.499164
-6.3,63,16.549713
-6.5,65,19.689254
-1.85,47,22.054213
-6.2,62,25.086315
-6.3,63,28.120549
-6.4,64,31.13786
2.3,8,31.766874
-6.1,61,34.749125
-1.8,49,37.238589
2.3,8,37.857953
-3.2,63,40.943599
-6.1,61,43.847495
-6.3,63,46.89281
-6.6,66,50.092223
-6.5,65,53.259919
-6.2,62,56.34168
-6.1,61,59.318629
-6.4,64,62.432619
-6.2,62,65.472377
-6.3,63,68.489335
-6.1,61,71.518188
-6.3,63,74.570915
-6.3,63,77.639326
-6.3,63,80.673019
-3.2,63,83.833574
-1.7,48,86.305739
-6.5,65,89.39933
-6.1,61,92.338108
-6.2,62,95.306606
-6.2,62,98.338265
-6.7,67,101.541866
-6.3,63,104.565375
-1.194361,37,106.463996
-0.5,36,108.375134
-6.7,67,111.601722
0.8,23,112.918041
-6.3,63,116.01152
-6.3,63,119.042699
-6.2,62,122.061567
-6.1,61,125.029187
-6.2,62,128.044582
-6.4,64,131.100192
-0.25,31,132.793126
-1.1,37,134.731644
-6.3,63,137.7748
0.3,28,139.314985
-6.2,62,142.264282
-6.2,62,145.239095
-0.85,37,147.231816
-6.2,62,150.244854
-6.2,62,153.29903
-6.4,64,156.394562
1.4,17,157.539976
2.1,10,158.246397
-6.2,62,161.258193
-6.4,64,164.385253
-6.4,64,167.517179
-6.4,64,170.640515
-6.3,63,173.655547
-6.4,64,176.783884
-6.1,61,179.716589
1.8,13,180.575585
-6.2,62,183.543753
-2.45,53,186.189206
-6.5,65,189.254806
-6.4,64,192.314353
-6.1,61,195.295627
-6.2,62,198.382694
-6.6,66,201.513594
-6.2,62,204.535469
-1.8,49,207.053392
-6.2,62,210.065987
-6.7,67,213.206792
-6.2,62,216.206622
-6.2,62,219.182323
-6.3,63,222.227553
-6.1,61,225.12584
-6.1,61,228.137856
-6.1,61,231.111042
-6.4,64,234.225029
0.55,23,235.495861
-6.4,64,238.619102
-2.45,53,241.269175
-6.3,63,244.315661
-6.4,64,247.419813
-6.3,63,250.526414
0.7,24,251.899763
-6.1,61,254.925052
-0.25,31,256.629029
-6.2,62,259.640143
0.1,30,261.263582
-3.3,64,264.474732
0.55,23,265.770046
-6.6,66,268.910734
-2.0,51,271.480515
-6.2,62,274.469376
-6.3,63,277.47193
-6.2,62,280.453657
1.95,9,281.131131
-6.1,61,284.059997
-6.4,64,287.088976
-6.2,62,290.035909
-6.3,63,293.015318
0.2,29,294.583764
2.1,10,295.314394
-6.2,62,298.291865
1.9,12,299.109187
-6.2,62,302.146759
-6.1,61,305.084261
-6.3,63,308.139624
-6.2,62,311.172589
-6.3,63,314.168292
-3.594361,61,317.206631
-6.2,62,320.228176
-1.25,41,322.356339
-1.8,49,324.812764
-6.1,61,327.810089
-6.3,63,330.849949
-6.2,62,333.878231
-6.2,62,336.891644
-6.1,61,339.88112
-1.0,41,342.032246
-6.3,63,345.067141
0.805639,17,346.128304
-0.3,34,347.941614
-6.5,65,351.021561
-6.3,63,354.106195
-6.2,62,357.154866
-6.4,64,360.234588
-1.5,46,362.599306
-6.3,63,365.625408
-6.5,65,368.74139
-6.3,63,371.770535
-6.1,61,374.748806
-6.3,63,377.720202
-6.5,65,380.833109
-6.1,61,383.792583
0.7,24,385.167988
-6.2,62,388.134757
-6.4,64,391.169102
0.65,22,392.43169
-6.2,62,395.392199
-0.25,31,397.078127
-6.3,63,400.142312
-6.3,63,403.229877
-6.6,66,406.452217
-6.3,63,409.45874
-6.2,62,412.454154
-6.5,65,415.5047
0.5,26,416.969177
-6.3,63,419.959859
-6.4,64,423.1052
-6.2,62,426.117853
-6.4,64,429.250047
-6.4,64,432.350979
-6.1,61,435.308496
-6.5,65,438.469902
1.305639,12,439.278183
0.105639,24,440.654424
-1.45,43,442.827724
-6.2,62,445.78517
-6.4,64,448.832697
-6.2,62,451.84368
1.7,14,452.735881
-1.45,43,455.011733
-6.2,62,458.018169
-6.2,62,461.041235
-6.4,64,464.079703
-2.15,50,466.637176
-6.4,64,469.695981
-6.3,63,472.770816
-6.4,64,475.887531
-0.994361,35,477.736414
-6.4,64,480.85263
-6.6,66,484.059124
-6.2,62,487.092375
-6.3,63,490.155332
-6.1,61,493.174766
-6.1,61,496.130447
-2.85,57,499.002229
-6.3,63,502.100064
-6.2,62,505.153967
-6.9,69,508.420692
-0.2,33,510.244347
0.05,28,511.814998
-6.2,62,514.818942
-6.2,62,517.855917
-6.2,62,520.835546
-6.2,62,523.816279
-6.1,61,526.791969
-6.4,64,529.914285
-6.2,62,532.888078
-6.4,64,536.022665
-6.3,63,539.086925
-6.2,62,542.112109
-6.5,65,545.227685
-6.5,65,548.337401
-6.1,61,551.270126
-3.294361,58,554.24393
-6.3,63,557.278502
-6.2,62,560.327622
-6.5,65,563.477204
-1.4,45,565.802021
-6.4,64,568.968892
-6.2,62,571.932297
-1.85,47,574.303634
-6.4,64,577.333944
-0.2,33,579.095516
-2.1,52,581.764425
-6.1,61,584.74705
-6.2,62,587.764015
-1.6,47,590.136587
-6.2,62,593.087561
2.0,11,593.852126
-6.4,64,596.891139
-6.2,62,599.833458
-6.3,63,602.8707
-6.2,62,605.854691
-6.1,61,608.786187
-1.7,48,611.273114
-6.4,64,614.374907
-6.1,61,617.353461
0.45,24,618.760629
1.85,10,619.508726
-6.2,62,622.499286
-6.3,63,625.546013
0.1,30,627.182116
-0.15,30,628.815428
-6.5,65,631.912
-2.65,55,634.684331
-0.45,33,636.495912
-6.3,63,639.545684
1.05,18,640.622596
-6.2,62,643.611375
-6.1,61,646.624394
-6.1,61,649.551575
-6.3,63,652.505176
-6.5,65,655.637815
1.8,13,656.513971
-6.3,63,659.4904
-6.3,63,662.516382
-6.3,63,665.48614
-6.1,61,668.417734
-6.4,64,671.516458
-6.4,64,674.579103
-6.1,61,677.547169
-6.1,61,680.46373
-6.2,62,683.426046
-6.2,62,686.444711
-6.2,62,689.477162
-6.2,62,692.515663
-6.3,63,695.555241
-6.3,63,698.605788
-6.2,62,701.622304
0.05,28,703.203614
-6.7,67,706.386349
-6.4,64,709.532885
-6.1,61,712.446592
-6.2,62,715.439223
-6.3,63,718.518407
-6.5,65,721.599452
-6.3,63,724.699227
-6.1,61,727.64673
-6.1,61,730.684093
-6.2,62,733.687657
-6.1,61,736.632591
-6.2,62,739.59734
0.55,23,740.940843
-6.1,61,743.948574
-6.3,63,747.028809
-6.2,62,749.938179
-6.5,65,753.057459
-6.2,62,756.036453
-6.4,64,759.107832
-6.3,63,762.143592
-2.2,53,764.777917
-6.1,61,767.726979
-6.2,62,770.713144
-6.3,63,773.713108
-6.2,62,776.650988
-6.3,63,779.668314
-6.3,63,782.70815
-6.3,63,785.78211
-6.4,64,788.82854
-6.3,63,791.825132
-6.2,62,794.815626
-6.3,63,797.855042
-6.2,62,800.866576
-0.1,32,802.590511
-6.5,65,805.714453
-6.2,62,808.735925
-6.3,63,811.727072
1.2,19,812.878421
0.05,28,814.378299
-6.4,64,817.497037
-6.5,65,820.631393
-6.3,63,823.679571
-1.55,44,825.989137
-6.1,61,828.951387
-6.3,63,831.96054
-6.3,63,835.060839
-1.3,44,837.295535
-2.7,53,840.058517
-3.294361,58,842.912806
-3.394361,59,845.888658
-6.3,63,848.937674
-6.1,61,851.910134
-6.3,63,854.916332
2.0,11,855.69481
-2.1,52,858.306444
-3.0,61,861.3562
-6.3,63,864.437698
-6.1,61,867.313568
-6.2,62,870.368502
-6.2,62,873.361644
-6.4,64,876.417006
-6.2,62,879.433965
-6.1,61,882.375493
1.15,17,883.421767
0.55,23,884.746255
-6.1,61,887.729259
-1.55,44,890.055918
-6.3,63,893.127298
-6.4,64,896.235481
-6.2,62,899.183144
-6.3,63,902.250581
-6.2,62,905.204271
-6.3,63,908.265174
-6.3,63,911.285612
-6.3,63,914.294159
-6.4,64,917.35654
-6.2,62,920.381854
-6.2,62,923.345453
-6.2,62,926.323103
-6.6,66,929.426369
-2.4,55,932.194508
2.3,8,932.821675
-6.4,64,935.926759
1.55,13,936.779014
-0.05,29,938.35425
-0.1,32,940.093838
-6.1,61,943.043155
-1.2,38,945.070595
-6.7,67,948.237615
0.2,29,949.797627
-6.1,61,952.726249
-6.1,61,955.629436
-6.4,64,958.742241
-6.2,62,961.709098
-6.1,61,964.620555
-6.2,62,967.635048
-6.5,65,970.886594
-6.2,62,973.920553
-0.4,30,975.541026
-6.2,62,978.566653
-1.5,46,980.962203
-6.3,63,983.960317
-6.1,61,986.926744
-6.3,63,989.975602
-0.5,36,991.879689
-6.2,62,994.935603
-6.2,62,997.897745
-6.1,61,1000.826944
-6.5,65,1003.977684
-6.6,66,1007.178834
-6.5,65,1010.248381
-6.4,64,1013.281569
1.2,14,1014.170317
1.95,9,1014.854423
-6.3,63,1017.946453
-6.6,66,1021.055472
-6.2,62,1024.000459
-6.3,63,1027.029036
-6.3,63,1030.112288
-6.1,61,1033.075494
-6.5,65,1036.243059
1.105639,14,1037.161025
-6.4,64,1040.202795
-6.4,64,1043.256484
-3.15,60,1046.322513
-6.1,61,1049.289827
-1.2,43,1051.480672
-6.4,64,1054.582128
-6.3,63,1057.659921
-1.85,47,1060.076597
-3.2,63,1063.219821
-6.2,62,1066.23995
0.45,24,1067.582997
-6.2,62,1070.598085
-6.2,62,1073.563475
-6.1,61,1076.566555
-6.6,66,1079.744362
-6.4,64,1082.853679
-0.2,33,1084.629095
-1.8,49,1087.153383
0.9,22,1088.437477
-6.1,61,1091.406462
-6.3,63,1094.483249
-6.1,61,1097.372277
-6.1,61,1100.311151
-6.2,62,1103.309719
-3.2,63,1106.438301
-6.2,62,1109.388502
-6.1,61,1112.408506
-6.1,61,1115.392291
-3.0,61,1118.404009
-6.3,63,1121.475301
-6.3,63,1124.475255
-6.4,64,1127.522985
-6.2,62,1130.534562
-6.4,64,1133.658684
-6.3,63,1136.690868
-6.2,62,1139.651021
-6.1,61,1142.581331
-6.1,61,1145.491657
0.85,20,1146.655591
-6.2,62,1149.695433
-6.2,62,1152.67145
1.2,19,1153.797443
-6.4,64,1156.871032
-6.2,62,1159.842397
-6.2,62,1162.797383
-6.2,62,1165.843397
0.2,29,1167.435268
-6.4,64,1170.53328
-6.4,64,1173.615914
-1.0,41,1175.787308
-2.2,53,1178.437837
-6.2,62,1181.476932
-6.3,63,1184.501966
-6.3,63,1187.59434
-6.5,65,1190.794604
-0.9,40,1192.870886
-6.2,62,1195.883945
-6.3,63,1198.892256
-6.3,63,1201.915197
-6.1,61,1204.804178
0.8,23,1206.11135
-6.1,61,1209.037275
1.55,13,1209.887646
0.15,27,1211.393558
0.3,28,1212.945192
-1.9,45,1215.222809
-1.85,47,1217.656664
-6.2,62,1220.675052
-6.1,61,1223.630228
0.65,22,1224.87924
-6.7,67,1228.120612
-1.7,48,1230.577298
-6.3,63,1233.654351
-6.1,61,1236.64875
-6.2,62,1239.627715
-6.3,63,1242.650769
-6.1,61,1245.62582
-2.45,53,1248.316814
-3.794361,63,1251.417246
1.2,19,1252.541123
-3.694361,62,1255.6207
-6.3,63,1258.633425
-6.1,61,1261.545671
-6.3,63,1264.533025
-6.2,62,1267.473592
-6.3,63,1270.516778
-6.3,63,1273.552849
-6.3,63,1276.542821
-6.3,63,1279.607118
0.2,29,1281.201401
-0.85,37,1283.16857
-6.1,61,1286.109691
-6.4,64,1289.237307
1.1,20,1290.398628
-6.3,63,1293.392618
-1.6,47,1295.793421
-6.4,64,1298.855455
2.1,10,1299.576546
-6.2,62,1302.644975
-6.2,62,1305.634265
-6.3,63,1308.713524
-6.2,62,1311.669842
-6.3,63,1314.717557
-6.5,65,1317.854712
1.0,21,1319.049422
-6.3,63,1322.038556
-6.2,62,1325.067893
-0.75,36,1326.968691
-6.3,63,1330.054117
-6.5,65,1333.177425
-6.1,61,1336.144818
1.2,19,1337.294665
-6.5,65,1340.414373
0.95,19,1341.56396
-6.3,63,1344.671425
-2.9,60,1347.67174
0.45,24,1349.032157
-6.6,66,1352.209739
1.4,17,1353.249793
-6.1,61,1356.228454
-6.5,65,1359.383592
1.5,16,1360.386402
-6.1,61,1363.308036
-6.2,62,1366.360989
-6.1,61,1369.317959
-6.6,66,1372.506896
-6.2,62,1375.540719
0.9,22,1376.823686
1.85,10,1377.54981
-2.15,50,1380.09879
-3.1,62,1383.20116
-0.45,33,1385.019456
-6.4,64,1388.074784
-6.3,63,1391.217285
0.25,26,1392.721208
-6.1,61,1395.639343
-6.2,62,1398.608293
-0.25,31,1400.308166
-6.2,62,1403.238571
-6.5,65,1406.358616
-6.4,64,1409.463348
-6.1,61,1412.40551
-6.2,62,1415.399541
-0.9,40,1417.508831
0.2,29,1419.06877
0.4,27,1420.565449
-6.3,63,1423.652116
-6.2,62,1426.578882
2.3,8,1427.181606
-6.3,63,1430.241962
2.2,9,1430.921614
-2.35,52,1433.573334
-6.2,62,1436.618594
-6.1,61,1439.523374
-6.2,62,1442.502291
-2.7,53,1445.158723
-6.3,63,1448.211109
-6.2,62,1451.195424
-6.2,62,1454.152287
-6.4,64,1457.244505
0.2,29,1458.829771
0.2,29,1460.404669
-6.1,61,1463.347868
0.95,19,1464.482452
0.95,19,1465.588116
-6.9,69,1468.874532
-1.95,48,1471.252059
-6.3,63,1474.27371
-6.2,62,1477.289026
0.1,30,1478.915632
-1.65,45,1481.250307
-6.6,66,1484.418977
-1.1,42,1486.566555
-6.5,65,1489.71824
-6.3,63,1492.734298
-6.5,65,1495.856356
0.905639,16,1496.862291
-6.3,63,1499.858846
-6.4,64,1502.957067
0.9,22,1504.21521
-6.6,66,1507.36915
-6.6,66,1510.597478
-6.1,61,1513.597436
-6.3,63,1516.713236
-6.2,62,1519.679482
-0.6,37,1521.651844
-6.1,61,1524.630372
0.405639,21,1525.877453
-6.3,63,1528.976655
-6.3,63,1532.046961
1.5,11,1532.831901
-6.2,62,1535.837919
-6.1,61,1538.827561
-6.3,63,1541.932636
-6.3,63,1544.971093
-6.4,64,1548.040037
-6.3,63,1551.109658
-6.2,62,1554.094434
-6.4,64,1557.208295
-6.2,62,1560.258203
-6.4,64,1563.294962
-6.4,64,1566.370706
-0.65,35,1568.215291
-6.3,63,1571.324155
-0.45,33,1573.112
-6.4,64,1576.10388
1.15,17,1577.13341
-6.3,63,1580.124376
-2.95,58,1583.090138
-6.1,61,1586.023573
1.7,14,1586.929364
-1.2,43,1589.151188
-1.8,49,1591.628721
-6.2,62,1594.599611
-6.3,63,1597.626709
-2.35,52,1600.178213
0.6,25,1601.595106
-0.7,38,1603.596194
1.7,14,1604.505094
-6.2,62,1607.473259
