#{"t_start": 1668599365.4957201, "env_id": null}
r,l,t
-2.3,23,1.10609
-2.1,21,2.028219
2.08,6,2.453907
2.08,6,2.89346
-2.1,21,3.798748
-2.3,23,4.812482
1.18,15,5.553744
-2.2,22,6.517357
-2.2,22,7.476703
-2.2,22,8.431342
-2.3,23,9.430554
-2.1,21,10.378106
1.68,10,10.961571
-2.2,22,11.889309
-2.1,21,12.814762
0.98,17,13.653021
1.28,14,14.382985
-2.1,21,15.306588
1.38,13,16.017264
1.08,16,16.825904
-2.2,22,17.803082
-2.1,21,18.714821
-2.1,21,19.64683
-2.1,21,20.521898
2.08,6,20.939162
0.98,17,21.768345
2.08,6,22.203088
0.48,22,23.207149
2.08,6,23.63227
-2.3,23,24.655213
-2.1,21,25.603139
1.38,13,26.322309
-2.2,22,27.277703
1.18,15,28.064311
-2.2,22,29.030233
0.78,19,29.997171
-2.2,22,30.932282
-2.2,22,31.886707
-2.1,21,32.812558
0.98,17,33.653031
-2.4,24,34.66556
2.08,6,35.097138
-2.3,23,36.117876
-2.1,21,37.059169
-2.1,21,38.00817
-2.2,22,38.989408
-2.3,23,39.999872
-2.1,21,40.922659
-2.4,24,41.927944
0.78,19,42.887712
-2.6,26,43.999433
-2.3,23,45.004937
-2.1,21,45.945745
1.68,10,46.546166
2.08,6,46.989713
-2.1,21,47.943555
1.38,13,48.623374
0.58,21,49.637643
0.88,18,50.522977
0.48,22,51.539633
-2.2,22,52.479858
-2.2,22,53.430953
-2.4,24,54.450862
-2.3,23,55.441009
-2.1,21,56.394681
1.78,9,56.951748
-2.2,22,57.915959
-2.1,21,58.834934
0.68,20,59.801066
-2.3,23,60.801057
0.58,21,61.7693
-2.2,22,62.738656
-2.1,21,63.678494
1.68,10,64.277331
-2.1,21,65.20752
-2.1,21,66.168385
1.38,13,66.86376
-2.1,21,67.767211
-2.2,22,68.764649
1.38,13,69.469039
-2.2,22,70.418134
1.98,7,70.890078
-2.2,22,71.8566
1.98,7,72.330288
-2.4,24,73.352237
-2.1,21,74.269445
0.88,18,75.126307
-2.3,23,76.164862
-2.3,23,77.155605
-2.1,21,78.129092
-2.1,21,79.095397
2.08,6,79.53947
0.68,20,80.535638
-2.2,22,81.506662
-2.1,21,82.446764
-2.1,21,83.404462
1.88,8,83.909777
-2.1,21,84.843931
1.38,13,85.556301
1.18,15,86.326864
1.08,16,87.162009
1.28,14,87.915091
1.08,16,88.738114
2.08,6,89.170478
-2.3,23,90.155954
-2.1,21,91.088036
-2.2,22,92.066564
-2.2,22,93.004846
-2.4,24,94.026072
-2.2,22,94.97909
0.68,20,95.942127
1.18,15,96.715706
-2.1,21,97.656248
2.08,6,98.068176
1.08,16,98.885237
1.98,7,99.357011
-2.1,21,100.292055
-2.3,23,101.317156
-2.1,21,102.218209
-2.2,22,103.161652
-2.1,21,104.11939
-2.1,21,105.029205
0.98,17,105.866048
