Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1000$-$92,50$-$99,50$-$0,50","834$-$78,75$-$77,94$-$22,06","264$-$47,33$-$16,67$-$83,33","279$-$52,00$-$33,33$-$66,67",S
"999$-$95,00$-$43,54$-$56,46","808$-$78,75$-$61,88$-$38,12","143$-$56,67$-$11,89$-$88,11","144$-$54,00$-$24,31$-$75,69",H
"761$-$97,50$-$19,84$-$80,16","416$-$78,75$-$19,23$-$80,77","203$-$42,00$-$4,43$-$95,57","134$-$56,00$-$5,22$-$94,78",HQ
"796$-$100,00$-$22,99$-$77,01","9$-$50,00$-$0,00$-$100,00","35$-$50,67$-$0,00$-$100,00","39$-$72,00$-$0,00$-$100,00",HQEX
