Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"8,01$-$8,00$-$0,14","11,86$-$11,00$-$3,84","13,59$-$14,00$-$4,03","13,63$-$13,00$-$4,04",S
"8,64$-$8,00$-$1,59","12,06$-$11,00$-$3,86","14,46$-$14,00$-$3,96","14,14$-$14,00$-$4,05",H
"12,28$-$12,00$-$4,23","13,31$-$13,00$-$4,13","14,22$-$14,00$-$4,40","14,22$-$14,00$-$4,02",HQ
"11,87$-$11,00$-$4,12","14,22$-$13,00$-$3,74","14,34$-$15,00$-$4,66","13,28$-$12,00$-$4,36",HQEX
