Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"99,50$-$0,50","65,00$-$18,40","4,40$-$22,00","9,30$-$18,60",S
"43,50$-$56,40","50,00$-$30,80","1,70$-$12,60","3,50$-$10,90",H
"15,10$-$61,00","8,00$-$33,60","0,90$-$19,40","0,70$-$12,70",HQ
"18,30$-$61,30","0,00$-$0,90","0,00$-$3,50","0,00$-$3,90",HQEX
