Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
995$-$5,650$-$184,44$-$220,93$-$186,S
435$-$564,500$-$308,17$-$126,35$-$109,H
151$-$610,80$-$336,9$-$194,7$-$127,HQ
183$-$613,0$-$9,0$-$35,0$-$39,HQEX
