Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1,70$-$1,75$-$0,40","2,35$-$2,41$-$0,33","2,79$-$2,75$-$0,22","2,69$-$2,75$-$0,24",S
"2,64$-$2,75$-$0,25","2,50$-$2,50$-$0,29","2,81$-$2,75$-$0,18","2,75$-$2,75$-$0,22",H
"2,78$-$2,75$-$0,21","2,78$-$2,75$-$0,21","2,91$-$3,00$-$0,15","2,89$-$3,00$-$0,16",HQ
"2,76$-$2,75$-$0,23","2,92$-$3,00$-$0,12","2,98$-$3,00$-$0,07","2,95$-$3,00$-$0,10",HQEX
