#{"t_start": 1682554483.1599283, "env_id": null}
r,l,t
-2.1,21,1.385513
-2.1,21,2.616627
-2.1,21,3.851651
1.28,14,4.80908
1.78,9,5.462763
-2.1,21,6.700824
-2.1,21,7.958856
-2.1,21,9.222706
2.08,6,9.729711
1.48,12,10.565121
0.88,18,11.701512
-2.1,21,12.961723
1.98,7,13.51277
1.48,12,14.333068
-2.1,21,15.587701
-2.1,21,16.850196
1.18,15,17.83571
-2.1,21,19.088334
-2.1,21,20.381874
1.28,14,21.351377
-2.1,21,22.613071
1.68,10,23.319852
1.58,11,24.088504
-2.1,21,25.330092
-2.1,21,26.586837
-2.1,21,27.854733
1.78,9,28.563841
0.98,17,29.654311
1.78,9,30.316653
1.28,14,31.243407
1.28,14,32.164182
1.98,7,32.715697
-2.1,21,33.948221
-2.1,21,35.202056
-2.1,21,36.460345
-2.1,21,37.719702
-2.1,21,38.979665
-2.1,21,40.246075
1.78,9,40.939766
-2.1,21,42.178564
0.78,19,43.384393
-2.1,21,44.660043
-2.1,21,45.924914
-2.1,21,47.179114
2.08,6,47.695902
0.88,18,48.845276
2.08,6,49.36904
1.38,13,50.26968
-2.1,21,51.544349
0.88,18,52.741368
2.08,6,53.246651
1.68,10,53.974323
1.68,10,54.706763
1.48,12,55.532373
-2.1,21,56.779401
1.88,8,57.399763
-2.1,21,58.695603
-2.1,21,59.988783
1.58,11,60.770287
-2.1,21,62.049187
-2.1,21,63.312418
0.58,21,64.646973
0.88,18,65.793281
1.58,11,66.574812
1.38,13,67.45026
-2.1,21,68.681565
-2.1,21,69.919172
0.68,20,71.192153
-2.1,21,72.456349
-2.1,21,73.703773
1.68,10,74.417929
0.98,17,75.485679
1.58,11,76.251058
-2.1,21,77.482158
1.98,7,78.031003
-2.1,21,79.264899
1.28,14,80.210083
-2.1,21,81.451573
1.18,15,82.43238
0.58,21,83.731449
-2.1,21,84.948621
-2.1,21,86.1873
-2.1,21,87.440729
1.88,8,88.059368
-2.1,21,89.305154
-2.1,21,90.5374
2.08,6,91.039357
-2.1,21,92.281355
-2.1,21,93.521355
-2.1,21,94.786214
0.98,17,95.881212
-2.1,21,97.104199
1.98,7,97.650995
-2.1,21,98.889068
1.08,16,99.930678
1.28,14,100.863662
-2.1,21,102.128075
-2.1,21,103.363639
2.08,6,103.863755
2.08,6,104.368316
-2.1,21,105.630872
-2.1,21,106.884187
1.48,12,107.714854
-2.1,21,108.991006
0.98,17,110.097013
1.68,10,110.828515
-2.1,21,112.091724
0.88,18,113.275676
-2.1,21,114.530787
1.48,12,115.419138
-2.1,21,116.70891
0.58,21,118.007246
1.68,10,118.731138
1.78,9,119.397541
1.38,13,120.28974
-2.1,21,121.582947
-2.1,21,122.82729
1.88,8,123.434526
1.18,15,124.415998
1.58,11,125.191272
-2.1,21,126.435271
-2.1,21,127.69138
-2.1,21,128.907981
-2.1,21,130.164163
1.58,11,130.926895
-2.1,21,132.187219
2.08,6,132.684098
1.98,7,133.25701
-2.1,21,134.520202
-2.1,21,135.717194
-2.1,21,136.964177
1.68,10,137.677908
-2.1,21,138.915962
-2.1,21,140.155733
-2.1,21,141.408978
0.78,19,142.610259
1.98,7,143.159987
2.08,6,143.662972
1.28,14,144.586839
0.58,21,145.848794
-2.1,21,147.071611
1.78,9,147.735687
1.88,8,148.349042
-2.1,21,149.586855
-2.1,21,150.822512
1.38,13,151.701219
-2.1,21,152.910018
-2.1,21,154.143357
0.88,18,155.295916
-2.1,21,156.547762
2.08,6,157.052815
-2.1,21,158.306173
1.08,16,159.348517
1.68,10,160.052085
0.88,18,161.200595
