#{"t_start": 1668909553.0671272, "env_id": null}
r,l,t
0.955639,13,0.636241
1.8,8,1.088706
1.35,15,1.788028
0.85,20,2.6913
2.05,8,3.124575
2.3,8,3.575568
1.705639,8,4.022485
2.05,8,4.483481
2.05,8,4.939422
-0.05,29,6.172057
0.955639,13,6.793966
1.75,11,7.350211
0.65,22,8.323323
1.95,9,8.803451
1.6,10,9.308741
1.205639,13,9.941541
1.3,18,10.77302
0.105639,24,11.827802
1.5,11,12.376257
1.6,10,12.892872
1.2,14,13.581052
1.9,12,14.194848
1.8,8,14.640515
1.255639,10,15.160627
1.7,9,15.630294
0.5,16,16.423268
2.05,8,16.860733
0.705639,18,17.718977
1.7,9,18.203039
-0.344361,26,19.339804
1.7,9,19.831917
0.55,23,20.821709
1.8,8,21.265854
2.05,8,21.70445
1.65,12,22.286272
0.55,23,23.315073
2.05,8,23.745931
2.05,8,24.181114
1.8,8,24.606209
1.4,17,25.377193
1.4,12,25.961368
1.0,16,26.721174
1.705639,8,27.173198
2.2,9,27.643949
1.505639,10,28.171911
1.3,18,28.97526
1.4,17,29.786366
1.75,11,30.344926
1.9,12,30.927644
1.85,10,31.453125
1.705639,8,31.901936
1.65,12,32.505179
1.15,17,33.297716
2.3,8,33.730894
0.805639,17,34.507032
2.05,8,34.954937
-0.0,26,36.074652
1.35,15,36.780802
0.805639,17,37.593419
2.3,8,38.046126
2.1,10,38.571345
1.3,8,39.00507
1.75,11,39.552972
1.8,13,40.179419
1.8,8,40.62093
1.95,9,41.089643
2.05,8,41.543517
1.95,9,42.035174
2.05,8,42.488503
1.1,10,43.004834
0.6,20,43.877712
1.4,12,44.459855
1.0,21,45.379486
1.5,11,45.929915
-1.5,41,47.622453
-0.05,29,48.871913
1.75,11,49.456212
1.35,10,49.954911
0.7,19,50.788811
1.8,8,51.245303
1.35,15,51.969394
2.05,8,52.424961
1.95,9,52.892568
2.0,11,53.455253
1.2,14,54.130793
1.95,9,54.603883
1.95,9,55.071783
0.85,10,55.594373
2.05,8,56.042474
0.411278,15,56.752907
0.65,22,57.72118
0.7,19,58.592902
1.45,14,59.254978
2.05,8,59.685039
2.05,8,60.124916
1.45,14,60.821491
0.85,20,61.688265
0.311278,16,62.430201
1.6,15,63.141551
0.9,17,63.922358
-0.144361,24,65.005416
1.3,18,65.836352
1.1,15,66.556669
1.15,17,67.354513
1.65,12,67.940319
-0.1,22,68.936826
1.6,10,69.462677
-0.0,26,70.580622
1.8,8,71.024554
2.3,8,71.475107
0.405639,21,72.428662
0.9,12,73.00558
1.95,9,73.487107
0.55,23,74.495113
1.305639,12,75.094635
1.25,11,75.659024
0.85,20,76.552711
0.85,20,77.491726
1.6,10,78.021163
1.2,19,78.888249
1.65,12,79.49104
2.05,8,79.941285
1.75,11,80.521193
1.75,11,81.077868
1.45,14,81.747272
0.85,20,82.622996
1.85,10,83.137391
-1.094361,36,84.621055
2.05,8,85.06319
2.3,8,85.521249
2.05,8,85.971723
1.305639,12,86.572245
0.6,20,87.461926
1.455639,8,87.908924
0.1,25,88.988277
1.55,13,89.638233
0.905639,16,90.387305
1.35,15,91.08056
1.85,10,91.59481
2.2,9,92.073705
-0.45,33,93.456187
0.9,22,94.421332
-0.35,32,95.75439
1.85,10,96.274999
1.7,9,96.756363
0.5,21,97.709466
0.8,18,98.525991
0.75,21,99.461192
0.95,19,100.304416
2.05,8,100.752072
1.05,18,101.56037
1.305639,12,102.156219
-0.05,29,103.390607
0.105639,24,104.458343
2.05,8,104.924788
0.6,15,105.646235
1.8,8,106.091706
-0.85,27,107.256813
0.7,19,108.123938
1.3,13,108.757293
1.7,9,109.227131
0.5,21,110.169135
2.05,8,110.613406
1.25,16,111.3603
0.75,21,112.285445
1.25,16,113.04868
1.305639,12,113.634856
2.2,9,114.138198
