segments,segments
0,287
1,533
2,20
3,418
4,339
5,9
6,71
7,114
8,5
9,524
10,4
11,14
12,567
13,7
14,416
15,321
16,4
17,168
19,19
21,3
22,11
23,40
25,44
26,112
27,355
28,444
29,23
30,22
33,89
34,256
35,239
36,424
37,21
38,33
40,33
41,233
42,1
43,3
45,30
46,150
47,291
48,27
49,30
50,2
51,89
52,10
53,4
54,39
55,6
56,5
57,103
59,3
60,134
62,140
63,113
66,9
67,143
68,149
69,20
70,2
71,2
72,2
73,73
74,66
75,20
76,75
77,32
78,4
79,1
