#{"t_start": 1668910278.3328433, "env_id": null}
r,l,t
-18.7,187,8.806229
-18.6,186,17.27955
-1.7,48,19.735949
0.25,26,21.130855
-3.2,63,24.328259
-5.8,89,28.606026
-7.494361,100,33.352925
-2.75,56,36.054157
-2.7,58,38.961738
-18.6,186,47.45601
-1.25,41,49.524987
-4.4,75,53.160789
-15.55,184,61.707788
-4.15,70,65.131183
-10.7,138,71.504663
-6.3,94,76.070998
-19.0,190,84.915815
-0.1,27,86.399743
-5.5,86,90.521915
-18.5,185,99.076334
0.7,24,100.442794
-4.25,71,103.902523
-6.05,89,108.119732
-8.95,118,113.732967
-5.25,81,117.699703
-12.4,155,125.069843
1.45,14,125.956622
-18.4,184,134.476751
-3.8,69,137.898963
-2.9,60,140.817429
-1.45,43,143.074475
-4.5,76,146.786528
-19.0,190,155.517081
-5.4,85,159.69896
-2.8,59,162.613705
1.45,14,163.519578
-4.4,75,167.173056
-18.5,185,175.670334
-18.4,184,184.219167
2.3,8,184.840132
-1.2,43,186.981782
1.2,19,188.143088
1.7,14,189.026494
-3.25,61,192.075634
-4.2,73,195.582352
-18.5,185,204.187368
0.3,28,205.722357
-11.6,147,212.564503
-18.5,185,221.119501
-2.294361,48,223.619354
-2.7,58,226.550019
-9.7,128,232.615941
-7.5,106,237.575088
-1.0,41,239.651707
1.3,18,240.749929
-18.4,184,249.157384
-12.35,152,256.314913
-18.5,185,264.732985
-13.85,167,272.513539
-18.6,186,281.098696
-8.25,111,286.400588
-12.8,159,293.801879
1.4,17,294.882407
-6.8,99,299.619581
-8.9,120,305.231294
2.3,8,305.86502
-4.0,71,309.342417
-1.9,50,311.896788
1.1,20,313.064487
-18.3,183,321.488355
0.7,24,322.851966
-7.4,105,327.869871
-18.5,185,336.459521
-18.7,187,345.039708
-13.7,168,352.934856
-18.7,187,361.497566
-14.6,177,369.751722
-4.9,80,373.65516
-4.6,77,377.399016
-14.1,172,385.445954
-18.7,187,393.975263
-0.794361,33,395.728282
-9.794361,123,401.603443
-6.35,92,406.079218
-18.5,185,414.644871
1.7,14,415.537947
-2.8,59,418.405133
-1.2,43,420.596718
-9.15,120,426.227042
-1.1,42,428.387833
0.5,26,429.850658
-10.8,139,436.454675
-5.55,84,440.462616
-8.15,110,445.692099
-3.5,66,448.936768
-18.6,186,457.534273
-11.5,146,464.582054
-6.9,100,469.406835
-18.9,189,478.164995
-18.1,181,486.619795
1.3,18,487.680778
-18.6,186,496.259544
-7.0,101,501.103554
0.705639,18,502.166933
-1.95,48,504.62016
-7.5,106,509.645384
-16.05,189,518.431929
-2.8,59,521.285654
-7.7,108,526.388937
-1.494361,40,528.459165
-18.5,185,536.912194
1.4,17,537.960466
-1.75,46,540.299742
-3.594361,61,543.252409
-1.3,44,545.510555
-18.8,188,554.166934
-4.3,74,557.700115
0.05,28,559.235589
-18.6,186,567.758032
-1.0,41,569.811383
-1.25,41,571.90541
-16.0,186,580.449524
1.2,19,581.5772
-1.75,46,583.945758
-7.25,101,588.720052
-10.7,138,595.232882
-1.2,43,597.478728
-1.45,43,599.662108
-1.55,44,601.912277
-0.95,38,603.867164
1.95,9,604.548788
-2.8,59,607.449518
1.0,21,608.631957
-6.9,100,613.4685
-18.8,188,622.06154
1.7,14,622.96399
-18.5,185,631.553111
-19.2,192,640.402365
-18.5,185,649.021982
1.75,11,649.792912
-6.15,90,654.093711
1.55,13,654.947404
-4.45,73,658.514518
1.4,17,659.530058
-9.2,123,665.324881
-18.5,185,673.831042
-14.2,163,681.453577
-4.3,74,685.103164
-12.75,156,692.393709
-18.8,188,701.05192
-12.75,156,708.425342
0.2,29,710.000404
0.35,25,711.401512
-18.3,183,719.887463
-6.2,93,724.429397
0.75,21,725.647425
-8.7,118,731.158916
1.505639,10,731.882551
-0.4,35,733.741143
-8.3,114,739.125042
2.05,8,739.743391
-12.95,158,747.101168
-1.25,41,749.225913
-3.15,60,752.211405
0.7,24,753.543992
1.45,14,754.408955
-14.1,172,762.524977
0.2,29,764.120688
1.5,16,765.117577
-19.0,190,774.010925
-10.65,135,780.426543
1.3,18,781.496793
-4.25,71,784.989244
-18.3,183,793.47829
1.35,15,794.409719
-9.65,125,800.269156
-1.2,33,801.988045
-8.05,109,807.162989
-2.55,54,809.87393
-3.85,67,813.176844
-2.45,53,815.844224
0.15,27,817.311494
-9.094361,116,822.947814
0.6,25,824.35018
1.5,16,825.321
-10.0,131,831.553192
0.5,26,832.970356
-18.8,188,841.603712
-10.3,134,847.77101
-4.45,73,851.362538
1.3,18,852.43576
-4.4,75,856.109596
-6.2,93,860.57909
-12.3,154,867.84492
-5.5,86,871.938321
