#{"t_start": 1682656754.7924771, "env_id": null}
r,l,t
-2.1,21,1.4691
-2.1,21,2.845217
-2.1,21,4.296052
1.85,10,5.154057
-2.1,21,6.528108
-2.1,21,7.91269
-2.1,21,9.306985
-2.1,21,10.695913
1.15,17,11.929918
-2.1,21,13.297616
-2.1,21,14.668808
-2.1,21,16.057389
-2.1,21,17.431219
-2.1,21,18.777564
-2.1,21,20.123733
-2.1,21,21.503912
-2.1,21,22.841185
-2.1,21,24.186403
-2.1,21,25.590881
-2.1,21,26.949578
-2.1,21,28.362203
-2.1,21,29.719712
-2.1,21,31.098212
-2.1,21,32.468179
-2.1,21,33.884216
-2.1,21,35.27876
1.75,11,36.156601
-2.1,21,37.53295
-2.1,21,38.951126
-2.1,21,40.38556
-2.1,21,41.805251
1.0,16,42.987987
1.1,20,44.370689
-2.1,21,45.736053
0.2,19,47.063512
-2.1,21,48.477557
-2.1,21,49.821768
-2.1,21,51.178801
-2.1,21,52.591832
-2.1,21,53.981557
0.75,21,55.485021
-2.1,21,56.864843
1.7,14,57.917626
-2.1,21,59.278301
1.05,18,60.551718
-2.1,21,61.961842
1.105639,14,63.024543
-2.1,21,64.403975
-2.1,21,65.783603
-2.1,21,67.137773
1.75,11,68.009801
-2.1,21,69.389533
-2.1,21,70.786859
-2.1,21,72.153033
-2.1,21,73.518173
-2.1,21,74.853495
-2.1,21,76.222597
-2.1,21,77.616236
-2.1,21,79.001412
-2.1,21,80.359895
-2.1,21,81.713389
-2.1,21,83.099369
-2.1,21,84.481824
-2.1,21,85.839475
-2.1,21,87.198652
-2.1,21,88.582264
-2.1,21,89.975797
-2.1,21,91.330896
-2.1,21,92.721222
-2.1,21,94.082441
-2.1,21,95.522813
-2.1,21,96.934937
-2.1,21,98.323256
-2.1,21,99.707551
-2.1,21,101.038733
-2.1,21,102.467325
-2.1,21,103.846752
-2.1,21,105.25216
-2.1,21,106.601024
-2.1,21,107.988866
-2.1,21,109.353782
-2.1,21,110.724698
-2.1,21,112.087892
-2.1,21,113.471079
-2.1,21,114.877732
-2.1,21,116.275773
-2.1,21,117.628977
1.7,14,118.644559
2.0,11,119.506725
-2.1,21,120.872735
-2.1,21,122.255107
-2.1,21,123.626303
-2.1,21,124.98666
-2.1,21,126.356818
-2.1,21,127.730751
1.75,11,128.59405
-2.1,21,130.002674
-2.1,21,131.376256
1.1,20,132.791742
2.05,8,133.510179
-2.1,21,134.882894
-2.1,21,136.244233
-2.1,21,137.629168
-2.1,21,139.014839
0.6,20,140.390934
-2.1,21,141.753088
-2.1,21,143.127882
-2.1,21,144.473232
-2.1,21,145.854105
-2.1,21,147.222111
-2.1,21,148.623249
-2.1,21,150.057089
-2.1,21,151.454114
-2.1,21,152.802637
1.45,14,153.866567
-2.1,21,155.297225
-2.1,21,156.666159
-2.1,21,158.014772
-2.1,21,159.466483
-2.1,21,160.85995
-2.1,21,162.237727
