segments,segments
0,37
1,285
2,343
3,128
4,116
5,301
6,269
7,159
8,53
9,148
10,368
11,165
12,35
13,286
14,365
15,14
16,334
17,381
18,274
19,193
20,336
22,28
23,152
24,209
25,276
26,9
27,20
28,163
29,482
30,153
31,57
32,130
33,245
34,94
35,251
36,217
37,162
38,432
39,330
