segments,segments
0,24
1,1176
2,3
3,269
4,843
6,32
7,5
9,329
12,188
13,2
14,222
15,124
16,1
17,31
18,3
19,2
21,4
23,31
25,23
26,34
27,757
28,177
29,5
30,3
33,23
34,42
35,500
36,958
37,3
38,2
39,1
40,8
41,530
42,2
43,16
45,1
46,22
47,149
48,37
49,22
50,1
51,54
52,50
53,2
54,21
55,1
57,78
59,3
60,391
62,24
63,39
64,2
66,75
67,6
68,6
69,17
70,1
71,1
73,5
74,15
75,187
76,397
77,9
78,2
79,1
