Episodes,Scores,Average,Total Rewards
0,2.3,2.3,2.3
1,1.8,2.05,4.099999999999999
2,-2.2000000000000006,0.633333333333333,1.8999999999999968
3,1.0999999999999994,0.7499999999999996,2.9999999999999964
4,2.3,1.0599999999999996,5.299999999999995
5,1.4999999999999998,1.133333333333333,6.799999999999999
6,2.3,1.2999999999999996,9.100000000000001
7,1.4999999999999998,1.3249999999999997,10.600000000000007
8,1.9000000000000001,1.3888888888888886,12.50000000000001
9,1.1999999999999995,1.3699999999999997,13.700000000000017
10,1.3999999999999997,1.3727272727272726,15.100000000000023
11,1.9000000000000001,1.4166666666666663,17.00000000000003
12,2.3,1.4846153846153844,19.30000000000002
13,1.7,1.4999999999999998,21.0
14,2.1,1.5399999999999998,23.099999999999987
15,1.2999999999999996,1.525,24.399999999999963
16,-2.1000000000000005,1.3117647058823527,22.299999999999933
17,1.7,1.333333333333333,23.999999999999915
18,2.1,1.3736842105263156,26.099999999999902
19,1.7,1.39,27.799999999999883
20,1.9000000000000001,1.4142857142857141,29.699999999999868
21,2.3,1.4545454545454544,31.999999999999858
22,1.1999999999999995,1.443478260869565,33.19999999999983
23,0.7999999999999994,1.4166666666666663,33.9999999999998
24,2.1,1.4439999999999997,36.09999999999979
25,1.3999999999999997,1.442307692307692,37.499999999999766
26,2.2,1.47037037037037,39.699999999999754
27,1.1999999999999995,1.4607142857142856,40.89999999999973
28,2.3,1.489655172413793,43.19999999999972
29,2.1,1.51,45.299999999999706
30,2.3,1.5354838709677419,47.599999999999696
31,2.2,1.55625,49.799999999999685
32,2.3,1.5787878787878786,52.099999999999675
33,2.2,1.5970588235294116,54.29999999999966
34,2.3,1.617142857142857,56.59999999999965
35,-2.600000000000001,1.4999999999999998,53.999999999999616
36,1.8,1.5081081081081078,55.7999999999996
37,-2.2000000000000006,1.4105263157894734,53.59999999999957
38,2.2,1.4307692307692306,55.79999999999956
39,1.5999999999999999,1.4349999999999998,57.39999999999954
40,2.3,1.4560975609756095,59.69999999999953
41,2.3,1.4761904761904758,61.99999999999952
42,-2.3000000000000007,1.3883720930232555,59.699999999999484
43,1.9000000000000001,1.3999999999999997,61.59999999999947
44,2.1,1.4155555555555552,63.699999999999456
45,2.3,1.4347826086956519,65.99999999999945
46,0.8999999999999995,1.4234042553191488,66.89999999999955
47,1.9000000000000001,1.4333333333333333,68.79999999999961
48,2.0,1.4448979591836735,70.79999999999967
49,1.4999999999999998,1.446,72.29999999999976
50,2.1,1.4588235294117646,74.3999999999998
51,2.2,1.473076923076923,76.59999999999985
52,1.5999999999999999,1.4754716981132074,78.19999999999993
53,0.9999999999999996,1.4666666666666666,79.20000000000005
54,1.8,1.4727272727272724,81.00000000000011
55,-2.2000000000000006,1.4071428571428568,78.80000000000024
56,1.7,1.4122807017543857,80.50000000000031
57,1.8,1.418965517241379,82.30000000000038
58,2.3,1.4338983050847454,84.60000000000042
59,2.0,1.443333333333333,86.60000000000048
60,1.7,1.4475409836065571,88.30000000000055
61,2.3,1.4612903225806448,90.60000000000059
62,2.2,1.4730158730158727,92.80000000000064
63,2.1,1.4828124999999996,94.90000000000069
64,1.5999999999999999,1.4846153846153842,96.50000000000077
65,0.9999999999999996,1.4772727272727268,97.50000000000088
66,2.3,1.4895522388059697,99.80000000000092
67,-2.2000000000000006,1.4352941176470584,97.60000000000105
68,2.0,1.4434782608695647,99.6000000000011
69,2.2,1.4542857142857137,101.80000000000115
70,-2.2000000000000006,1.4028169014084502,99.60000000000127
71,1.5999999999999999,1.405555555555555,101.20000000000135
72,2.3,1.4178082191780816,103.50000000000139
73,0.9999999999999996,1.4121621621621616,104.5000000000015
74,2.3,1.4239999999999995,106.80000000000155
75,2.2,1.434210526315789,109.00000000000159
76,2.1,1.4428571428571422,111.10000000000164
77,-2.3000000000000007,1.3948717948717944,108.80000000000177
78,1.1999999999999995,1.3924050632911387,110.00000000000188
79,-2.1000000000000005,1.3487499999999994,107.900000000002
80,0.9999999999999996,1.3444444444444439,108.90000000000211
81,1.9000000000000001,1.3512195121951216,110.80000000000217
82,1.7,1.3554216867469877,112.50000000000225
83,2.2,1.36547619047619,114.70000000000229
84,1.4999999999999998,1.3670588235294114,116.20000000000238
85,1.8,1.3720930232558137,118.00000000000244
86,2.2,1.3816091954022987,120.20000000000249
87,1.1999999999999995,1.3795454545454542,121.40000000000259
88,1.7,1.38314606741573,123.10000000000267
89,2.3,1.393333333333333,125.4000000000027
90,1.1999999999999995,1.391208791208791,126.60000000000281
91,0.5999999999999992,1.3826086956521737,127.20000000000294
92,0.7999999999999994,1.376344086021505,128.00000000000307
93,1.5999999999999999,1.3787234042553187,129.60000000000315
94,1.5999999999999999,1.3810526315789469,131.20000000000323
95,1.2999999999999996,1.380208333333333,132.50000000000333
96,-2.3000000000000007,1.342268041237113,130.20000000000346
97,2.2,1.3510204081632649,132.4000000000035
98,2.2,1.359595959595959,134.60000000000355
99,2.3,1.3689999999999996,136.9000000000036
100,1.9000000000000001,1.3742574257425737,138.80000000000365
101,2.0,1.3803921568627446,140.8000000000037
102,1.9000000000000001,1.3854368932038832,142.70000000000377
103,2.2,1.3932692307692303,144.9000000000038
104,-2.2000000000000006,1.3590476190476186,142.70000000000394
105,1.7,1.3622641509433957,144.400000000004
106,1.7,1.365420560747663,146.1000000000041
107,2.0,1.3712962962962958,148.10000000000414
108,-2.400000000000001,1.3366972477064214,145.70000000000428
109,1.5999999999999999,1.3390909090909084,147.30000000000436
110,2.3,1.347747747747747,149.6000000000044
111,1.9000000000000001,1.352678571428571,151.50000000000446
112,1.4999999999999998,1.3539823008849552,153.00000000000455
113,2.0,1.359649122807017,155.0000000000046
114,0.7999999999999994,1.3547826086956518,155.80000000000473
115,2.1,1.3612068965517237,157.90000000000478
116,-2.2000000000000006,1.3307692307692305,155.7000000000049
117,2.3,1.3389830508474574,158.00000000000495
118,2.3,1.3470588235294116,160.30000000000499
119,2.2,1.3541666666666665,162.50000000000503
120,-2.400000000000001,1.3231404958677684,160.10000000000517
121,0.9999999999999996,1.3204918032786883,161.10000000000528
122,1.8,1.3243902439024389,162.90000000000535
123,2.3,1.332258064516129,165.2000000000054
124,1.9000000000000001,1.3368,167.10000000000545
125,-2.400000000000001,1.3071428571428572,164.7000000000056
126,1.9000000000000001,1.3118110236220473,166.60000000000565
127,2.2,1.3187499999999999,168.8000000000057
128,1.7,1.3217054263565888,170.50000000000577
129,-2.500000000000001,1.2923076923076922,168.0000000000059
130,-2.2000000000000006,1.2656488549618319,165.80000000000604
131,2.3,1.2734848484848484,168.10000000000608
132,2.0,1.2789473684210526,170.10000000000613
133,2.2,1.285820895522388,172.30000000000618
134,1.5999999999999999,1.288148148148148,173.90000000000626
135,2.1,1.2941176470588234,176.0000000000063
136,2.0,1.2992700729927005,178.00000000000637
137,2.3,1.3065217391304347,180.3000000000064
138,0.7999999999999994,1.3028776978417265,181.10000000000653
139,0.7999999999999994,1.2992857142857144,181.90000000000666
140,-2.3000000000000007,1.273758865248227,179.6000000000068
141,2.3,1.2809859154929577,181.90000000000683
142,2.3,1.2881118881118883,184.20000000000687
143,1.9000000000000001,1.2923611111111113,186.10000000000693
144,-2.1000000000000005,1.2689655172413794,184.00000000000705
145,1.4999999999999998,1.2705479452054798,185.50000000000713
146,0.8999999999999995,1.268027210884354,186.40000000000725
147,0.8999999999999995,1.2655405405405409,187.30000000000737
148,2.2,1.2718120805369129,189.50000000000742
