Dungeon,MazeCoinLowMaps,Zelda,Agent
0.3924489449597234,0.3787923441676191,0.17071664991581303,S
0.23181285555378506,0.21122396739006682,0.10824323365982791,H
0.22990905245335602,0.16861101066110543,0.10600634574567543,HQ
