Dungeon,MazeCoinLowMaps,Zelda,Agent
51.77532622222222,630.9018595555557,4606.918764578548,S
121.96565197222222,550.062144,6473.446317800789,H
122.97775988888888,526.6935085736386,6523.349021779253,HQ
