Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"0,00(0,10)$-$2,58(0,50)","1,25(12,80)$-$2,58(8,50)","1,79(2,07)$-$2,58(75,60)","1,25(0,80)$-$2,58(35,16)",S
"1,25(0,10)$-$2,58(46,80)","1,46(0,20)$-$2,58(57,00)","1,79(0,19)$-$2,58(88,85)","1,79(1,64)$-$2,58(69,32)",H
"1,25(0,20)$-$2,58(53,00)","1,25(0,10)$-$2,58(73,17)","1,79(0,33)$-$2,58(90,20)","1,79(0,52)$-$2,58(84,40)",HQ
"1,25(0,10)$-$2,58(53,20)","1,79(0,40)$-$2,58(71,07)","2,25(3,94)$-$2,58(96,06)","1,79(0,28)$-$2,58(93,31)",HQEX
