Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"55,00$-$1000","67,50$-$1000","71,00$-$627","65,33$-$876",S
"95,00$-$1000","65,00$-$1000","79,67$-$520","77,33$-$730",H
"97,50$-$1000","86,25$-$999","63,00$-$602","70,67$-$769",HQ
"97,50$-$1000","85,00$-$992","83,33$-$431","95,33$-$359",HQEX
