Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"92,40$-$7,60","16,60$-$77,30","0,30$-$39,30","0,20$-$45,90",S
"15,30$-$84,70","6,30$-$87,60","0,20$-$26,80","0,50$-$23,50",H
"7,60$-$88,30","2,20$-$84,80","0,70$-$29,50","0,40$-$38,60",HQ
"5,90$-$89,80","2,60$-$78,00","0,00$-$17,20","0,10$-$11,50",HQEX
