Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
1.46,2.25,2.58,2.58,S
2.25,2.58,2.58,2.58,H
2.58,2.58,2.58,2.58,HQ
2.58,2.58,2.58,2.58,HQEX
