Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
6.0,8.0,12.0,11.0,S
6.0,8.0,12.0,12.0,H
8.0,10.0,13.0,12.0,HQ
7.0,10.0,13.0,14.0,HQEX
