Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"0,65(5,20)$-$2,58(0,30)","1,25(1,38)$-$2,58(31,20)","1,79(0,76)$-$2,58(83,84)","1,79(0,43)$-$2,58(58,13)",S
"1,25(0,30)$-$2,58(41,90)","1,25(0,11)$-$2,58(54,21)","1,79(0,74)$-$2,58(68,52)","1,79(1,67)$-$2,58(74,17)",H
"1,25(0,10)$-$2,58(52,55)","1,79(1,38)$-$2,58(66,78)","1,79(1,99)$-$2,58(79,14)","1,79(0,77)$-$2,58(73,59)",HQ
"1,25(0,21)$-$2,58(56,01)","1,79(1,12)$-$2,58(68,36)","2,25(1,74)$-$2,58(98,26)","1,79(0,86)$-$2,58(91,38)",HQEX
