Dungeon,MazeCoinLowMaps,Zelda,Agent
22.345166666666668,23.347000354987575,112.87752525252525,S
19.800833333333333,24.831203407880725,144.66358024691357,H
20.170142509558566,28.35766283524904,168.24172185430464,HQ
