Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1000$-$6,00$-$0,10","939$-$9,48$-$3,94","396$-$12,82$-$4,56","461$-$12,06$-$4,54",S
"1000$-$6,29$-$0,96","939$-$9,56$-$3,83","270$-$12,56$-$4,46","240$-$12,26$-$4,66",H
"959$-$9,53$-$4,14","870$-$10,69$-$4,20","302$-$13,01$-$4,62","390$-$12,61$-$4,70",HQ
"957$-$9,21$-$4,06","806$-$11,02$-$4,44","172$-$13,02$-$4,93","116$-$13,31$-$4,64",HQEX
