#{"t_start": 1682556698.9355986, "env_id": null}
r,l,t
7.482359,6,0.601227
-2.1,21,1.824624
-2.1,21,3.037099
-2.1,21,4.258495
-2.1,21,5.455609
-2.1,21,6.678488
-2.1,21,7.912552
-2.1,21,9.139038
-2.1,21,10.399138
-2.1,21,11.632769
-0.370914,15,12.622578
-2.1,21,13.878673
-2.1,21,15.134114
-2.1,21,16.416242
-2.1,21,17.6347
-2.1,21,18.889085
-0.070914,12,19.712451
6.782359,13,20.636239
-2.1,21,21.903738
-2.1,21,23.165445
-2.1,21,24.42455
-2.1,21,25.670159
-2.1,21,26.884546
7.382359,7,27.443067
-2.1,21,28.65536
-2.1,21,29.901134
7.282359,8,30.510337
-2.1,21,31.762118
5.982359,21,33.073605
-2.1,21,34.333658
7.082359,10,35.047276
-2.1,21,36.346164
6.682359,14,37.274986
-2.1,21,38.509984
-2.1,21,39.724311
6.782359,13,40.609855
-2.1,21,41.86191
-2.1,21,43.10019
-2.1,21,44.35986
-2.1,21,45.595376
5.982359,21,46.914742
-2.1,21,48.184852
6.282359,18,49.381658
-2.1,21,50.672763
7.382359,7,51.223011
6.382359,17,52.329185
7.482359,6,52.82297
-2.1,21,54.047222
6.882359,12,54.886513
-2.1,21,56.101825
-2.1,21,57.45165
-0.770914,19,58.623529
7.382359,7,59.176282
-2.1,21,60.407009
-2.1,21,61.626887
7.282359,8,62.228013
6.382359,17,63.315644
-2.1,21,64.678975
-0.670914,18,65.778156
-2.1,21,67.018661
-2.1,21,68.229878
5.982359,21,69.544848
-2.1,21,70.761391
-2.1,21,71.952438
-2.1,21,73.176514
-2.1,21,74.402912
-2.1,21,75.623394
6.782359,13,76.495677
7.182359,9,77.156697
6.682359,14,78.060329
-2.1,21,79.315323
6.682359,14,80.280034
-2.1,21,81.568187
-2.1,21,82.837847
7.482359,6,83.351025
7.182359,9,84.04814
-2.1,21,85.307498
-2.1,21,86.533112
-2.1,21,87.803195
-2.1,21,89.046465
-2.1,21,90.324557
-2.1,21,91.544009
-2.1,21,92.802722
7.182359,9,93.449341
6.482359,16,94.505936
-2.1,21,95.761292
-2.1,21,96.986763
-2.1,21,98.234892
-2.1,21,99.463521
-2.1,21,100.693822
-2.1,21,101.954866
-2.1,21,103.214207
-2.1,21,104.46916
-2.1,21,105.700084
-0.070914,12,106.526811
-2.1,21,107.757775
0.229086,9,108.431129
-2.1,21,109.70454
-2.1,21,110.974786
-2.1,21,112.176711
0.529086,6,112.690123
0.529086,6,113.188667
-2.1,21,114.409169
-2.1,21,115.633879
6.682359,14,116.566412
-0.270914,14,117.53315
-2.1,21,118.857631
6.982359,11,119.609008
-2.1,21,120.864605
6.682359,14,121.778751
6.682359,14,122.718032
-2.1,21,123.949239
6.682359,14,124.867849
-2.1,21,126.087655
-2.1,21,127.281759
6.282359,18,128.393361
-2.1,21,129.660766
-2.1,21,130.911978
5.982359,21,132.182982
6.382359,17,133.240608
6.482359,16,134.242503
-2.1,21,135.479025
-0.270914,14,136.385452
-2.1,21,137.591959
-2.1,21,138.818508
-2.1,21,140.057565
-2.1,21,141.284446
-2.1,21,142.500609
-0.970914,21,143.783021
