#{"t_start": 1668644208.185988, "env_id": null}
r,l,t
2.08,6,0.310544
1.98,7,0.632527
0.08,26,1.550569
1.68,10,1.976479
1.38,13,2.514878
-0.42,31,3.633621
2.08,6,3.944908
1.98,7,4.267848
2.08,6,4.576214
1.18,15,5.179803
1.98,7,5.49933
1.88,8,5.865184
0.88,18,6.553601
2.08,6,6.849324
0.88,18,7.526153
2.08,6,7.837384
2.08,6,8.131681
1.88,8,8.494246
1.78,9,8.892776
1.68,10,9.343364
2.08,6,9.644769
1.98,7,9.989634
2.08,6,10.286627
1.88,8,10.655223
0.88,18,11.342503
1.58,11,11.799793
2.08,6,12.112943
1.88,8,12.469025
1.98,7,12.817225
1.08,16,13.417089
2.08,6,13.683911
1.38,13,14.211194
2.08,6,14.49754
2.08,6,14.790079
2.08,6,15.077468
0.88,18,15.757835
2.08,6,16.087916
1.78,9,16.476564
1.98,7,16.77939
1.78,9,17.181459
2.08,6,17.495801
1.98,7,17.827142
2.08,6,18.112516
-1.82,45,19.645503
1.78,9,20.060165
0.88,18,20.740481
0.88,18,21.426901
1.08,16,22.085257
1.98,7,22.423575
2.08,6,22.727802
2.08,6,23.034242
1.98,7,23.352229
1.48,12,23.825012
0.88,18,24.510754
0.18,25,25.430144
1.68,10,25.853303
1.88,8,26.212912
2.08,6,26.50717
0.58,21,27.284275
2.08,6,27.578845
1.38,13,28.10639
-0.52,32,29.256349
1.68,10,29.691878
2.08,6,29.997022
2.08,6,30.301677
1.88,8,30.671974
-0.42,31,31.813108
1.68,10,32.247727
2.08,6,32.5373
2.08,6,32.835171
1.38,13,33.370445
2.08,6,33.66927
-0.12,28,34.699289
2.08,6,35.009714
1.28,14,35.581322
1.28,14,36.161245
1.78,9,36.561744
1.28,14,37.13341
0.18,25,38.076208
2.08,6,38.382902
1.18,15,38.965084
1.78,9,39.351847
1.78,9,39.756702
1.68,10,40.180158
-0.22,29,41.269652
1.78,9,41.66891
1.98,7,42.006932
2.08,6,42.300848
0.98,17,42.929566
1.18,15,43.521411
1.38,13,44.025609
0.28,24,44.89531
0.48,22,45.744689
1.68,10,46.170645
2.08,6,46.470571
2.08,6,46.759634
2.08,6,47.066227
2.08,6,47.379901
1.98,7,47.707158
0.88,18,48.40241
2.08,6,48.697336
1.78,9,49.100193
2.08,6,49.415599
2.08,6,49.728674
1.98,7,50.058861
2.08,6,50.377719
1.98,7,50.713157
2.08,6,51.009652
2.08,6,51.309952
0.98,17,51.96177
1.58,11,52.422189
2.08,6,52.718379
1.08,16,53.362234
0.88,18,54.033316
