,Linearity,Leniency
0,0.0,0.28862909553883775
1,0.0,0.1396408641397269
2,0.0,0.08280541113825896
3,0.0,0.3119916711770305
4,0.0,0.11826604032792713
5,0.4472318339100346,0.34280604407687126
6,0.0,0.062399794862972854
7,0.0,0.1985143794726648
8,0.0,0.18024484986777267
9,0.8944636678200693,0.13544334509679498
10,0.0,0.10052882832513896
11,0.0,0.24687348612038656
12,0.4472318339100346,0.061899124191481796
13,0.0,0.128903304020702
14,0.0,0.30412976215303
15,0.0,0.39618548996346004
16,0.0,0.6679740365335413
17,0.0,0.17957182514340525
18,0.0,0.30153487613472507
19,0.0,0.17600708242077923
20,0.0,0.17864400205461614
21,0.0,0.056484090925688964
22,0.0,0.11316974845558922
23,0.0,0.3108254412109577
24,0.0,0.14305986868958176
25,0.0,0.10024108469448947
26,0.0,0.08256814030463826
27,0.0,0.16461629719551393
28,0.0,0.16968142901309455
29,0.0,0.39946346280714773
30,0.0,0.36937469722407734
31,0.4472318339100346,0.17271044600262755
32,0.0,0.1120270508225362
33,0.0,0.11516155758077881
34,0.0,0.15186534312170197
35,0.0,0.25327655278910893
36,0.0,0.15807398403209488
37,0.0,0.3008500040978719
38,0.0,0.19269037048818233
39,0.0,0.6066288147737611
40,0.0,0.09687807086802665
41,0.0,0.1998550732869882
42,0.4472318339100346,0.07440712721335795
43,0.0,0.08420290713573371
44,0.0,0.11949686249084067
45,0.0,0.3024250474906825
46,0.0,0.25624308737717544
47,0.0,0.464987377743444
48,0.0,0.09708661602616796
49,0.0,0.1881982915526228
50,0.0,0.056330400447276635
51,0.0,0.09488658632674077
52,0.0,0.16757504176989113
53,0.0,0.4515192555343585
54,0.0,0.17160458864264694
55,0.0,0.3786521166522092
56,0.0,0.17893823736334008
57,0.0,0.23896126659130915
58,0.0,0.11517567698059071
59,0.0,0.04218146350013431
60,0.0,0.0504883770561376
61,0.0,0.5775272711338608
62,0.0,0.24684622107247392
63,0.0,0.1300917679841798
64,0.0,0.1683834179821106
65,0.0,0.11360128275558752
66,0.0,0.25120051414090355
67,0.0,0.07532180465404634
68,0.4472318339100346,0.054688168186395554
69,0.0,0.06614938811876851
70,0.0,0.17358260295192834
71,0.0,0.08948437412514497
72,0.0,0.1894138582720614
73,0.0,0.3355493217413602
74,0.0,0.22296122764124068
75,0.0,0.16915268183393153
76,0.0,0.195991713372938
77,0.0,0.0018910258230839278
78,0.0,0.1639534968641138
79,0.0,0.12072557485838002
80,0.0,0.13998330015815352
81,0.0,0.4144874779587243
82,0.0,0.06796884319108173
83,0.0,0.11897476928170395
84,0.0,0.269902714089457
85,0.0,0.08778988385576468
86,1.0,0.18240495574704205
87,0.0,0.1742815943885935
88,0.0,0.1342511484184244
89,0.0,0.7075891773988984
90,0.0,0.2046803375997183
91,0.0,0.06861411599168092
92,0.0,0.3493374836795156
93,0.0,0.07098471453251398
94,0.0,0.19584938333115592
95,0.0,0.074689515209596
96,0.0,0.196793597907083
97,0.0,0.18399411853966458
98,0.0,0.43457029554175897
99,0.0,0.1142686272616398
100,0.0,0.06223571769964143
101,0.0,0.4278059669881941
102,0.0,0.6105837073486609
103,0.0,0.3410037919514553
104,0.0,0.13256558420639644
105,0.0,0.3567498439968613
106,0.0,0.1389923455000905
107,0.0,0.1733316995943513
108,0.0,0.3381727711431927
109,0.0,0.07318523110779675
110,0.0,0.05603859951783061
111,0.0,0.09134277926590481
112,0.0,0.1329831613985347
113,0.0,0.2381827520982321
114,0.0,0.137998469586894
115,0.0,0.23466718383701995
116,0.0,0.1338590510627283
117,0.0,0.15440699737979646
118,0.0,0.14146031921204014
119,0.0,0.4803940773175088
120,0.0,0.2565055134633346
121,0.0,0.2551395021045209
122,0.0,0.25074025416542584
123,0.6323529411764706,0.14571853544496804
124,0.0,0.22540339693284442
125,0.0,0.3578023073046797
126,0.0,0.16865314720610353
127,0.0,0.1348975572626866
128,0.6323529411764706,0.41548151616387274
129,0.0,0.22956326424294463
130,0.0,0.31446370218777675
131,0.0,0.22646429942215957
132,0.0,0.32717294722996043
133,0.0,0.14177759997792833
134,0.0,0.32718268474707213
135,0.0,0.35602212688471674
136,0.0,0.20207895990333893
137,0.0,0.18445746206222763
138,0.0,0.15221183643892508
139,0.0,0.21580269193660553
140,0.0,0.29849027911781345
141,0.4472318339100346,0.22728419836296113
142,0.0,0.03826438495001814
143,0.0,0.4860415126583666
144,0.0,0.10470687233384755
145,0.0,0.20010630122846895
146,0.0,0.23537445216323005
147,0.0,0.18466113846181315
148,0.0,0.29887085374492744
149,0.0,0.2620828386809884
150,0.0,0.2603224578791526
151,0.0,0.2717156774836958
152,0.0,0.16668065082318537
153,0.0,0.06584087111828082
154,0.4472318339100346,0.2728414967537553
155,0.0,0.1000451983085933
156,0.0,0.1523291735201206
157,0.0,0.3377879769253303
158,0.0,0.19607610518790572
159,0.0,0.26730912640676696
160,0.0,0.048169387355996324
161,0.0,0.19686598011761303
162,0.0,0.04014875680307577
163,0.0,0.254105215495311
164,0.0,0.08740168150691326
165,0.0,0.16253360457728222
166,0.0,0.3433972736575007
167,1.0,0.009603788543324247
168,0.0,0.07248932321821697
169,0.0,0.11002388126071637
170,0.0,0.3988668775921068
171,0.0,0.41156378844594915
172,0.0,0.11328887074825517
