#{"t_start": 1682739691.819121, "env_id": null}
r,l,t
-13.955339,86,5.359982
-38.755339,174,15.908322
7.744661,9,16.67012
-9.2,23,18.222734
-22.855339,95,24.006289
-36.455339,131,32.002905
2.744661,59,35.730644
-16.2,73,40.260972
-25.655339,83,45.378597
-48.0,180,56.158504
-17.955339,106,62.6633
-52.0,180,73.355345
-56.0,180,84.161837
-0.655339,33,86.42213
-82.0,180,97.359607
-13.555339,102,103.632328
-55.855339,165,113.557845
-24.0,180,124.384955
-70.0,180,135.041366
-23.855339,105,141.446175
-14.655339,93,147.227273
-34.0,180,158.122241
-57.210052,121,165.568561
-70.0,180,176.348407
-47.7,168,186.523491
5.444661,12,187.459163
-48.0,180,198.092058
-27.655339,143,206.756407
-10.8,39,209.313364
-21.555339,122,216.87896
-30.0,180,227.682143
-36.0,180,238.499985
4.844661,18,239.798018
-1.9,30,241.770174
-15.655339,83,246.882
-50.0,180,257.588304
-68.0,180,268.333931
5.644661,30,270.356977
7.544661,11,271.315665
-35.955339,146,280.140109
-54.0,180,290.951747
-42.0,180,301.675995
-27.355339,140,310.1904
0.844661,38,312.641439
-48.455339,171,322.977597
-68.0,180,333.885814
-32.0,180,344.763427
5.744661,9,345.565777
-56.0,180,356.31966
-19.655339,103,362.609222
-44.0,180,373.307247
-8.855339,95,379.146462
-3.655339,63,383.067585
-40.5,136,391.372475
-32.5,116,398.419592
3.844661,28,400.291984
-56.0,180,411.0673
-54.0,180,421.80358
-64.0,180,432.565896
-5.355339,40,435.145527
-56.0,180,445.926217
-15.1,62,449.896374
-1.155339,38,452.409026
-39.455339,161,462.047199
-48.0,180,472.734731
-46.0,180,483.441278
6.844661,18,484.739479
-34.0,131,492.711043
-8.955339,56,496.200761
-56.0,180,507.023632
-34.0,180,517.891677
-16.555339,72,522.423726
-56.0,180,533.199633
-66.0,180,543.920275
-46.0,180,554.566963
-5.055339,57,558.091188
-42.0,180,568.871931
-17.855339,125,576.51002
7.444661,12,577.464613
-3.555339,62,581.354975
-14.555339,152,590.566953
-20.455339,131,598.533497
-50.955339,156,607.832994
-35.255339,159,617.393311
-23.055339,97,623.372834
-76.0,180,634.278841
-62.0,180,645.123167
7.244661,14,646.170219
-58.0,180,656.950348
-12.755339,74,661.528582
-34.3,74,666.131079
-19.155339,158,675.671339
-0.755339,74,680.260439
-37.6,167,690.421467
-2.555339,52,693.702196
-24.3,114,700.768106
-11.455339,81,705.816145
-54.0,180,716.505442
6.344661,23,718.0545
-34.0,180,728.786011
-17.055339,137,737.118378
-46.755339,134,745.230678
-54.0,180,756.202885
-2.155339,48,759.243685
-38.0,180,769.946685
-25.655339,83,775.082829
-42.0,180,785.77314
-0.8,19,787.132044
-20.9,60,790.887321
-16.555339,112,797.682451
-46.0,180,808.63034
2.644661,20,810.112623
-35.4,145,818.904674
-16.655339,173,829.265419
-12.055339,107,835.840731
-42.0,180,846.626557
-12.055339,87,852.011556
-0.155339,48,855.102452
-4.555339,52,858.366367
-10.555339,92,864.044066
-44.0,180,874.880746
-50.0,180,885.726093
2.444661,22,887.264388
-0.2,13,888.260386
7.344661,13,889.267192
-28.0,180,900.124918
-32.2,113,906.992346
-12.555339,72,911.499531
-64.0,180,922.23816
3.844661,28,924.136896
-44.0,180,935.034028
6.544661,21,936.484153
-9.855339,85,941.739382
7.844661,8,942.474278
1.944661,27,944.317591
-64.0,180,954.996015
-0.355339,90,960.49209
-28.0,180,971.330908
0.0,11,972.210114
-48.0,180,982.888189
-64.0,180,993.800296
-10.955339,76,998.483325
-24.055339,107,1004.997751
7.544661,11,1005.883301
-56.0,180,1016.633121
-39.555339,142,1025.201046
1.644661,50,1028.402451
7.744661,9,1029.163487
-15.255339,99,1035.217247
-52.0,180,1046.011398
-47.955339,146,1054.854699
-26.955339,136,1063.226789
-10.555339,52,1066.534225
-44.0,180,1077.25094
-4.955339,76,1081.95811
4.544661,21,1083.455419
-2.855339,35,1085.702267
-8.555339,72,1090.104086
-58.0,180,1100.819612
-42.0,180,1111.73221
-9.9,10,1112.564442
-9.155339,98,1118.668234
-33.855339,145,1127.479889
-12.055339,67,1131.627385
-2.4,35,1133.938613
-1.255339,59,1137.671168
-16.7,58,1141.407077
-15.4,85,1146.635178
-48.0,180,1157.233017
-52.0,180,1167.900171
3.644661,50,1171.194875
-54.0,180,1182.02043
-30.455339,111,1188.845247
-51.755339,144,1197.542625
4.644661,40,1200.107022
-17.455339,81,1205.139846
-40.0,180,1215.737772
-58.0,180,1226.56724
-6.1,32,1228.753051
-14.355339,130,1236.6204
-52.0,180,1247.378132
-15.055339,97,1253.271238
-56.0,180,1263.959404
-37.755339,164,1273.840481
-40.5,136,1282.20241
-11.255339,99,1288.273713
-50.0,180,1299.0882
-48.0,180,1309.864133
-62.0,180,1320.665409
-58.0,180,1331.499532
2.144661,25,1333.177469
-14.4,55,1336.617315
-11.555339,42,1339.360494
-38.055339,167,1349.483919
-11.9,50,1352.809045
-18.355339,90,1358.361495
5.544661,11,1359.264591
-30.155339,148,1368.15787
-6.555339,32,1370.265744
-64.0,180,1381.075732
-20.355339,110,1387.68731
-46.0,180,1398.322518
3.844661,28,1400.244914
-44.0,180,1411.047043
-26.7,78,1415.880853
7.344661,13,1416.882059
-20.1,72,1421.381158
-5.655339,43,1424.169861
3.144661,15,1425.304187
-4.955339,76,1429.901287
-8.655339,93,1435.589097
-17.555339,122,1442.93461
1.744661,29,1444.907779
3.944661,27,1446.696835
3.144661,15,1447.809246
-38.0,180,1458.536402
-58.0,180,1469.260936
-12.555339,152,1478.653798
0.844661,38,1481.081699
-29.255339,139,1489.485016
-9.055339,77,1494.316727
-74.0,180,1505.072658
-11.9,50,1508.208884
-17.4,105,1514.608969
-0.4,15,1515.700333
-36.0,180,1526.570444
-56.0,180,1537.453662
-52.0,180,1548.115885
-52.0,180,1558.853508
-11.755339,44,1561.697735
5.744661,29,1563.632585
-76.0,180,1574.331255
-62.0,180,1585.039225
2.044661,26,1586.834234
1.544661,31,1588.935243
-16.955339,76,1593.721926
-34.7,98,1599.749863
-36.0,180,1610.628142
-8.1,32,1612.767688
-32.855339,175,1623.370969
