Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
6.0,8.0,49.0,25.0,S
6.0,9.0,46.0,42.0,H
9.0,11.0,32.0,28.0,HQ
9.0,12.0,56.0,57.0,HQEX
