Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"0,00(34,60)$-$1,92(0,40)","1,25(6,90)$-$2,58(19,90)","1,79(0,55)$-$2,58(87,50)","1,79(1,80)$-$2,58(66,30)",S
"0,65(0,10)$-$2,58(45,60)","1,25(0,30)$-$2,58(56,70)","2,25(6,53)$-$2,58(93,47)","1,79(0,32)$-$2,58(86,65)",H
"1,25(0,30)$-$2,58(58,70)","1,25(0,10)$-$2,58(68,80)","1,79(0,92)$-$2,58(81,99)","1,79(0,40)$-$2,58(83,92)",HQ
"1,25(0,30)$-$2,58(55,00)","1,79(1,20)$-$2,58(69,10)","1,79(0,23)$-$2,58(93,78)","1,79(0,24)$-$2,58(90,83)",HQEX
