Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
6.004,10.246,62.34649122807018,32.106,S
6.332,11.425,56.71127502634352,55.29872881355932,H
10.974,13.889,42.923702950152595,37.73467336683417,HQ
10.545,15.022,66.45774647887323,67.66509988249119,HQEX
